seqID	numMotifs	numBPcovered	fragmentLength	fractionBPcovered
div_pc__p1@CTDSPL2__chr15:44719790..44719848,+	40	73	115	0.6347826
antisense__NA__chr15:44810560..44810561,-	2	17	115	0.1478261
div_lnc__p1@LOC645212__chr15:44829057..44829104,-	48	67	115	0.5826087
div_pc__p2@EIF3J__chr15:44829283..44829331,+	100	60	115	0.5217391
protein_coding__p1@SPG11__chr15:44955842..44955890,-	38	89	115	0.7739130
protein_coding__p1@PATL2__chr15:45003504..45003582,-	52	61	115	0.5304348
protein_coding__p1@B2M__chr15:45003704..45003724,+	52	75	115	0.6521739
protein_coding__p1@TRIM69__chr15:45021241..45021345,+	26	86	115	0.7478261
Enhancer__chr15:45016631-45017046	32	79	115	0.6869565
Enhancer__chr15:45076532-45076874	74	53	115	0.4608696
protein_coding__p1@C15orf43__chr15:45248880..45248926,+	15	61	115	0.5304348
protein_coding__p1@SORD__chr15:45315338..45315440,+	19	72	115	0.6260870
antisense__p1@ENST00000560324__chr15:45350938..45350955,-	22	81	115	0.7043478
antisense__NA__chr15:45366513..45366514,-	8	76	115	0.6608695
Enhancer__chr15:45381898-45382257	23	78	115	0.6782609
protein_coding__p1@DUOX2__chr15:45406348..45406383,-	40	64	115	0.5565217
protein_coding__p1@DUOXA2__chr15:45406522..45406525,+	40	64	115	0.5565217
protein_coding__p1@DUOXA1__chr15:45422056..45422086,-	40	81	115	0.7043478
protein_coding__p1@DUOX1__chr15:45422178..45422201,+	40	57	115	0.4956522
protein_coding__p2@SHF__chr15:45493289..45493324,-	15	71	115	0.6173913
protein_coding__p1@SLC28A2__chr15:45544426..45544451,+	23	69	115	0.6000000
intergenic__p1@ENST00000561404__chr15:45571441..45571459,-	27	83	115	0.7217391
protein_coding__p2@GATM__chr15:45694380..45694430,-	24	71	115	0.6173913
protein_coding__p2@SPATA5L1__chr15:45694523..45694566,+	58	91	115	0.7913043
protein_coding__p1@C15orf48__chr15:45722800..45722816,+	23	80	115	0.6956522
antisense__p1@ENST00000559553__chr15:45734062..45734081,-	6	55	115	0.4782609
Enhancer__chr15:45746745-45747578	36	82	115	0.7130435
Enhancer__chr15:45748469-45749175	31	40	115	0.3478261
Enhancer__chr15:45754393-45754803	80	115	115	1.0000000
Enhancer__chr15:45767818-45767898	16	71	115	0.6173913
protein_coding__p1@SLC30A4__chr15:45814945..45814995,-	23	70	115	0.6086956
Enhancer__chr15:45821862-45822001	28	78	115	0.6782609
Enhancer__chr15:45837981-45838202	16	48	115	0.4173913
protein_coding__p3@PLDN__chr15:45879534..45879558,+	46	25	115	0.2173913
protein_coding__p3@PLDN__chr15:45879534..45879558,+	46	25	115	0.2173913
Enhancer__chr15:45875981-45876250	49	107	115	0.9304348
protein_coding__NA__chr15:45923355..45923359,+	13	74	115	0.6434783
intergenic__NA__chr15:45997363..45997388,+	62	71	115	0.6173913
Enhancer__chr15:46256210-46256268	7	39	115	0.3391304
Enhancer__chr15:46416141-46416404	34	86	115	0.7478261
Enhancer__chr15:46441434-46441833	4	23	115	0.2000000
Enhancer__chr15:46528514-46528549	3	29	115	0.2521739
Enhancer__chr15:46545564-46545905	29	66	115	0.5739130
Enhancer__chr15:46758762-46759114	6	32	115	0.2782609
Enhancer__chr15:46881345-46881677	6	44	115	0.3826087
intergenic__NA__chr15:46985485..46985526,+	6	65	115	0.5652174
protein_coding__p4@SEMA6D__chr15:47476275..47476332,+	46	74	115	0.6434783
antisense__p1@ENST00000559799__chr15:47688870..47688893,-	6	48	115	0.4173913
antisense__NA__chr15:47898633..47898634,-	22	78	115	0.6782609
Enhancer__chr15:48104672-48105061	17	60	115	0.5217391
intergenic__NA__chr15:48138431..48138467,-	9	60	115	0.5217391
intergenic__NA__chr15:48176482..48176547,+	24	48	115	0.4173913
Enhancer__chr15:48253775-48254090	8	53	115	0.4608696
Enhancer__chr15:48289986-48290099	9	74	115	0.6434783
Enhancer__chr15:48311619-48311717	2	12	115	0.1043478
Enhancer__chr15:48327662-48328024	26	56	115	0.4869565
Enhancer__chr15:48388885-48389267	23	74	115	0.6434783
protein_coding__p1@SLC24A5__chr15:48413179..48413208,+	16	58	115	0.5043478
protein_coding__p1@MYEF2__chr15:48470481..48470541,-	11	68	115	0.5913044
div_pc__p1@CTXN2,p2@SLC12A1__chr15:48483855..48483892,+	42	40	115	0.3478261
protein_coding__p1@CTXN2,p2@SLC12A1__chr15:48483855..48483892,+	42	40	115	0.3478261
div_lnc__NA__chr15:48483927..48483934,-	42	66	115	0.5739130
Enhancer__chr15:48605520-48605711	11	71	115	0.6173913
div_pc__NA__chr15:48623206..48623219,+	12	60	115	0.5217391
div_lnc__p1@ENST00000560323,p1@uc010ben.1__chr15:48624043..48624074,-	114	82	115	0.7130435
Enhancer__chr15:48647753-48647896	14	42	115	0.3652174
Enhancer__chr15:48687688-48687982	27	74	115	0.6434783
div_pc__p1@FBN1__chr15:48937884..48937933,-	26	64	115	0.5565217
div_lnc__NA__chr15:48938107..48938129,+	46	107	115	0.9304348
Enhancer__chr15:48963656-48963859	14	56	115	0.4869565
Enhancer__chr15:48975243-48975418	9	38	115	0.3304348
Enhancer__chr15:48985825-48986062	16	55	115	0.4782609
antisense__NA__chr15:49075357..49075373,+	24	77	115	0.6695652
div_pc__p1@CEP152__chr15:49103235..49103301,-	32	19	115	0.1652174
protein_coding__p1@EID1__chr15:49170281..49170365,+	31	87	115	0.7565218
protein_coding__p5@SHC4__chr15:49255632..49255650,-	18	85	115	0.7391304
Enhancer__chr15:49268018-49268116	29	88	115	0.7652174
Enhancer__chr15:49277375-49277481	20	50	115	0.4347826
protein_coding__p3@SECISBP2L__chr15:49338748..49338765,-	16	74	115	0.6434783
protein_coding__p1@COPS2__chr15:49447771..49447822,-	12	36	115	0.3130435
protein_coding__p1@GALK2__chr15:49447947..49448036,+	34	43	115	0.3739130
protein_coding__p2@FGF7__chr15:49715431..49715448,+	26	58	115	0.5043478
protein_coding__p1@C15orf33__chr15:49912987..49913029,-	20	73	115	0.6347826
protein_coding__p1@DTWD1__chr15:49913201..49913295,+	34	53	115	0.4608696
Enhancer__chr15:49939997-49940334	21	37	115	0.3217391
Enhancer__chr15:49967299-49967495	12	54	115	0.4695652
Enhancer__chr15:50010526-50010792	3	21	115	0.1826087
Enhancer__chr15:50108187-50108439	8	31	115	0.2695652
Enhancer__chr15:50140337-50140734	13	61	115	0.5304348
protein_coding__p2@SLC27A2__chr15:50474385..50474404,+	46	84	115	0.7304348
protein_coding__NA__chr15:50475008..50475046,-	12	52	115	0.4521739
protein_coding__p2@HDC__chr15:50558226..50558263,-	7	53	115	0.4608696
div_pc__p2@GABPB1__chr15:50647370..50647405,-	32	87	115	0.7565218
div_lnc__p1@LOC100129387__chr15:50647652..50647697,+	42	70	115	0.6086956
protein_coding__p1@USP8__chr15:50716576..50716624,+	26	68	115	0.5913044
protein_coding__p1@USP50__chr15:50838857..50838868,-	11	81	115	0.7043478
antisense__NA__chr15:50849605..50849606,+	3	13	115	0.1130435
protein_coding__p1@TRPM7__chr15:50978965..50979012,-	66	83	115	0.7217391
Enhancer__chr15:50995097-50995499	14	52	115	0.4521739
antisense__NA__chr15:51038879..51038880,+	31	42	115	0.3652174
protein_coding__p1@SPPL2A__chr15:51057854..51057915,-	18	69	115	0.6000000
Enhancer__chr15:51169242-51169420	5	34	115	0.2956522
Enhancer__chr15:51171970-51172368	24	83	115	0.7217391
Enhancer__chr15:51172834-51173079	45	56	115	0.4869565
Enhancer__chr15:51173397-51173629	46	55	115	0.4782609
Enhancer__chr15:51177416-51177715	36	58	115	0.5043478
Enhancer__chr15:51179096-51179478	32	68	115	0.5913044
protein_coding__p1@AP4E1__chr15:51200871..51200932,+	39	94	115	0.8173913
intergenic__NA__chr15:51329822..51329840,+	4	56	115	0.4869565
protein_coding__NA__chr15:51396770..51396790,-	8	56	115	0.4869565
Enhancer__chr15:51413367-51413627	7	59	115	0.5130435
Enhancer__chr15:51455036-51455205	12	49	115	0.4260870
Enhancer__chr15:51477619-51477870	36	57	115	0.4956522
Enhancer__chr15:51479240-51479465	14	84	115	0.7304348
Enhancer__chr15:51481875-51482198	25	90	115	0.7826087
protein_coding__p1@CYP19A1__chr15:51630785..51630804,-	32	74	115	0.6434783
protein_coding__p1@GLDN__chr15:51633845..51633858,+	42	86	115	0.7478261
protein_coding__p1@DMXL2__chr15:51914922..51914993,-	26	88	115	0.7652174
Enhancer__chr15:51921191-51921424	4	21	115	0.1826087
Enhancer__chr15:51921715-51922068	28	67	115	0.5826087
Enhancer__chr15:51926806-51927145	16	77	115	0.6695652
Enhancer__chr15:51964465-51964685	15	37	115	0.3217391
protein_coding__p1@SCG3__chr15:51973680..51973707,+	18	82	115	0.7130435
antisense__NA__chr15:51988917..51988918,-	16	95	115	0.8260869
antisense__NA__chr15:52008065..52008066,-	20	68	115	0.5913044
div_pc__p7@LYSMD2__chr15:52043722..52043735,-	22	48	115	0.4173913
protein_coding__p1@TMOD2__chr15:52043784..52043809,+	26	67	115	0.5826087
protein_coding__p1@TMOD3__chr15:52121841..52121892,+	14	56	115	0.4869565
antisense__NA__chr15:52194212..52194223,-	5	25	115	0.2173913
antisense__NA__chr15:52201838..52201839,-	6	44	115	0.3826087
protein_coding__p1@LEO1__chr15:52263937..52263990,-	3	32	115	0.2782609
antisense__NA__chr15:52311284..52311322,-	58	90	115	0.7826087
Enhancer__chr15:52369278-52369628	26	72	115	0.6260870
intergenic__p1@ENST00000558607__chr15:52392705..52392752,-	68	92	115	0.8000000
Enhancer__chr15:52385766-52385957	18	69	115	0.6000000
Enhancer__chr15:52395777-52396019	38	75	115	0.6521739
protein_coding__p2@BCL2L10__chr15:52404921..52404940,-	28	87	115	0.7565218
antisense__NA__chr15:52472188..52472234,+	48	110	115	0.9565217
protein_coding__p4@GNB5__chr15:52483547..52483565,-	30	91	115	0.7913043
protein_coding__p1@MYO5C__chr15:52587945..52588011,-	15	75	115	0.6521739
protein_coding__p2@MYO5A__chr15:52821299..52821362,-	15	78	115	0.6782609
protein_coding__NA__chr15:52861535..52861536,-	8	36	115	0.3130435
protein_coding__p@chr15:53002007..53002021,-__chr15:53002007..53002021,-	97	74	115	0.6434783
Enhancer__chr15:53010328-53010576	13	68	115	0.5913044
Enhancer__chr15:53029906-53030009	21	63	115	0.5478261
Enhancer__chr15:53034525-53034782	10	22	115	0.1913043
protein_coding__p5@ONECUT1__chr15:53083268..53083283,-	25	107	115	0.9304348
intergenic__NA__chr15:53097127..53097148,-	17	84	115	0.7304348
Enhancer__chr15:53095650-53095970	7	67	115	0.5826087
intergenic__p1@ENST00000559915__chr15:53408561..53408570,+	23	83	115	0.7217391
Enhancer__chr15:53681628-53681866	21	90	115	0.7826087
Enhancer__chr15:53708753-53709025	26	83	115	0.7217391
protein_coding__NA__chr15:54055073..54055096,-	9	67	115	0.5826087
Enhancer__chr15:54274504-54274660	21	101	115	0.8782609
protein_coding__p1@UNC13C__chr15:54305102..54305112,+	40	75	115	0.6521739
Enhancer__chr15:55095328-55096039	41	63	115	0.5478261
Enhancer__chr15:55176640-55176804	5	34	115	0.2956522
Enhancer__chr15:55273105-55273417	9	29	115	0.2521739
intergenic__NA__chr15:55348912..55348924,+	4	27	115	0.2347826
Enhancer__chr15:55463152-55463211	12	41	115	0.3565217
protein_coding__NA__chr15:55489260..55489281,-	11	45	115	0.3913043
div_pc__p2@PIGB__chr15:55611128..55611179,+	18	63	115	0.5478261
protein_coding__p1@ENST00000436697,p1@uc002acs.2__chr15:55611306..55611372,-	50	38	115	0.3304348
protein_coding__p2@CCPG1,p2@DYX1C1-CCPG1,p2@DYX1C1__chr15:55700522..55700573,-	38	101	115	0.8782609
protein_coding__p1@FLJ27352__chr15:55700677..55700738,+	48	67	115	0.5826087
Enhancer__chr15:55823075-55823485	23	77	115	0.6695652
protein_coding__p3@PYGO1__chr15:55881135..55881192,-	41	88	115	0.7652174
antisense__NA__chr15:55972763..55972796,+	17	54	115	0.4695652
protein_coding__p1@PRTG__chr15:56035257..56035355,-	28	76	115	0.6608695
Enhancer__chr15:56063154-56063228	18	61	115	0.5304348
protein_coding__p1@NEDD4__chr15:56285742..56285866,-	41	110	115	0.9565217
Enhancer__chr15:56330366-56330465	148	103	115	0.8956522
Enhancer__chr15:56331775-56332089	12	51	115	0.4434783
Enhancer__chr15:56332751-56332969	28	60	115	0.5217391
Enhancer__chr15:56341448-56341541	18	66	115	0.5739130
protein_coding__p2@RFX7__chr15:56535468..56535521,-	60	65	115	0.5652174
protein_coding__NA__chr15:56536190..56536201,+	72	91	115	0.7913043
protein_coding__p1@MNS1__chr15:56757233..56757314,-	31	96	115	0.8347826
Enhancer__chr15:56826054-56826112	22	69	115	0.6000000
Enhancer__chr15:56830115-56830472	44	79	115	0.6869565
intergenic__NA__chr15:56921782..56921793,-	12	59	115	0.5130435
protein_coding__p1@ENST00000560587__chr15:57210603..57210675,-	38	62	115	0.5391304
protein_coding__p1@TCF12__chr15:57210818..57210930,+	4	29	115	0.2521739
intergenic__NA__chr15:57592300..57592312,+	15	35	115	0.3043478
intergenic__NA__chr15:57611348..57611355,+	2	18	115	0.1565217
Enhancer__chr15:57614367-57614619	21	61	115	0.5304348
Enhancer__chr15:57648977-57649377	19	56	115	0.4869565
protein_coding__NA__chr15:57668136..57668137,+	12	27	115	0.2347826
antisense__NA__chr15:57820944..57820945,-	3	39	115	0.3391304
Enhancer__chr15:57844002-57844282	25	65	115	0.5652174
Enhancer__chr15:57846695-57846878	26	98	115	0.8521739
Enhancer__chr15:57853638-57853874	24	64	115	0.5565217
Enhancer__chr15:57857567-57857833	16	48	115	0.4173913
protein_coding__p1@GCOM1,p1@MYZAP__chr15:57884086..57884116,+	144	86	115	0.7478261
protein_coding__p2@GCOM1__chr15:57884117..57884160,+	165	101	115	0.8782609
protein_coding__p2@POLR2M,p3@GCOM1__chr15:57884199..57884213,+	39	37	115	0.3217391
Enhancer__chr15:58183047-58183076	12	78	115	0.6782609
antisense__NA__chr15:58357422..58357428,+	11	29	115	0.2521739
protein_coding__p3@AQP9__chr15:58430385..58430401,+	21	85	115	0.7391304
protein_coding__p1@LIPC__chr15:58702742..58702777,+	22	44	115	0.3826087
protein_coding__p19@ALDH1A2__chr15:58790059..58790070,-	20	84	115	0.7304348
Enhancer__chr15:58884938-58885321	5	42	115	0.3652174
protein_coding__p5@ADAM10__chr15:59042063..59042070,-	58	108	115	0.9391304
div_lnc__NA__chr15:59063160..59063172,-	44	43	115	0.3739130
div_pc__p2@FAM63B__chr15:59063384..59063402,+	68	68	115	0.5913044
div_lnc__p@chr15:59157905..59157928,-__chr15:59157905..59157928,-	17	79	115	0.6869565
protein_coding__p1@SLTM__chr15:59225758..59225837,-	12	89	115	0.7739130
protein_coding__p1@CCNB2__chr15:59397298..59397353,+	6	42	115	0.3652174
protein_coding__p2@LDHAL6B__chr15:59499031..59499054,+	72	74	115	0.6434783
protein_coding__p4@FAM81A__chr15:59664884..59664903,+	8	32	115	0.2782609
protein_coding__p1@MYO1E__chr15:59665062..59665077,-	38	96	115	0.8347826
Enhancer__chr15:59816553-59816763	6	50	115	0.4347826
Enhancer__chr15:59848106-59848258	28	69	115	0.6000000
Enhancer__chr15:59862569-59862935	20	56	115	0.4869565
protein_coding__NA__chr15:59888459..59888463,+	19	51	115	0.4434783
protein_coding__p1@GTF2A2__chr15:59949693..59949751,-	47	90	115	0.7826087
antisense__p1@ENST00000560199__chr15:59980679..59980732,+	36	50	115	0.4347826
protein_coding__p1@BNIP2__chr15:59981486..59981549,-	98	77	115	0.6695652
Enhancer__chr15:60064333-60064692	6	56	115	0.4869565
Enhancer__chr15:60142100-60142185	7	40	115	0.3478261
Enhancer__chr15:60290457-60290765	6	38	115	0.3304348
protein_coding__p1@FOXB1__chr15:60296442..60296464,+	8	46	115	0.4000000
Enhancer__chr15:60293275-60293547	29	81	115	0.7043478
Enhancer__chr15:60368921-60369293	1	11	115	0.0956522
intergenic__NA__chr15:60410516..60410532,-	8	60	115	0.5217391
Enhancer__chr15:60470845-60471146	12	73	115	0.6347826
Enhancer__chr15:60547541-60548010	36	55	115	0.4782609
protein_coding__p6@ANXA2__chr15:60695071..60695089,-	26	100	115	0.8695652
Enhancer__chr15:60699729-60699909	38	78	115	0.6782609
Enhancer__chr15:60700608-60701055	108	77	115	0.6695652
Enhancer__chr15:60701970-60702307	8	50	115	0.4347826
div_pc__p1@NARG2__chr15:60771280..60771351,-	70	87	115	0.7565218
div_lnc__p1@ENST00000501579,p1@ENST00000558235,p1@ENST00000559824,p1@uc002ags.1__chr15:60771366..60771413,+	82	97	115	0.8434783
antisense__p1@ENST00000561413__chr15:60973791..60973808,+	18	61	115	0.5304348
antisense__p1@ENST00000558630__chr15:61055810..61055827,+	8	54	115	0.4695652
antisense__NA__chr15:61473412..61473439,+	29	46	115	0.4000000
protein_coding__p2@RORA__chr15:61521417..61521460,-	14	57	115	0.4956522
Enhancer__chr15:61851018-61851358	9	47	115	0.4086956
intergenic__NA__chr15:61890707..61890710,+	18	76	115	0.6608695
intergenic__NA__chr15:61927686..61927687,-	62	57	115	0.4956522
Enhancer__chr15:61947141-61947301	26	70	115	0.6086956
Enhancer__chr15:61948180-61948485	14	50	115	0.4347826
Enhancer__chr15:61983322-61983363	3	32	115	0.2782609
intergenic__p1@ENST00000559590__chr15:62007379..62007390,-	31	79	115	0.6869565
intergenic__NA__chr15:62022041..62022054,+	27	82	115	0.7130435
Enhancer__chr15:62017918-62017955	26	62	115	0.5391304
Enhancer__chr15:62042724-62043095	9	66	115	0.5739130
Enhancer__chr15:62068445-62068662	9	63	115	0.5478261
intergenic__NA__chr15:62126884..62126911,+	20	83	115	0.7217391
Enhancer__chr15:62130295-62130308	10	80	115	0.6956522
div_pc__p2@VPS13C__chr15:62352659..62352672,-	76	85	115	0.7391304
div_lnc__NA__chr15:62352712..62352751,+	76	90	115	0.7826087
protein_coding__p1@C2CD4A__chr15:62359175..62359179,+	13	78	115	0.6782609
Enhancer__chr15:62402832-62402995	14	28	115	0.2434783
Enhancer__chr15:62405210-62405473	34	55	115	0.4782609
Enhancer__chr15:62410713-62410981	20	47	115	0.4086956
Enhancer__chr15:62411576-62411892	84	90	115	0.7826087
Enhancer__chr15:62416318-62416522	32	66	115	0.5739130
Enhancer__chr15:62416624-62416992	50	76	115	0.6608695
Enhancer__chr15:62430374-62430555	32	90	115	0.7826087
protein_coding__p1@C2CD4B__chr15:62457480..62457485,-	14	96	115	0.8347826
Enhancer__chr15:62499952-62500233	39	80	115	0.6956522
Enhancer__chr15:62516254-62516985	43	93	115	0.8086957
Enhancer__chr15:62574155-62574333	16	53	115	0.4608696
Enhancer__chr15:62597850-62597986	14	56	115	0.4869565
protein_coding__p1@TLN2__chr15:62682733..62682759,+	15	84	115	0.7304348
protein_coding__NA__chr15:62937300..62937301,-	6	38	115	0.3304348
Enhancer__chr15:63142999-63143362	12	64	115	0.5565217
intergenic__p1@ENST00000557994__chr15:63176225..63176249,-	12	64	115	0.5565217
intergenic__p1@ENST00000557900__chr15:63187989..63188004,+	13	45	115	0.3913043
Enhancer__chr15:63189821-63190186	28	66	115	0.5739130
Enhancer__chr15:63208487-63208634	8	31	115	0.2695652
Enhancer__chr15:63296233-63296451	8	53	115	0.4608696
protein_coding__p1@TPM1__chr15:63334938..63334957,+	12	74	115	0.6434783
antisense__p1@ENST00000560903,p1@uc010bgo.2__chr15:63341446..63341490,-	7	40	115	0.3478261
antisense__NA__chr15:63364100..63364111,-	14	69	115	0.6000000
Enhancer__chr15:63368396-63368491	13	39	115	0.3391304
Enhancer__chr15:63372629-63373133	5	52	115	0.4521739
intergenic__NA__chr15:63389535..63389542,+	29	59	115	0.5130435
Enhancer__chr15:63386917-63387072	9	52	115	0.4521739
protein_coding__p3@LACTB__chr15:63413990..63414016,+	25	72	115	0.6260870
protein_coding__p2@RPS27L__chr15:63450192..63450226,-	15	28	115	0.2434783
protein_coding__p1@RAB8B__chr15:63481753..63481812,+	29	81	115	0.7043478
protein_coding__NA__chr15:63569336..63569374,+	1	11	115	0.0956522
Enhancer__chr15:63602976-63602991	12	81	115	0.7043478
protein_coding__p2@CA12__chr15:63674218..63674322,-	8	57	115	0.4956522
intergenic__p1@ENST00000559821__chr15:63682381..63682392,+	4	46	115	0.4000000
Enhancer__chr15:63738462-63738717	17	59	115	0.5130435
Enhancer__chr15:63765155-63765456	9	36	115	0.3130435
Enhancer__chr15:63766170-63766327	30	77	115	0.6695652
Enhancer__chr15:63767138-63767451	58	82	115	0.7130435
Enhancer__chr15:63771566-63772233	88	85	115	0.7391304
Enhancer__chr15:63773261-63773631	22	67	115	0.5826087
Enhancer__chr15:63779413-63779517	102	51	115	0.4434783
Enhancer__chr15:63780259-63780491	81	79	115	0.6869565
Enhancer__chr15:63780953-63781101	21	42	115	0.3652174
Enhancer__chr15:63782476-63782765	63	79	115	0.6869565
protein_coding__p1@USP3__chr15:63796779..63796863,+	13	42	115	0.3652174
Enhancer__chr15:63782902-63783064	75	79	115	0.6869565
Enhancer__chr15:63783298-63783645	48	83	115	0.7217391
Enhancer__chr15:63785022-63785122	48	59	115	0.5130435
Enhancer__chr15:63786470-63786486	12	82	115	0.7130435
Enhancer__chr15:63789918-63790251	64	87	115	0.7565218
Enhancer__chr15:63791190-63791462	44	70	115	0.6086956
Enhancer__chr15:63792570-63793348	16	23	115	0.2000000
Enhancer__chr15:63794488-63794915	43	64	115	0.5565217
Enhancer__chr15:63795379-63795825	45	73	115	0.6347826
protein_coding__p1@FBXL22__chr15:63889577..63889595,+	14	64	115	0.5565217
antisense__NA__chr15:63893754..63893769,-	23	98	115	0.8521739
antisense__NA__chr15:63967309..63967335,+	14	68	115	0.5913044
protein_coding__p1@HERC1__chr15:64126110..64126154,-	9	70	115	0.6086956
Enhancer__chr15:64134183-64134518	25	71	115	0.6173913
Enhancer__chr15:64151144-64151340	20	42	115	0.3652174
Enhancer__chr15:64152422-64152670	45	75	115	0.6521739
Enhancer__chr15:64162328-64162563	18	66	115	0.5739130
Enhancer__chr15:64166922-64167102	12	52	115	0.4521739
Enhancer__chr15:64185014-64185515	7	42	115	0.3652174
Enhancer__chr15:64187573-64187676	28	71	115	0.6173913
Enhancer__chr15:64188807-64189333	37	65	115	0.5652174
antisense__NA__chr15:64220472..64220473,+	21	66	115	0.5739130
protein_coding__NA__chr15:64364233..64364250,-	27	87	115	0.7565218
protein_coding__p3@FAM96A__chr15:64386120..64386156,-	38	91	115	0.7913043
protein_coding__NA__chr15:64386318..64386345,+	34	48	115	0.4173913
protein_coding__p1@SNX22__chr15:64443905..64443943,+	52	71	115	0.6173913
protein_coding__p1@PPIB__chr15:64455164..64455227,-	35	89	115	0.7739130
protein_coding__p1@CSNK1G1__chr15:64648273..64648382,-	36	89	115	0.7739130
protein_coding__p4@CSNK1G1__chr15:64665961..64665974,-	10	31	115	0.2695652
protein_coding__NA__chr15:64679858..64679903,-	28	75	115	0.6521739
protein_coding__p1@TRIP4__chr15:64680027..64680063,+	18	64	115	0.5565217
Enhancer__chr15:64748954-64749303	10	58	115	0.5043478
protein_coding__p1@ZNF609__chr15:64752747..64752794,+	21	68	115	0.5913044
antisense__NA__chr15:64987222..64987224,+	11	52	115	0.4521739
antisense__NA__chr15:64993502..64993503,+	13	66	115	0.5739130
protein_coding__p1@OAZ2__chr15:64995399..64995422,-	35	81	115	0.7043478
Enhancer__chr15:64997362-64997587	4	45	115	0.3913043
protein_coding__p1@RBPMS2__chr15:65067773..65067796,-	82	98	115	0.8521739
Enhancer__chr15:65101103-65101281	23	74	115	0.6434783
Enhancer__chr15:65103266-65103574	25	66	115	0.5739130
protein_coding__p1@PIF1__chr15:65117807..65117857,-	6	44	115	0.3826087
protein_coding__p1@PLEKHO2__chr15:65134105..65134122,+	108	65	115	0.5652174
protein_coding__p1@PLEKHO2__chr15:65134105..65134122,+	108	65	115	0.5652174
Enhancer__chr15:65127928-65128208	20	79	115	0.6869565
protein_coding__p1@ANKDD1A__chr15:65204075..65204119,+	27	60	115	0.5217391
protein_coding__NA__chr15:65282621..65282652,-	19	71	115	0.6173913
protein_coding__p1@MTFMT__chr15:65321943..65321984,-	33	91	115	0.7913043
protein_coding__p1@OSTBETA__chr15:65337716..65337742,+	23	90	115	0.7826087
protein_coding__NA__chr15:65369001..65369006,-	62	80	115	0.6956522
protein_coding__p1@KBTBD13__chr15:65369082..65369105,+	50	67	115	0.5826087
Enhancer__chr15:65377709-65378075	21	71	115	0.6173913
protein_coding__p1@UBAP1L__chr15:65407524..65407549,-	18	95	115	0.8260869
protein_coding__p1@PDCD7__chr15:65426117..65426173,-	22	69	115	0.6000000
protein_coding__p1@CLPX__chr15:65477637..65477701,-	37	83	115	0.7217391
protein_coding__p1@CILP__chr15:65503801..65503818,-	32	83	115	0.7217391
protein_coding__p2@PARP16__chr15:65592968..65592974,-	37	90	115	0.7826087
Enhancer__chr15:65596266-65596532	44	81	115	0.7043478
Enhancer__chr15:65596702-65597188	16	50	115	0.4347826
protein_coding__p1@IGDCC3__chr15:65670329..65670351,-	17	62	115	0.5391304
protein_coding__p2@IGDCC4__chr15:65715401..65715421,-	87	93	115	0.8086957
Enhancer__chr15:65716164-65716565	28	47	115	0.4086956
protein_coding__p1@DPP8__chr15:65809991..65810035,-	36	73	115	0.6347826
protein_coding__p1@PTPLAD1__chr15:65822785..65822893,+	7	55	115	0.4782609
protein_coding__p2@C15orf44__chr15:65903512..65903566,-	52	74	115	0.6434783
protein_coding__p1@SLC24A1__chr15:65903680..65903755,+	36	95	115	0.8260869
protein_coding__p2@DENND4A__chr15:66084621..66084645,-	66	98	115	0.8521739
protein_coding__NA__chr15:66084773..66084791,+	34	56	115	0.4869565
protein_coding__p1@MEGF11__chr15:66546082..66546094,-	16	55	115	0.4782609
div_pc__NA__chr15:66585613..66585636,+	70	76	115	0.6608695
div_lnc__NA__chr15:66585797..66585815,-	50	84	115	0.7304348
antisense__NA__chr15:66624532..66624533,-	31	81	115	0.7043478
protein_coding__p@chr15:66679019..66679064,-__chr15:66679019..66679064,-	124	104	115	0.9043478
protein_coding__p1@MAP2K1__chr15:66679240..66679258,+	60	65	115	0.5652174
antisense__NA__chr15:66782087..66782088,-	3	15	115	0.1304348
protein_coding__p1@SNAPC5__chr15:66790047..66790132,-	30	64	115	0.5565217
protein_coding__p1@ZWILCH__chr15:66797627..66797684,+	37	66	115	0.5739130
protein_coding__p3@RPL4__chr15:66816853..66816864,-	5	20	115	0.1739130
protein_coding__p1@LCTL__chr15:66858298..66858341,-	47	74	115	0.6434783
protein_coding__p1@ENST00000558797,p1@uc002aqe.2__chr15:66874502..66874507,+	11	59	115	0.5130435
Enhancer__chr15:66866083-66866388	14	48	115	0.4173913
Enhancer__chr15:66870695-66870962	13	60	115	0.5217391
Enhancer__chr15:66985415-66985517	5	52	115	0.4521739
Enhancer__chr15:66993287-66993569	87	102	115	0.8869565
protein_coding__p2@SMAD6__chr15:66994561..66994597,+	17	53	115	0.4608696
Enhancer__chr15:67077622-67077754	1	9	115	0.0782609
Enhancer__chr15:67095524-67095803	36	79	115	0.6869565
Enhancer__chr15:67134448-67134928	20	93	115	0.8086957
Enhancer__chr15:67175645-67176118	10	74	115	0.6434783
Enhancer__chr15:67287183-67287436	10	69	115	0.6000000
Enhancer__chr15:67310482-67310534	10	52	115	0.4521739
Enhancer__chr15:67325888-67326210	9	68	115	0.5913044
intergenic__p2@ENST00000558071__chr15:67351586..67351591,-	24	77	115	0.6695652
Enhancer__chr15:67341124-67341334	7	30	115	0.2608696
Enhancer__chr15:67348530-67348587	9	61	115	0.5304348
protein_coding__NA__chr15:67356261..67356271,+	17	62	115	0.5391304
