unique_id	wt_id	SNP	rna_3_wt_med	rna_4_wt_med	rna_5_wt_med	rna_6_wt_med	rna_7_wt_med	rna_8_wt_med	rna_9_wt_med	rna_10_wt_med	rna_11_wt_med	rna_12_wt_med	rna_13_wt_med	rna_14_wt_med	combined_wt_med	rna_3_snp_med	rna_4_snp_med	rna_5_snp_med	rna_6_snp_med	rna_7_snp_med	rna_8_snp_med	rna_9_snp_med	rna_10_snp_med	rna_11_snp_med	rna_12_snp_med	rna_13_snp_med	rna_14_snp_med	combined_snp_med	rna_3_l2fc	rna_4_l2fc	rna_5_l2fc	rna_6_l2fc	rna_7_l2fc	rna_8_l2fc	rna_9_l2fc	rna_10_l2fc	rna_11_l2fc	rna_12_l2fc	rna_13_l2fc	rna_14_l2fc	combined_l2fc	rna_3_pval	rna_4_pval	rna_5_pval	rna_6_pval	rna_7_pval	rna_8_pval	rna_9_pval	rna_10_pval	rna_11_pval	rna_12_pval	rna_13_pval	rna_14_pval	combined_pval	rna_3_padj	rna_4_padj	rna_5_padj	rna_6_padj	rna_7_padj	rna_8_padj	rna_9_padj	rna_10_padj	rna_11_padj	rna_12_padj	rna_13_padj	rna_14_padj	combined_padj	rna_3_sig	rna_4_sig	rna_5_sig	rna_6_sig	rna_7_sig	rna_8_sig	rna_9_sig	rna_10_sig	rna_11_sig	rna_12_sig	rna_13_sig	rna_14_sig	combined_sig	downsamp_sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.0.0	rs371296499	1.2855681163622248	1.2706330013234486	1.193892578765336	0.6799975205017352	1.8137256245768327	1.073627301762464	0.7409851777388121	0.9291510610805035	0.9939093061628241	0.5610501234483096	1.971393740677228	0.6592295766226149	1.0977635940851942	3.0459711482223013	1.3452467381909874	2.0611515246519034	1.4093095789633963	1.3641804955156602	1.4492630961169433	1.7168542674211276	1.2311091886846086	2.280714153376657	0.5955227333995743	2.418421534235685	1.6951840048699272	1.7177440386373972	1.7604030318600765	0.0746137368675388	0.8672589458865674	0.729312058461661	-0.4495451290611725	0.37563579435447925	0.9758690896823154	0.3019581276041051	1.2868048472138327	0.034472609951264666	0.447027793558457	1.035954428247312	0.619980444552203	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.0.0	rs12620957	1.2855681163622248	1.2706330013234486	1.193892578765336	0.6799975205017352	1.8137256245768327	1.073627301762464	0.7409851777388121	0.9291510610805035	0.9939093061628241	0.5610501234483096	1.971393740677228	0.6592295766226149	1.0977635940851942	1.5084665722437964	0.7051790579561321	1.490669944165616	0.631926080268558	1.6838588732056738	-0.04005519630448626	0.20860518353420088	-0.7486381433447798	0.7304838389169802	0.8966768078161206	0.7590314236804602	-0.5053634712995342	0.6100700809032281	0.22289845588157164	-0.5654539433673165	0.2967773654002799	-0.04807144023317722	-0.12986675137115888	-1.1136824980669502	-0.5323799942046112	-1.6777892044252833	-0.2634254672458439	0.33562668436781096	-1.2123623169967677	-1.1645930479221491	-0.48769351318196624	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.3.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.0.0	rs35761077	1.2855681163622248	1.2706330013234486	1.193892578765336	0.6799975205017352	1.8137256245768327	1.073627301762464	0.7409851777388121	0.9291510610805035	0.9939093061628241	0.5610501234483096	1.971393740677228	0.6592295766226149	1.0977635940851942	-0.850857956987149	0.38621992260713445	0.5823725940293581	0.2987358074531111	-0.5545481943677577	-0.6878029883848216	-0.5896764824545617	-1.2423874548015397	-0.12284420528811604	-0.33838121380859226	0.11511447182596984	0.6774810296330618	-0.19388122254532517	-2.136426073349374	-0.8844130787163141	-0.6115199847359779	-0.3812617130486241	-2.3682738189445907	-1.7614302901472856	-1.3306616601933738	-2.1715385158820433	-1.1167535114509402	-0.8994313372569018	-1.8562792688512582	0.01825145301044684	-1.2916448166305197	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.3.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.0.0	rs371296499,rs12620957,rs35761077	1.2855681163622248	1.2706330013234486	1.193892578765336	0.6799975205017352	1.8137256245768327	1.073627301762464	0.7409851777388121	0.9291510610805035	0.9939093061628241	0.5610501234483096	1.971393740677228	0.6592295766226149	1.0977635940851942	-0.0721624934798732	0.4693430577124962	0.12155508510388068	0.2922719872632965	0.5364728905248053	0.6277869826273029	-0.9008098427822797	0.41886194590707726	-0.2740222890873682	0.40143101266348413	0.9232153650501228	0.2060694663900695	0.22916776399108452	-1.357730609842098	-0.8012899436109524	-1.0723374936614554	-0.3877255332384387	-1.2772527340520274	-0.4458403191351611	-1.6417950205210918	-0.5102891151734262	-1.2679315952501924	-0.1596191107848255	-1.048178375627105	-0.45316011023254543	-0.86859583009411	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:43019645..43019759,-__1573.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:43019645..43019759,-__1573.1.0.0	rs2304656	-0.9187187203281918	-0.1538947910821663	-0.007059553532078478	-0.6295189129073168	-0.7742003528276937	-0.5486796799550725	-0.3006776666215	-0.48994393258880264	-0.7419983453979722	-0.11512873282684187	-0.9689980259919974	-1.0789299291105223	-0.5606457202641797	0.1072480820902968	-0.3607603036425986	-0.6735931336836395	-0.17920424052336706	-0.3989337485286118	0.31552696586192314	-0.496413162908133	-0.8125624780482316	-0.14205809032271738	-0.2283003925448368	0.0638153614906001	-0.6859577686163949	-0.2909327424479759	1.0259668024184887	-0.20686551256043229	-0.6665335801515611	0.45031467238394973	0.37526660429908193	0.8642066458169957	-0.195735496286633	-0.3226185454594289	0.5999402550752548	-0.11317165971799494	1.0328133874825975	0.3929721604941274	0.2697129778162038	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:43019688..43019802,-__1574.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:43019688..43019802,-__1574.1.0.0	rs2304656	-0.2384195025789205	0.07205083716774369	-0.26467843035425564	-0.3937896988994827	-0.13413218925349246	-0.10808994469755406	-0.3633185908323925	0.12700997766268457	-0.2856949201051888	-0.16428901459029466	-0.16998089484581533	-0.5455582959209047	-0.20574088893732276	-0.12480781227882193	-0.1671111090382564	-0.4896663533638217	-0.2018359820591732	-0.19103455199127026	-0.42654524068763955	-0.4563011986932639	-0.4323233564229189	-0.2855504061391877	-0.1513341314198887	-0.6781455104070239	-0.2867642275451661	-0.32428499000386934	0.11361169030009857	-0.2391619462060001	-0.22498792300956605	0.19195371684030949	-0.056902362737777795	-0.3184552959900855	-0.09298260786087142	-0.5593333340856035	0.0001445139660011252	0.012954883170405967	-0.5081646155612085	0.25879406837573854	-0.1185441010665466	0.581967350665	0.267968556658	0.87199428352	0.64319083408	0.188220673538	0.0301198912436	0.13967914143	0.129198935732	0.63839046467	0.90381429355	0.120936669873	0.696989544957	0.202762184301	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:61108734..61108848,+__1575.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:61108734..61108848,+__1575.1.0.0	rs67574266	-1.4969880147117531	-1.085755330651495	-1.4195722601911258	-1.4429050118361433	-1.58635772726338	-1.5951297859004938	-1.7670963943272466	-1.3085042953949209	-1.5453134510306228	-1.28963879914831	-1.885936433851197	-1.6056717907442406	-1.5024057745875774	-1.6705470316843172	-1.3932519847572147	-1.7394664326074905	-1.1498150222175485	-1.2751820833611465	-1.2991133061798217	-1.030230588503117	-1.6314152472282235	-1.0564977185049536	-1.5960339356460942	-1.3642351665325547	-1.1014507312729043	-1.3589366040412825	-0.17355901697256404	-0.3074966541057196	-0.31989417241636464	0.2930899896185948	0.3111756439022335	0.29601647972067213	0.7368658058241295	-0.32291095183330265	0.48881573252566923	-0.30639513649778416	0.5217012673186423	0.5042210594713363	0.14346917054629524	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr2:61108734..61108848,+__1575.1.1.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:61108734..61108848,+__1575.1.0.0	rs6727504,rs67574266	-1.4969880147117531	-1.085755330651495	-1.4195722601911258	-1.4429050118361433	-1.58635772726338	-1.5951297859004938	-1.7670963943272466	-1.3085042953949209	-1.5453134510306228	-1.28963879914831	-1.885936433851197	-1.6056717907442406	-1.5024057745875774	-1.5521827832769848	-1.5066058836579805	-1.0608149431505796	-1.1434553242744534	-1.3588480582748783	-1.7506408092076349	-1.661991257315926	-1.1317616075460932	-1.7460614377740251	-1.5158718651564298	-1.7613632105697163	-1.4050684869265184	-1.4662221389276013	-0.055194768565231644	-0.42085055300648544	0.35875731704054625	0.2994496875616899	0.22750966898850167	-0.15551102330714106	0.10510513701132074	0.17674268784882763	-0.20074798674340233	-0.22623306600811977	0.12457322328148068	0.20060330381772218	0.03618363565997573	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.0.0	rs6725867	-0.09124906814270195	-0.1890294695746751	-0.9662178235463325	-0.8790076680571179	-0.7149960355641292	-0.40687528074282253	-0.6411635960746292	-0.2512702970781813	-0.5541783598960692	-0.6142237681229699	-0.6976918418728691	-0.976869492068879	-0.5818977250617813	-1.035154096125144	-0.4813195875507834	-0.5133552361735657	-0.5994239406095245	-0.5976640512402591	-0.1495776733378699	-0.0889758763635388	0.03546461542365942	-0.5134712468474917	-0.4967641724529633	-1.1561130243673912	-0.1791762870981541	-0.4812942147285855	-0.943905027982442	-0.2922901179761083	0.45286258737276675	0.2795837274475934	0.11733198432387004	0.25729760740495267	0.5521877197110905	0.28673491250184074	0.04070711304857755	0.11745959567000658	-0.458421182494522	0.7976932049707248	0.10060351033319588	0.452098798395	0.925117039075	0.0601351299193	NA__no_active_tile	0.420456664513	0.0658387268341	0.259370210024	0.0658387268341	0.682148641351	0.428242856315	NA__no_active_tile	0.0619890035232	0.0456390832461	1	1	1	NA__no_active_tile	1	1	1	1	1	1	NA__no_active_tile	1	1	not sig	not sig	not sig	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig	not sig	not sig	NA__too_many_rep_NAs	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.0.0	rs6725872	-0.09124906814270195	-0.1890294695746751	-0.9662178235463325	-0.8790076680571179	-0.7149960355641292	-0.40687528074282253	-0.6411635960746292	-0.2512702970781813	-0.5541783598960692	-0.6142237681229699	-0.6976918418728691	-0.976869492068879	-0.5818977250617813	-0.29817492350366115	-0.02980019748854712	0.21888233623940084	-0.34947444264687466	-0.4747508480513112	-0.02967556626972749	-0.31436887335097924	-0.3510771808155516	-0.9359062213329477	-0.9927638871111992	-0.4074011134728374	-0.5547923223642713	-0.3766086033473756	-0.2069258553609592	0.15922927208612797	1.1851001597857334	0.5295332254102433	0.24024518751281798	0.377199714473095	0.32679472272365	-0.09980688373737029	-0.3817278614368784	-0.37854011898822937	0.29029072840003173	0.4220771697046076	0.2052891217144058	0.563691144959	0.452098798395	0.0129907246043	0.0440018610392	0.197395731844	0.0174727290303	NA__no_active_tile	NA__no_active_tile	0.382791178922	0.80381871813	0.270885072145	0.0412580447575	0.00314039835709	1	1	1	1	1	1	NA__no_active_tile	NA__no_active_tile	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.3.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.0.0	rs80229301	-0.09124906814270195	-0.1890294695746751	-0.9662178235463325	-0.8790076680571179	-0.7149960355641292	-0.40687528074282253	-0.6411635960746292	-0.2512702970781813	-0.5541783598960692	-0.6142237681229699	-0.6976918418728691	-0.976869492068879	-0.5818977250617813	-0.9720413977388009	-0.9511768610328488	-0.7473766179723045	-0.6434178423855407	-0.6514067453879443	-0.8886413204445701	-0.6823762962886855	-0.4586667730505247	-0.8712892780793429	-0.8003662450280533	-0.5801520272337625	-0.9445589871735778	-0.765955865984663	-0.880792329596099	-0.7621473914581738	0.21884120557402797	0.23558982567157727	0.06358929017618487	-0.4817660397017476	-0.04121270021405621	-0.2073964759723434	-0.31711091818327364	-0.18614247690508345	0.11753981463910668	0.032310504895301184	-0.18405814092288164	0.119339994516	0.0484054419273	NA__no_active_tile	0.259370210024	0.989287003123	0.510582765025	NA__no_active_tile	0.76769033028	0.989287003123	0.572794651112	0.63839046467	NA__no_active_tile	0.789314459674	1	1	NA__no_active_tile	1	1	1	NA__no_active_tile	1	1	1	1	NA__no_active_tile	1	not sig	not sig	NA__too_many_rep_NAs	not sig	not sig	not sig	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig	NA__too_many_rep_NAs	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.3.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.0.0	rs6725867,rs6725872,rs80229301	-0.09124906814270195	-0.1890294695746751	-0.9662178235463325	-0.8790076680571179	-0.7149960355641292	-0.40687528074282253	-0.6411635960746292	-0.2512702970781813	-0.5541783598960692	-0.6142237681229699	-0.6976918418728691	-0.976869492068879	-0.5818977250617813	-0.4293462629894229	-0.19282338156348366	-1.4690961052735334	-0.964162569650986	-0.6133226090265828	-0.7272033293828666	-0.42550208612448315	-0.6572684766923743	-0.6999243495809716	-0.7789107032366728	-0.37934975424450845	-0.2742725866059501	-0.6342651845309862	-0.33809719484672096	-0.0037939119888085737	-0.502878281727201	-0.08515490159386807	0.10167342653754641	-0.32032804864004405	0.2156615099501461	-0.405998179614193	-0.14574598968490238	-0.16468693511370291	0.3183420876283607	0.7025969054629289	-0.0523674594692049	0.559161188502	0.536806685117	NA__no_active_tile	NA__no_active_tile	0.361218104761	0.382791178922	NA__no_active_tile	NA__no_active_tile	0.85089220831	0.158583637061	0.501992688725	0.468411351413	0.437293300708	1	1	NA__no_active_tile	NA__no_active_tile	1	1	NA__no_active_tile	NA__no_active_tile	1	1	1	1	1	not sig	not sig	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:97304076..97304190,-__1577.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:97304076..97304190,-__1577.1.0.0	rs7580048	0.6391227436260535	0.8776743667745854	0.9182258149136988	0.5862014102723194	1.0082301371327982	1.235935577985718	0.585228703459785	0.905867596134484	1.2254712045299636	0.8930776239840043	0.6823933268613043	1.0544737740131405	0.8843251899739878	0.8677352483247277	1.0742006724842594	0.8665604568798426	0.6492767448424464	0.7846745617853752	0.8541025195458405	0.6450291864033558	0.7961103383825193	0.5920337419951395	0.7000648441383523	0.9147874405882144	0.8018201363576408	0.7955329909773096	0.22861250469867422	0.196526305709674	-0.05166535803385619	0.06307533457012693	-0.22355557534742299	-0.38183305843987747	0.059800482943570876	-0.10975725775196465	-0.6334374625348241	-0.1930127798456519	0.2323941137269101	-0.25265363765549964	-0.08879219899667841	0.727009731456	0.957167318493	0.628827692687	0.66743649171	0.202104162379	0.412754243182	0.412748894176	0.747262025795	0.0531706589121	0.519249062249	0.777966336216	0.476688253492	0.679490290496	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr20:22566058..22566172,-__1578.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:22566058..22566172,-__1578.1.0.0	rs2277764	-0.9731490621382692	-1.0144322626005342	-0.9278528806718396	-1.259763467184532	-1.1356782503046396	-1.056191841522728	-1.1772470452095836	-0.8970729182479062	-1.25286629484809	-0.9930416255247223	-1.0492231842606112	-1.0846139260669037	-1.0684277298816967	-0.9652460176814668	-0.8689269427113967	-1.0119827490700355	-1.1553263570289798	-1.0697288109534608	-0.9605176676596324	-1.1079738890064437	-0.7638172853523099	-0.9835130914947796	-1.0673272398700036	-0.9734681454418588	-0.8613678213116237	-0.982433001465166	0.007903044456802455	0.1455053198891375	-0.08412986839819592	0.10443711015555213	0.0659494393511788	0.09567417386309562	0.0692731562031399	0.1332556328955964	0.26935320335331037	-0.07428561434528125	0.07575503881875245	0.22324610475527995	0.0859947284165307	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr20:23618557..23618671,-__1579.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:23618557..23618671,-__1579.1.0.0	rs73318135	0.6715547658429342	1.0192248897594562	0.5230380130876308	0.3631289879372547	0.7093297417865935	0.9757923128780832	0.4596155531945002	0.5491272591340634	0.6109457416750302	0.7633066470589598	0.8245152327549147	0.659465759255258	0.6774204086970564	1.1373053697823492	1.2537058713426958	0.8919548769905861	0.9117175627129342	0.7793857052414517	1.177641611602526	1.1322217954143623	0.8364073456110079	0.7867766839368535	0.7889431579618651	0.949238241002378	1.3657438726501308	1.0009201745207617	0.46575060393941503	0.2344809815832396	0.3689168639029553	0.5485885747756796	0.0700559634548582	0.20184929872444268	0.6726062422198621	0.2872800864769446	0.17583094226182328	0.025636510902905307	0.1247230082474633	0.7062781133948728	0.32349976582370515	0.136115392203	0.276771967065	0.581967350665	0.0583274625199	0.468411351413	0.554657938956	0.320413072024	0.519249062249	0.628827692687	0.536806685117	0.248198866138	0.609889042629	0.163705822091	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
