SNP	unique_id	HepG2_ref_activ	HepG2_alt_activ	HepG2_effect_size	HepG2_padj	HepG2_sig_status	HepG2_downsampled_sig_status	K562_ref_activ	K562_alt_activ	K562_effect_size	K562_padj	K562_sig_status
rs510551,rs35806061,rs115202371	WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr6:73972891..73973005,+__757.1.2.1	-0.6599880911502259	0.6631773198416769	1.323165410991903				-1.1408983842429958	1.6596036940804666	2.800502078323462		
rs4839844	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr6:96969541..96969655,-__761.1.1.0	2.4430185335463555	2.419176064219227	-0.023842469327128673	1.0	not sig	not sig	2.7879322142449987	2.6592372244254703	-0.12869498981952832	1.0	not sig
rs112373805	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr6:96969541..96969655,-__761.1.2.0	2.4430185335463555	2.466574601084748	0.023556067538392123	1.0	not sig	not sig	2.7879322142449987	2.621312003254984	-0.1666202109900145	1.0	not sig
rs76029328	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr6:96969541..96969655,-__761.1.3.0	2.4430185335463555	2.455207517272715	0.012188983726359312	1.0	not sig	not sig	2.7879322142449987	2.4646467759948956	-0.3232854382501029	1.0	not sig
rs4839844,rs112373805,rs76029328	WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr6:96969541..96969655,-__761.1.3.1	2.4430185335463555	2.4469234744200006	0.003904940873645124	1.0	not sig	not sig	2.7879322142449987	2.3816079581619123	-0.4063242560830861	0.2618931003056792	not sig
rs117428073	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:100942814..100942928,+__765.1.1.0	-0.31685561615551305	0.05425503392350859	0.3711106500790216	1.1058419066200627e-05	sig	not sig	-2.17442223269396	-1.7453276311745525	0.4290946015194076		
rs6952403	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:112635647..112635761,-__768.1.1.0	-1.716263232156712	-1.786929952686742	-0.07066672053003				-2.506594906167502	-2.8484714321478095	-0.34187652598030727		
rs73473262	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:116594305..116594419,-__769.1.1.0	-0.7532883577498525	-0.7525571490055238	0.0007312087443287393	1.0	not sig	not sig	-1.9408871627688538	-1.4538397900776228	0.4870473726912311	1.0	not sig
rs111505816	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr7:119547394..119547508,-__770.1.1.0	3.857167962975371	3.9790130089785314	0.12184504600316089	0.00013789411685471233	sig	not sig	3.5228043777022946	3.6870318540231333	0.16422747632083845	0.5062145238323887	not sig
rs147225237	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:1199934..1200048,+__771.1.1.0	0.8197441760470657	1.1527303393907111	0.3329861633436454	1.0	not sig	not sig	1.8524420807090696	2.214170905742286	0.3617288250332158	1.0	not sig
rs73263335	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:1199934..1200048,+__771.1.2.0	0.8197441760470657	0.5451127026723366	-0.27463147337472915	0.23091468066084408	not sig	not sig	1.8524420807090696	1.7285148322664075	-0.12392724844266234	1.0	not sig
rs147225237,rs73263335	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr7:1199934..1200048,+__771.1.2.1	0.8197441760470657	1.1237505571319906	0.304006381084925	1.0	not sig	not sig	1.8524420807090696	2.1940262624325664	0.3415841817234964	1.0	not sig
rs13238374	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:121944881..121944995,+__773.1.1.0	0.2726532076049899	0.12252303032677224	-0.15013017727821762	1.0	not sig	not sig	1.5380827327590207	1.5377702581549286	-0.0003124746040919779	1.0	not sig
rs61729643	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:130792770..130792884,-__780.1.1.0	-1.1852482728399232	-1.2323027156666917	-0.047054442826768655				-1.5629884493470665	-1.6404501722993712	-0.07746172295230491		
rs7782399	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:135777593..135777707,+__784.1.1.0	0.5362867687182983	-1.5951966468572791	-2.1314834155755773	5.803123293197131e-70	sig	sig	2.491475099218337	-0.5956481879371269	-3.0871232871554644	2.4572637863181985e-25	sig
rs17278	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:142198030..142198144,-__785.1.1.0	-0.43350380220277246	-0.42597796859976106	0.00752583360301141	1.0	not sig	not sig	-2.6046931092113805	-2.5871953308362716	0.01749777837510852		
rs17277	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:142198030..142198144,-__785.1.2.0	-0.43350380220277246	-0.42212134505557986	0.01138245714719261	1.0	not sig	not sig	-2.6046931092113805	-2.6921501704611406	-0.08745706124976016		
rs17276	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:142198030..142198144,-__785.1.3.0	-0.43350380220277246	-0.4948673866504587	-0.06136358444768623	1.0	not sig	not sig	-2.6046931092113805	-2.3679126382491598	0.23678047096222044		
rs17278,rs17277,rs17276	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.noflip.NA__chr7:142198030..142198144,-__785.1.3.1	-0.43350380220277246	-0.2085264026943048	0.2249773995084676	0.6574538713144107	not sig	not sig	-2.6046931092113805	-2.4210547343576914	0.18363837485368895		
rs3814455	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:149678..149792,+__786.1.1.0	-1.4930091466905322	-1.3324099579497088	0.16059918874082338				-2.7619018723547786	-2.2735035953190166	0.4883982770357623		
rs12702939	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr7:1609638..1609752,+__789.1.1.0	0.8582133941181235	0.5455074638657129	-0.3127059302524104				1.6500825643591042	1.4457379201513199	-0.886372498752702		
rs1122913	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:22602876..22602990,+__794.1.1.0	-0.5537504421222095	-0.8146980453002288	-0.2609476031780194	0.00017839713564197116	sig	not sig	-1.0471171044655607	-2.3540442134263317	-1.3069271089607712		
rs9648300	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr7:23145264..23145378,-__795.1.1.0	3.2022609989112283	3.230028543939523	0.027767545028294965	1.0	not sig	not sig	3.1479011975297513	3.126181889372438	-0.02171930815731371	1.0	not sig
rs10256996	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr7:23145264..23145378,-__795.1.2.0	3.2022609989112283	3.4387645302585503	0.23650353134732224	3.2039494300018366e-05	sig	not sig	3.1479011975297513	3.0686958619001032	-0.07920533562964804	1.0	not sig
rs9648300,rs10256996	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr7:23145264..23145378,-__795.1.2.1	3.2022609989112283	3.5403641641507186	0.3381031652394905	8.648776367464469e-17	sig	sig	3.1479011975297513	3.113004704483404	-0.03489649304634712	1.0	not sig
rs12700456	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:23720421..23720535,-__796.1.1.0	-1.272303242851612	-0.15158710778827492	1.120716135063337	2.0906094691935048e-56	sig	sig	-2.714127725922754	-1.7327895450367437	0.9813381808860102		
rs138341616	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:26415852..26415966,-__797.1.1.0	0.4296137069449532	-0.8733972447613715	-1.3030109517063246				2.2519978060891828	0.4351036357890719	-1.816894170300111		
rs2249325	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:26415852..26415966,-__797.1.2.0	0.4296137069449532	-1.0173641568038123	-1.4469778637487656				2.2519978060891828	0.4934219785582677	-1.3730028365633125		
rs138341616,rs2249325	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr7:26415852..26415966,-__797.1.2.1	0.4296137069449532	-0.5668048898253029	-0.9964185967702562				2.2519978060891828	-0.7108018506138241	-2.962799656703007		
rs2269895	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:26438141..26438255,+__798.1.1.0	-0.7365776593273411	-0.6097397548614659	0.1268379044658752				-0.32292170107139295	-0.6212158558097682	-0.29829415473837534		
rs17437495	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:27224936..27225050,+__801.1.1.0	-0.31838464356670637	-0.40953153956174004	-0.09114689599503374	1.0	not sig	not sig	-1.1683006954615252	-1.042996264435713	0.12530443102581218	1.0	not sig
rs7805168	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr7:29603237..29603351,-__803.1.1.0	-1.24593651048847	-0.9973678564836096	0.2485686540048604	1.0	not sig	not sig	-2.607749931442192	-1.690995533938913	0.9167543975032785		
rs115983039	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:53879598..53879712,-__808.1.1.0	0.914288801561168	0.885136578370595	-0.029152223190573017	1.0	not sig	not sig	0.5162883884349543	0.47515688559342967	-0.041131502841524614	1.0	not sig
rs76730113	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:53879598..53879712,-__808.1.2.0	0.914288801561168	0.7245120710151433	-0.1897767305460246	1.0	not sig	not sig	0.5162883884349543	-0.2331335872986302	-0.7494219757335845	0.829509586009211	not sig
rs115983039,rs76730113	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.noflip.NA__chr7:53879598..53879712,-__808.1.2.1	0.914288801561168	0.6975978284158263	-0.21669097314534155	0.20541196458665603	not sig	not sig	0.5162883884349543	-0.00916156702598861	-0.5254499554609429	0.0017425947551217178	sig
rs113189971	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr7:54826976..54827090,+__809.1.1.0	2.0336470281723327	1.9455547566392826	-0.08809227153304988	1.0	not sig	not sig	1.7755263532309509	1.7158732951228228	-0.05965305810812839	1.0	not sig
rs113189971,rs75821627	WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr7:54826976..54827090,+__809.1.1.1	2.0336470281723327	1.5207204657763758	-0.5129265623959567	6.265910059647608e-23	sig	sig	1.7755263532309509	1.3476314399174711	-0.42789491331348	0.015533512102498388	sig
rs114282028	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:65958508..65958622,-__810.1.1.0	1.949186806139067	2.282779961207263	0.3335931550681958	3.719751325373854e-05	sig	not sig	2.8921955639408123	2.9665229157715793	0.07432735183076683	1.0	not sig
rs75577046	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr7:65958634..65958748,+__811.1.1.0	1.4089958371645468	1.2147340017434638	-0.1942618354210832	0.6886092915129469	not sig	not sig	1.9340231566269601	1.481204939387852	-0.45281821723910826	0.3850373202945327	not sig
rs17515896	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr7:86781612..86781726,-__817.1.1.0	1.4628541259805152	0.5414115575811008	-0.9214425683994145				2.7093381164398878	2.0075827580020555	-0.701755358437832		
rs114729506	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:86974738..86974852,-__818.1.1.0	0.20273091314648162	0.04558427078630404	-0.15714664236017756	1.0	not sig	not sig	-1.2786119840610193	-1.2870172906045545	-0.008405306543535163	1.0	not sig
rs114729506	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr7:86974785..86974899,-__819.1.1.0	0.40223812484315985	0.27218364570254444	-0.13005447914061538	1.0	not sig	not sig	-0.06209589236327144	0.0013051424175049495	0.06340103478077638	1.0	not sig
rs28361528	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:126963396..126963510,-__833.1.1.0	-1.6481272274373902	-1.7333451687704253	-0.08521794133303512				-2.8502846439257215	-2.752785272947043	0.09749937097867845		
rs79712647	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:132320782..132320896,+__839.1.1.0	-1.660319410539685	-1.5143506835749445	0.14596872696474028				-1.985228893167477	-2.135977450080161	-0.1507485569126839		
rs138227826	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.1.0	-0.45580872768006203	1.1293695720916652	1.5851782997717274				-0.8654928216086457	-0.8369785629004404	0.02851425870820526		
rs187474668	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.2.0	-0.45580872768006203						-0.8654928216086457				
rs138227826,rs187474668	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.2.1	-0.45580872768006203	-0.3777627234462945	0.07804600423376754				-0.8654928216086457	0.4073314828898558	0.5573004235124807		
rs56184499	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:144363753..144363867,-__843.1.1.0	0.2327711800582163	0.33243516496262293	0.09966398490440669	1.0	not sig	not sig	-1.0461670496344868	-0.9076091267170735	0.13855792291741317	1.0	not sig
rs56184499	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.1.0	1.63854468626342	2.20974941292883	0.5712047266654102	2.3707558826635575e-18	sig	sig	1.2363546689307618	1.8073220315883212	0.5709673626575591	0.5361083408596672	not sig
rs61736733	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.2.0	1.63854468626342	0.961584734328322	-0.6769599519350978	0.0002588542055861687	sig	not sig	1.2363546689307618	0.7580716289790272	-0.4782830399517349	1.0	not sig
rs56184499,rs61736733	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.2.1	1.63854468626342	1.4823422187343291	-0.15620246752909087	1.0	not sig	not sig	1.2363546689307618	1.0634997721599588	-0.17285489677080323	1.0	not sig
rs80267243	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:144450700..144450814,-__845.1.1.0	1.7615048193464304	1.6162570415785407	-0.14524777776788972	1.0	not sig	not sig	1.0777672592632395	0.3255252469820215	-0.7522420122812179	0.09685463242696701	not sig
rs114402935	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:17658773..17658887,+__848.1.1.0	0.09351974903974491	0.02310572402974506	-0.07041402500999984	1.0	not sig	not sig	0.373142849191377	0.38515186995254785	0.012009020761170833	1.0	not sig
rs73672521	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:30601601..30601715,+__852.1.1.0	2.35490470811855	2.557759914377112	0.2028552062585619	0.16074028221107586	not sig	not sig	2.441877145877118	2.5553408753854567	0.1134637295083391	1.0	not sig
rs3174043	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:30601660..30601774,+__853.1.1.0	2.8470326160517736	2.8428095653452004	-0.004223050706573472	1.0	not sig	not sig	2.5498283891555547	2.533230651121509	-0.016597738034045628	1.0	not sig
rs73681409	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr8:52811806..52811920,+__858.1.1.0	0.4375660406528527	0.6841924887996967	0.246626448146844	0.07623436424374452	not sig	not sig	-1.7220633891536428	-1.3385021669701616	0.38356122218348115	1.0	not sig
rs73681409,rs13264242	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr8:52811806..52811920,+__858.1.1.1	0.4375660406528527	0.5867103595375395	0.14914431888468674	1.0	not sig	not sig	-1.7220633891536428	-1.2950902983746087	0.42697309077903406	1.0	not sig
rs80278351	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:61429297..61429411,-__863.1.1.0	-0.14271116759697944	0.10322580474184857	0.24593697233882814				0.4676275397904603	0.7841243753130017	0.46487148476075557		
rs2916655	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.1.0	0.4503858047101688	-0.015268703216880017	-0.4656545079270489				0.9561453613571376	1.0875812779392549	0.1314359165821172		
rs2305023	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.2.0	0.4503858047101688	0.5095858271391995	0.05920002242903055				0.9561453613571376	0.8987544363573385	-0.05739092499979909		
rs2916655,rs2305023	WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.2.1	0.4503858047101688	1.141073730104056	0.6906879253938872				0.9561453613571376	1.5889653531284893	0.6328199917713517		
rs28362552	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr8:6565702..6565816,-__866.1.1.0	-0.01890311953599982	-0.13535595601840653	-0.11645283648240669	1.0	not sig	not sig	0.02597423439185831	0.04241040176887901	0.016436167377020687	1.0	not sig
rs118051369	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr8:6565702..6565816,-__866.1.2.0	-0.01890311953599982	-0.18300310509782444	-0.16409998556182462	1.0	not sig	not sig	0.02597423439185831	-0.08556275560520929	-0.1115369899970676	1.0	not sig
rs28362552,rs118051369	WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr8:6565702..6565816,-__866.1.2.1	-0.01890311953599982	-0.23460583945656252	-0.21570271992056264	1.0	not sig	not sig	0.02597423439185831	-0.04770526938532926	-0.07367950377718759	1.0	not sig
rs80057743	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr8:82066455..82066569,+__870.1.1.0	1.3717620238447579	1.6502423681514973	0.2784803443067391	5.702825804602211e-06	sig	not sig	0.1492977258473779	0.991468365744546	0.8421706398971681	4.439724903535563e-06	sig
rs62524394	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr8:96280983..96281097,+__884.1.1.0	-0.453813002141292	0.04877703139575167	0.5025900335370437				-0.5596647958104626	-0.04062838642284611	0.5190364093876163		
rs7467433	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:102582142..102582256,-__886.1.1.0	0.41863480075837134	0.5181025634856719	0.09946776272730051				0.4549815150987724	-0.06760944660715962	-1.0225920879063064		
rs12001266	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:119051004..119051118,-__888.1.1.0	-1.7864669283425405	-1.4836403137628158	0.3028266145797247				-2.374867736942741	-2.859008643428998	-0.48414090648625685		
rs115837817	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:119051004..119051118,-__888.1.2.0	-1.7864669283425405	-1.6082772192073227	0.1781897091352178				-2.374867736942741	-2.49752862860493	-0.12266089166218863		
rs12001266,rs115837817	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr9:119051004..119051118,-__888.1.2.1	-1.7864669283425405	-1.7351349615396214	0.05133196680291933				-2.374867736942741	-2.3773133867029808	-0.002445649760239532		
rs80103914	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:12814341..12814455,-__891.1.1.0	-0.47278721204183344	-0.7978709832043109	-0.32508377116247744	0.01220732642090784	sig	not sig	-1.3671616352062752	-1.2804203892316257	0.0867412459746496	1.0	not sig
rs75648584	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:12814341..12814455,-__891.1.2.0	-0.47278721204183344	-0.31288780743663314	0.15989940460520027	1.0	not sig	not sig	-1.3671616352062752	-1.0844300754708998	0.28273155973537556	1.0	not sig
rs80103914,rs75648584	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr9:12814341..12814455,-__891.1.2.1	-0.47278721204183344	-0.6455546753108706	-0.17276746326903725	0.15236536480298732	not sig	not sig	-1.3671616352062752	-1.4355777162641319	-0.06841608105785651	1.0	not sig
rs2275625	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:131486644..131486758,+__893.1.1.0	-0.8224384431436991	1.1466280737710752	1.9690665169147745				-1.2494991157803848	1.7009820764466634	2.9504811922270484		
rs2275625,rs2275624	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr9:131486644..131486758,+__893.1.1.1	-0.8224384431436991	0.7239295547326207	1.5463679978763194				-1.2494991157803848	1.3150645993798846	2.5645637151602694		
rs80012795	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:132251325..132251439,+__898.1.1.0	-1.3093470601681332	-1.4143409025277895	-0.10499384235965643				-2.641815596056239	-3.0348768621577413	-0.3930612661015028		
rs433994	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:136890491..136890605,+__901.1.1.0	-0.24487571249118578	-0.7347817583363083	-0.4899060458451225				-1.1638927895997726	-2.2856579389775535	-1.4765529854143535		
rs401826	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:136890491..136890605,+__901.1.2.0	-0.24487571249118578	-0.524315984674332	-0.2794402721831463				-1.1638927895997726	-1.4819969728501499	-0.06971754628107918		
rs433994,rs401826,rs115771424	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr9:136890491..136890605,+__901.1.2.1	-0.24487571249118578	-0.7383684275629928	-0.4934927150718071				-1.1638927895997726	0.1285838449726531	0.9548663094211476		
rs433994	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr9:136890532..136890646,+__902.1.1.0	-0.6442991825855802	0.42340979324338385	0.9875540192792971				-0.7013040460264672				
rs401826	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr9:136890532..136890646,+__902.1.2.0	-0.6442991825855802	-0.08016876951647929	0.5502032292019844				-0.7013040460264672				
rs115771424	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr9:136890532..136890646,+__902.1.3.0	-0.6442991825855802						-0.7013040460264672				
rs433994,rs401826,rs115771424	WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr9:136890532..136890646,+__902.1.3.1	-0.6442991825855802	-0.849738176975599	-0.20543899439001875				-0.7013040460264672	0.514854294538839	1.2161583405653065		
rs62585193	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:138799602..138799716,+__903.1.1.0	1.9057563448253063	1.8340815456324597	-0.0716747991928466	1.0	not sig	not sig	2.175050061710796	1.9251212432052809	-0.24992881850551546	1.0	not sig
rs9411221	WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr9:139622601..139622715,-__904.1.1.0	4.116787798149891	3.9217343781965	-0.19505341995339087	4.020387937982489e-13	sig	sig	4.1428297862594246	4.2660652402492625	0.12323545398983815	1.0	not sig
rs538831931,rs9411221	WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr9:139622601..139622715,-__904.1.1.1	4.116787798149891	3.680377381105384	-0.4364104170445062	6.635938968326222e-41	sig	sig	4.1428297862594246	4.147940977814416	0.005111191554991845	1.0	not sig
rs7024732	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr9:35657979..35658093,-__907.1.1.0	-0.14777612279461466	-0.3338348235679957	-0.18605870077338105	1.0	not sig	not sig	-1.980948461584946	-2.2022815662157704	-0.22133310463082423		
rs3829076	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr9:35657979..35658093,-__907.1.2.0	-0.14777612279461466	-0.01941704938690538	0.12835907340770927	1.0	not sig	not sig	-1.980948461584946	-1.8518862089936148	0.1290622525913313		
rs12551232	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr9:35657979..35658093,-__907.1.3.0	-0.14777612279461466	0.8895335124911997	1.0373096352858144	4.1037280954382127e-72	sig	sig	-1.980948461584946	-0.9109815036427054	1.0699669579422406	1.0	not sig
rs3829077	WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr9:35657979..35658093,-__907.1.4.0	-0.14777612279461466	1.174834343328914	1.3226104661235285	1.138459380342181e-83	sig	sig	-1.980948461584946	-0.9540846571160014	1.0268638044689444	9.190968408407445e-05	sig
rs7024732,rs3829076,rs12551232,rs3829077	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr9:35657979..35658093,-__907.1.4.1	-0.14777612279461466	2.415893956760742	2.5636700795553566	2.363203873092542e-119	sig	sig	-1.980948461584946	0.05661228401396337	2.0375607455989093	1.136189429561798e-16	sig
rs2291588	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:37079834..37079948,+__908.1.1.0	3.141291697038945	3.215387594029345	0.07409589699040035	1.0	not sig	not sig	2.9976166452106137	3.1281598776728194	0.130543232462206	1.0	not sig
rs34965542	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:74920389..74920503,+__911.1.1.0	-1.5525787175710979	-1.3107154870710722	0.24186323050002567				-2.666450263466951	-2.081689283872235	0.5847609795947163		
rs118166957	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:8858030..8858144,+__913.1.1.0	-0.20636428717963573	-0.42162566303074667	-0.2152613758511109	1.0	not sig	not sig	-0.33491864250496456	-0.6025662258599327	-0.2676475833549681	1.0	not sig
rs115851118	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:93195787..93195901,-__916.1.1.0	-0.9504433839729113	-0.8331182428268549	0.11732514114605663	1.0	not sig	not sig	-2.0791993646791553	-2.0058546367819643	0.07334472789719065		
rs2114345	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:93195787..93195901,-__916.1.2.0	-0.9504433839729113	-0.5658320354528293	0.38461134852008216	0.5831172366796772	not sig	not sig	-2.0791993646791553	-0.9313903198875844	1.1478090447915708	1.0	not sig
rs2114346,rs115851118,rs2114345	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.noflip.NA__chr9:93195787..93195901,-__916.1.2.1	-0.9504433839729113	-0.719473480409942	0.23096990356296943	1.0	not sig	not sig	-2.0791993646791553	-1.6506335543962574	0.428565810282898		
rs10992251	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:94903461..94903575,+__917.1.1.0	-0.9109944336856888	-0.8901804379588679	0.020813995726820772	1.0	not sig	not sig	-1.7396883053021321	-1.2565218360781851	0.483166469223947	1.0	not sig
rs10992251,rs3927571	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.noflip.NA__chr9:94903461..94903575,+__917.1.1.1	-0.9109944336856888	-0.9617202493110243	-0.050725815625335534	1.0	not sig	not sig	-1.7396883053021321	-1.244227451443821	0.4954608538583111	1.0	not sig
rs357525	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:98189077..98189191,-__919.1.1.0	-0.3133352660769036	-0.5209234368516663	-0.20758817077476266				-1.3514579361926264	-0.008120371668668441	1.703693278754682		
rs535305821	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:98189077..98189191,-__919.1.2.0	-0.3133352660769036	-0.7892248931155313	-0.47588962703862797				-1.3514579361926264	0.05861691161144533	1.5290473424609343		
rs357524	WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr9:98189077..98189191,-__919.1.3.0	-0.3133352660769036	-0.1722557386362559	0.1410795274406477				-1.3514579361926264	-0.5128240061615122	1.2001279775741158		
rs357525,rs535305821,rs357524	WILDTYPE_SNP_PLUS_HAPLO__Lincrna.noflip.NA__chr9:98189077..98189191,-__919.1.3.1	-0.3133352660769036	-0.4957543362138865	-0.18241907013698286				-1.3514579361926264	-1.2238112654642455	-0.17503230243851742		
rs75475951	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:98638226..98638340,-__922.1.1.0	2.3431481433064123	2.5363289662328854	0.19318082292647343	1.0	not sig	not sig	1.6516495089232912	2.147361552915182	0.4957120439918908	1.0	not sig
rs690528	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:98638226..98638340,-__922.1.2.0	2.3431481433064123	2.3826105253670025	0.03946238206059053	1.0	not sig	not sig	1.6516495089232912	1.7941907769105256	0.14254126798723435	1.0	not sig
rs56108623	WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr9:98638226..98638340,-__922.1.3.0	2.3431481433064123	2.1715755058258908	-0.17157263748052107	1.0	not sig	not sig	1.6516495089232912	1.2787493433313764	-0.372900165591915	1.0	not sig
rs75475951,rs690528,rs56108623	WILDTYPE_SNP_PLUS_HAPLO__Antisense.noflip.NA__chr9:98638226..98638340,-__922.1.3.1	2.3431481433064123	1.9978787444682216	-0.34526939883819036	0.02626297492402358	sig	not sig	1.6516495089232912	1.0855971506577	-0.5660523582655913	1.0	not sig
