motif_id	motif_name	ensembl_id	HeLa-S3	HepG2	K562	tissue_sp
MA0812.1	TFAP2B(var.2)	ENSG00000008196	0.0	0.0	0.0027719999999999997	0.6666666666666666
MA0813.1	TFAP2B(var.3)	ENSG00000008196	0.0	0.0	0.0027719999999999997	0.6666666666666666
MA0814.1	TFAP2C(var.2)	ENSG00000087510	4.417541	0.0	0.021569	0.6650391397989667
MA0815.1	TFAP2C(var.3)	ENSG00000087510	4.417541	0.0	0.021569	0.6650391397989667
MA0816.1	Ascl2	ENSG00000183734	0.0	0.011165000000000001	0.06815299999999999	0.6120591414415605
MA0819.1	CLOCK	ENSG00000134852	9.036522	6.044944	7.780809	0.1566713019308387
MA0820.1	FIGLA	ENSG00000183733	0.0	0.0	0.0	
MA0820.1	FIGLA					
MA0821.1	HES5	ENSG00000197921	0.0	0.015928	0.0	0.6666666666666666
MA0822.1	HES7	ENSG00000179111	1.7535610000000001	0.024633000000000002	0.05053	0.6523789781669035
MA0823.1	HEY1	ENSG00000164683	6.794844	1.913388	5.06568	0.32429589259150027
MA0824.1	ID4	ENSG00000172201	0.007291	0.089001	0.007143000000000001	0.6126073489810976
MA0825.1	MNT	ENSG00000070444	2.296914	1.6990330000000002	2.072865	0.11928033294527636
MA0828.1	SREBF2(var.2)	ENSG00000198911	22.934555	69.80916500000001	44.5954	0.3442163838134052
MA0829.1	Srebf1(var.2)	ENSG00000072310	15.919120000000001	43.509395	48.994764	0.26234785006822364
MA0830.1	TCF4	ENSG00000196628	0.0	0.0	13.440546	0.6666666666666666
MA0831.1	TFE3	ENSG00000068323	9.734963	8.388221000000001	7.2921570000000004	0.1297573156330092
MA0831.1	TFE3					
MA0832.1	Tcf21	ENSG00000118526	0.012912	0.0	0.0	0.6666666666666666
MA0833.1	ATF4	ENSG00000128272	377.98409100000003	883.1621029999999	402.30978799999997	0.37215905726727794
MA0834.1	ATF7	ENSG00000170653	17.235319	8.45247	10.138974000000001	0.30710569770519863
MA0835.1	BATF3	ENSG00000123685	0.146932	0.177233	0.809127	0.533121500085895
MA0836.1	CEBPD	ENSG00000221869	3.35895	19.276504	1.581933	0.5812278858586944
MA0837.1	CEBPE	ENSG00000092067	0.06586900000000001	0.053627	0.022269999999999998	0.2825861432034291
MA0838.1	CEBPG	ENSG00000153879	33.822962	20.247435	17.417294000000002	0.29547180600760703
MA0839.1	CREB3L1	ENSG00000157613	0.060802999999999996	0.0	1.192188	0.6496662718743464
MA0840.1	Creb5	ENSG00000146592	0.133145	1.4870219999999998	0.414076	0.5440006940045271
MA0841.1	NFE2	ENSG00000123405	0.9389069999999999	3.394114	124.57970700000001	0.6550729619765976
MA0842.1	NRL	ENSG00000129535	0.613957	2.005186	0.95899	0.4051868504966622
MA0843.1	TEF	ENSG00000167074	1.550209	9.035063000000001	1.176452	0.5660711312509202
MA0844.1	XBP1	ENSG00000100219	96.688422	318.540729	69.49685600000001	0.49276396718905396
MA0845.1	FOXB1	ENSG00000171956	0.0	0.0	0.0	
MA0846.1	FOXC2	ENSG00000176692	0.234762	0.036839	0.0	0.6143597913347703
MA0851.1	Foxj3	ENSG00000198815	26.933643	31.056554	24.081837	0.11911203455906061
MA0852.1	Foxk1	ENSG00000164916	1.354444	4.6786330000000005	2.3000700000000003	0.4062975944754233
MA0853.1	Alx4	ENSG00000052850	0.0	0.016526	0.25709899999999997	0.6452404197086207
MA0854.1	Alx1	ENSG00000180318	42.128171	0.0	0.1018	0.6658611882296053
MA0855.1	RXRB					
MA0855.1	RXRB					
MA0855.1	RXRB					
MA0855.1	RXRB					
MA0855.1	RXRB					
MA0855.1	RXRB	ENSG00000204231	28.749729	51.019677	30.577331	0.27905765325275056
MA0856.1	RXRG	ENSG00000143171	0.007337000000000001	0.0	0.0	0.6666666666666666
MA0857.1	Rarb	ENSG00000077092	0.072401	0.14480099999999999	0.37847600000000003	0.47537140179738396
MA0858.1	Rarb(var.2)	ENSG00000077092	0.072401	0.14480099999999999	0.37847600000000003	0.47537140179738396
MA0859.1	Rarg	ENSG00000172819	8.920991	1.212469	2.454701	0.5296426521821772
MA0860.1	Rarg(var.2)	ENSG00000172819	8.920991	1.212469	2.454701	0.5296426521821772
MA0861.1	TP73	ENSG00000078900	0.041485	0.45373500000000005	0.52623	0.352976201787558
MA0863.1	MTF1	ENSG00000188786	6.633062	2.188226	3.888728	0.3612796020902563
MA0864.1	E2F2	ENSG00000007968	5.1181410000000005	0.541402	2.33298	0.4794644513831618
MA0865.1	E2F8	ENSG00000129173	4.338218	1.883161	8.213541000000001	0.41418201966727874
MA0866.1	SOX21	ENSG00000125285	0.0	0.0	0.0	
MA0867.1	SOX4	ENSG00000124766	2.50375	2.6524509999999997	0.017706	0.34979546590430255
MA0868.1	SOX8	ENSG00000005513	0.0	0.286936	0.07789199999999999	0.5761795894090204
MA0869.1	Sox11	ENSG00000176887	0.0	0.0	0.0	
MA0870.1	Sox1	ENSG00000182968	0.0	0.0	0.0	
MA0871.1	TFEC	ENSG00000105967	0.094645	0.0	0.0	0.6666666666666666
MA0872.1	TFAP2A(var.3)	ENSG00000137203	21.243269	0.0	1.048992	0.6502066764457642
MA0873.1	HOXD12	ENSG00000170178	0.0	0.0	0.0	
MA0874.1	Arx	ENSG00000004848	0.0	0.0	0.0061990000000000005	0.6666666666666666
MA0877.1	Barhl1	ENSG00000125492	0.0	0.008627	0.0	0.6666666666666666
MA0883.1	Dmbx1	ENSG00000197587	0.502678	0.0	4.188999	0.6266668162648563
MA0884.1	DUXA	ENSG00000258873	0.0	0.0	0.0	
MA0889.1	GBX1	ENSG00000164900	0.0	0.0	0.0	
MA0890.1	GBX2	ENSG00000168505	0.14628	0.0	0.084565	0.4739654543797284
MA0891.1	GSC2	ENSG00000063515	0.0	0.0	0.0	
MA0891.1	GSC2					
MA0892.1	GSX1	ENSG00000169840	0.0	0.0	0.0	
MA0893.1	GSX2	ENSG00000180613	0.0	0.0	0.0	
MA0894.1	HESX1	ENSG00000163666	1.618509	0.451021	0.36733499999999997	0.4981255381753618
MA0895.1	HMBOX1	ENSG00000147421	18.57026	30.403465999999998	57.241516000000004	0.38147898342408215
MA0896.1	Hmx1	ENSG00000215612	0.0	0.0	0.0	
MA0897.1	Hmx2	ENSG00000188816	0.0	0.0	0.078223	0.6666666666666666
MA0898.1	Hmx3	ENSG00000188620	0.054202999999999994	0.0	1.273771	0.6524822750714218
MA0901.1	HOXB13	ENSG00000159184	0.381968	0.0	0.005089	0.6622256314665104
MA0902.1	HOXB2	ENSG00000173917	0.023827	0.0	5.053222	0.6650949301917338
MA0903.1	HOXB3	ENSG00000120093	3.4996970000000003	0.0	3.024786	0.37856686831269487
MA0904.1	Hoxb5	ENSG00000120075	0.542959	0.0	0.44292299999999996	0.39474742414559233
MA0905.1	HOXC10	ENSG00000180818	21.626983	0.0	0.090667	0.6652692302635709
MA0906.1	HOXC12	ENSG00000123407	1e-06	0.0	1e-06	0.3333333333333333
MA0907.1	HOXC13	ENSG00000123364	5.7476769999999995	0.007912	0.086213	0.6612079396018021
MA0908.1	HOXD11	ENSG00000128713	0.279961	0.0	0.0	0.6666666666666666
MA0909.1	HOXD13	ENSG00000128714	0.0	0.0	0.008102	0.6666666666666666
MA0911.1	Hoxa11	ENSG00000005073	1.942293	0.00953	0.007891	0.6636769014767597
MA0913.1	Hoxd9	ENSG00000128709	0.599355	0.0	0.0	0.6666666666666666
MA1099.1	Hes1	ENSG00000114315	2.389493	13.215304000000001	4.282177	0.4983852559628342
