oligo_reg	TSS_id	selected	PromType2	cage_id	av_exp	tissue_sp_all	tissue_sp_3	n_expr	tss_type	log_av_exp
chr6:2245871..2245985,+	chr6:2245892..2245945,-	mRNA.bidirec70-160	div_pc	chr6:2245892..2245945,-	3.2457681792428685	0.8800751947229568	0.4071078940263472	546.0	ubiquitous	0.5113174982163746
chr6:76311664..76311778,+	chr6:76311736..76311754,+	mRNA.gwas	protein_coding	chr6:76311736..76311754,+	2.2423343432343845	0.8471234112925119	0.3458332081667563	531.0	ubiquitous	0.3507003685604439
chr6:43739637..43739751,+	chr6:43739697..43739752,+	mRNA.random	div_pc	chr6:43739697..43739752,+	1.1932670864692334	0.8509604670794894	0.19816348733121794	471.0	moderate	0.07673766177381502
chr6:80714245..80714359,+	chr6:80714318..80714328,+	mRNA.expmatch	protein_coding	chr6:80714318..80714328,+	0.2016057545918247	0.9046531131297574	0.4533615814930985	280.0	moderate	-0.69549707564017
chr5:9546152..9546266,+	chr5:9546180..9546195,-	mRNA.bidirec70-160	div_pc	chr5:9546180..9546195,-	11.756496451344152	0.9174482542450452		413.0	moderate	1.0702779171017442
chr5:9546152..9546266,-	chr5:9546180..9546195,-	mRNA.bidirec70-160	div_pc	chr5:9546180..9546195,-	11.756496451344152	0.9174482542450452		413.0	moderate	1.0702779171017442
chr5:137514778..137514892,-	chr5:137514834..137514865,+	mRNA.expmatch	protein_coding	chr5:137514834..137514865,+	8.953033658371199	0.8927749954251825	0.2494046214469041	465.0	moderate	0.9519702171989762
chr5:137514778..137514892,+	chr5:137514834..137514865,+	mRNA.expmatch	protein_coding	chr5:137514834..137514865,+	8.953033658371199	0.8927749954251825	0.2494046214469041	465.0	moderate	0.9519702171989762
chr5:43603208..43603322,+	chr5:43603259..43603356,+	mRNA.bidirec70-160	div_pc	chr5:43603259..43603356,+	30.842809055316163	0.8767622375702018	0.14662566146286393	543.0	ubiquitous	1.48915392520469
chr5:43603208..43603322,-	chr5:43603259..43603356,+	mRNA.bidirec70-160	div_pc	chr5:43603259..43603356,+	30.842809055316163	0.8767622375702018	0.14662566146286393	543.0	ubiquitous	1.48915392520469
chr5:179921370..179921484,+	chr5:179921430..179921461,+	mRNA.random	protein_coding	chr5:179921430..179921461,+	1.6232540715131656	0.8606600419930801	0.5317572765667076	521.0	ubiquitous	0.21038650086158595
chr5:33440795..33440909,+	chr5:33440865..33440880,+	mRNA.bidirec70-160	div_pc	chr5:33440865..33440880,+	0.5100934952512103	0.8821536107773712	0.3091269219420611	417.0	moderate	-0.2923502145878439
chr5:33440795..33440909,-	chr5:33440865..33440880,+	mRNA.bidirec70-160	div_pc	chr5:33440865..33440880,+	0.5100934952512103	0.8821536107773712	0.3091269219420611	417.0	moderate	-0.2923502145878439
chr5:58571872..58571986,-	chr5:58571894..58571922,-	mRNA.gwas	protein_coding	chr5:58571894..58571922,-	0.9654052680117392	0.9567247737078942	0.6666666666666666	247.0	moderate	-0.015290335658007654
chr5:38556713..38556827,-	chr5:38556728..38556771,-	mRNA.bidirec70-160	protein_coding	chr5:38556728..38556771,-	22.975452481861094	0.905770293111563	0.4767401033073932	474.0	moderate	1.3612640732002759
chr5:38556713..38556827,+	chr5:38556728..38556771,-	mRNA.bidirec70-160	protein_coding	chr5:38556728..38556771,-	22.975452481861094	0.905770293111563	0.4767401033073932	474.0	moderate	1.3612640732002759
chr3:186435038..186435152,+	chr3:186435111..186435126,+	mRNA.expmatch	protein_coding	chr3:186435111..186435126,+	0.9235646027672711	0.9941702605738746	0.6666666666666666	35.0	dynamic	-0.03453272053338034
chr3:100428198..100428312,+	chr3:100428268..100428287,+	mRNA.gwas	protein_coding	chr3:100428268..100428287,+	4.029899669446688	0.8326278385387307	0.22514120284673025	540.0	ubiquitous	0.6052942338463021
chr3:62304617..62304731,+	chr3:62304658..62304707,+	mRNA.bidirec70-160	protein_coding	chr3:62304658..62304707,+	9.204409048852613	0.8539439053913959		470.0	moderate	0.9639959107041332
chr3:62304617..62304731,-	chr3:62304658..62304707,+	mRNA.bidirec70-160	protein_coding	chr3:62304658..62304707,+	9.204409048852613	0.8539439053913959		470.0	moderate	0.9639959107041332
chr3:105587821..105587935,-	chr3:105587808..105587874,-	mRNA.gwas	protein_coding	chr3:105587808..105587874,-	23.38553219521307	0.8969109491714714	0.21514882165277405	550.0	ubiquitous	1.3689472577944204
chr3:197686827..197686941,-	chr3:197686847..197686894,-	mRNA.random	protein_coding	chr3:197686847..197686894,-	2.379975648019208	0.9380595383856278	0.4483885402781493	525.0	ubiquitous	0.3765725133653406
chr3:153839139..153839253,-	chr3:153839171..153839251,+	mRNA.bidirec70-160	div_pc	chr3:153839171..153839251,+	6.2739166393062655	0.9100294469537252	0.575119900576739	481.0	moderate	0.797538743987195
chr3:153839139..153839253,+	chr3:153839171..153839251,+	mRNA.bidirec70-160	div_pc	chr3:153839171..153839251,+	6.2739166393062655	0.9100294469537252	0.575119900576739	481.0	moderate	0.797538743987195
chr2:97304076..97304190,-	chr2:97304105..97304116,-	mRNA.gwas	protein_coding	chr2:97304105..97304116,-	0.4507558729730426	0.9351680309359812	0.39100106783438704	439.0	moderate	-0.34605860607384975
chr2:122042743..122042857,-	chr2:122042770..122042785,-	mRNA.random	protein_coding	chr2:122042770..122042785,-	6.768766808475101	0.9838203257640082	0.6666666666666666	305.0	moderate	0.8305095524283315
chr2:27579833..27579947,-	chr2:27579842..27579907,-	mRNA.bidirec70-160	div_pc	chr2:27579842..27579907,-	6.228987015575128	0.770707242301943	0.14947687933936807	546.0	ubiquitous	0.7944174255811646
chr2:27579833..27579947,+	chr2:27579842..27579907,-	mRNA.bidirec70-160	div_pc	chr2:27579842..27579907,-	6.228987015575128	0.770707242301943	0.14947687933936807	546.0	ubiquitous	0.7944174255811646
chr2:217559525..217559639,-	chr2:217559547..217559566,-	mRNA.random	protein_coding	chr2:217559547..217559566,-	0.9133831871785136	0.962246585334562		243.0	moderate	-0.039346986798208465
chr2:63277906..63278020,-	chr2:63277978..63277995,+	mRNA.expmatch	protein_coding	chr2:63277978..63277995,+	0.8533051222799329	0.9671891876158256	0.5462728135217146	274.0	moderate	-0.06889564734611116
chr2:63277906..63278020,+	chr2:63277978..63277995,+	mRNA.expmatch	protein_coding	chr2:63277978..63277995,+	0.8533051222799329	0.9671891876158256	0.5462728135217146	274.0	moderate	-0.06889564734611116
chr2:103039540..103039654,+	chr2:103039609..103039641,+	mRNA.gwas	protein_coding	chr2:103039609..103039641,+	0.8355750692728328	0.9958941123570512		110.0	moderate	-0.07801452637334892
chr2:128180784..128180898,+	chr2:128180842..128180878,+	mRNA.expmatch	protein_coding	chr2:128180842..128180878,+	0.8912904916192242	0.9914980630763094	0.6220694529212805	241.0	moderate	-0.049980726551204314
chr2:175499240..175499354,-	chr2:175499269..175499280,-	mRNA.expmatch	protein_coding	chr2:175499269..175499280,-	0.4483389431315884	0.9913410028499872		150.0	moderate	-0.34839353627896497
chr2:46524825..46524939,+	chr2:46524897..46524911,+	mRNA.expmatch	protein_coding	chr2:46524897..46524911,+	9.120887895562776	0.9515886291111848	0.340283644848014	468.0	moderate	0.960037117865019
chr2:46524825..46524939,-	chr2:46524897..46524911,+	mRNA.expmatch	protein_coding	chr2:46524897..46524911,+	9.120887895562776	0.9515886291111848	0.340283644848014	468.0	moderate	0.960037117865019
chr2:178129532..178129646,-	chr2:178129555..178129572,-	mRNA.expmatch	protein_coding	chr2:178129555..178129572,-	0.2516456640103745	0.9279958759564508	0.5948859335936012	350.0	moderate	-0.5992105483289965
chr1:8021691..8021805,+	chr1:8021713..8021788,+	mRNA.gwas	protein_coding	chr1:8021713..8021788,+	73.11184147514733	0.6153536826681912	0.04604756454874357	550.0	ubiquitous	1.8639877226600066
chr1:8021718..8021832,+	chr1:8021793..8021802,+	mRNA.gwas	protein_coding	chr1:8021793..8021802,+	1.951066498406592	0.8685425201163282	0.05992505808766061	521.0	ubiquitous	0.2902720717517064
chr1:193029170..193029284,-	chr1:193029192..193029224,-	mRNA.expmatch	protein_coding	chr1:193029192..193029224,-	1.698360969240529	0.8961885607168064	0.5292009721185211	519.0	ubiquitous	0.23003000056547976
chr1:117113581..117113695,-	chr1:117113596..117113682,-	mRNA.random	protein_coding	chr1:117113596..117113682,-	39.23078837128125	0.9463805503003038	0.29258760736530365	547.0	ubiquitous	1.5936270356813298
chr1:231664341..231664455,-	chr1:231664390..231664479,+	mRNA.bidirec70-160	div_pc	chr1:231664390..231664479,+	43.19515592576608	0.6745894478605603	0.27259581535836275	550.0	ubiquitous	1.6354350460587324
chr1:231664341..231664455,+	chr1:231664390..231664479,+	mRNA.bidirec70-160	div_pc	chr1:231664390..231664479,+	43.19515592576608	0.6745894478605603	0.27259581535836275	550.0	ubiquitous	1.6354350460587324
chr1:38156154..38156268,-	chr1:38156153..38156221,-	mRNA.gwas	protein_coding	chr1:38156153..38156221,-	7.40609704083119	0.7983856267698186	0.18663001866381126	544.0	ubiquitous	0.8695893982375122
chr1:93811384..93811498,-	chr1:93811438..93811548,+	mRNA.bidirec70-160	div_pc	chr1:93811438..93811548,+	47.29692059803643	0.6604940171279206	0.1483667961306178	550.0	ubiquitous	1.6748328656677065
chr1:93811384..93811498,+	chr1:93811438..93811548,+	mRNA.bidirec70-160	div_pc	chr1:93811438..93811548,+	47.29692059803643	0.6604940171279206	0.1483667961306178	550.0	ubiquitous	1.6748328656677065
chr1:212606145..212606259,+	chr1:212606219..212606230,+	mRNA.expmatch	protein_coding	chr1:212606219..212606230,+	3.7079732500828513	0.8311296710670063	0.2651137357884512	544.0	ubiquitous	0.5691365924133134
chr1:214161796..214161910,+	chr1:214161854..214161892,+	mRNA.gwas	protein_coding	chr1:214161854..214161892,+	0.33747703403582074	0.9439154007155732	0.6666666666666666	159.0	moderate	-0.4717557764059389
chr11:118436602..118436716,-	chr11:118436606..118436664,-	mRNA.random	protein_coding	chr11:118436606..118436664,-	8.957101708895596	0.7460522449293994	0.10617926232130076	538.0	ubiquitous	0.9521675057050655
chr2:207630250..207630364,+	chr2:207630302..207630347,+	mRNA.gwas	protein_coding	chr2:207630302..207630347,+	26.987483217940664	0.6537494426762999	0.31171410358544743	549.0	ubiquitous	1.431162385278071
chr2:207630286..207630400,+	chr2:207630360..207630371,+	mRNA.gwas	protein_coding	chr2:207630360..207630371,+	1.0937289727788446	0.8955307230143181	0.5003010305788389	489.0	moderate	0.03890971668737577
chr12:64173609..64173723,+	chr12:64173675..64173701,+	mRNA.random	protein_coding	chr12:64173675..64173701,+	5.889614034367487	0.8345309722935955	0.10356015720223603	544.0	ubiquitous	0.770086834984603
chr1:220445709..220445823,-	chr1:220445737..220445749,-	mRNA.expmatch	protein_coding	chr1:220445737..220445749,-	0.4753784959351825	0.8884805569339457	0.2712168700742595	424.0	moderate	-0.3229604677654231
chr16:4987114..4987228,-	chr16:4987129..4987156,-	mRNA.random	protein_coding	chr16:4987129..4987156,-	8.773428613185805	0.9615726591314564	0.5380119291514999	400.0	moderate	0.9431693467066178
chr2:201936445..201936559,+	chr2:201936507..201936540,+	mRNA.random	protein_coding	chr2:201936507..201936540,+	1.4616556957722928	0.8858895591908476	0.23875819885006075	513.0	ubiquitous	0.1648450832673895
chr9:131903859..131903973,+	chr9:131903916..131903951,+	mRNA.gwas	protein_coding	chr9:131903916..131903951,+	1.4726640610680442	0.9385747192274806		404.0	moderate	0.1681036884150487
chr9:131904224..131904338,+	chr9:131904295..131904314,+	mRNA.gwas	protein_coding	chr9:131904295..131904314,+	5.970200610679966	0.956629714641562	0.6666666666666666	416.0	moderate	0.7759889245376659
chr9:131873149..131873263,+	chr9:131873227..131873233,+	mRNA.gwas	protein_coding	chr9:131873227..131873233,+	0.6229186954990957	0.9405009217463496	0.455065022387805	435.0	moderate	-0.2055686345613214
chr14:74960031..74960145,-	chr14:74960056..74960071,-	mRNA.random	protein_coding	chr14:74960056..74960071,-	4.876613897065812	0.9506018450080056	0.3335690775588472	541.0	ubiquitous	0.6881183719516926
chr2:60778007..60778121,-	chr2:60778035..60778060,-	mRNA.random	protein_coding	chr2:60778035..60778060,-	2.066266664996831	0.940757325681613	0.6666666666666666	354.0	moderate	0.3151863692955249
chr5:172198163..172198277,-	chr5:172198190..172198206,-	mRNA.gwas	protein_coding	chr5:172198190..172198206,-	338.78288659094113	0.939485849721068	0.4747698185013774	550.0	ubiquitous	2.5299214640942194
chr9:27529773..27529887,-	chr9:27529726..27529827,-	mRNA.gwas	protein_coding	chr9:27529726..27529827,-	7.7690815933496795	0.9175500206827746	0.4185930698367937	470.0	moderate	0.8903696825699478
chr1:173793248..173793362,-	chr1:173793246..173793306,-	mRNA.expmatch	protein_coding	chr1:173793246..173793306,-	0.9095869338003596	0.8776141832365211	0.15028025901737962	467.0	moderate	-0.041155786907789406
chr1:173793436..173793550,-	chr1:173793458..173793479,-	mRNA.expmatch	protein_coding	chr1:173793458..173793479,-	0.6164793368706819	0.9037437762073256	0.19676038089493572	397.0	moderate	-0.21008147548906567
chr11:124670529..124670643,-	chr11:124670550..124670574,-	mRNA.expmatch	div_pc	chr11:124670550..124670574,-	1.3235613773500372	0.944252619311622	0.37187270933508	472.0	moderate	0.12174408558929097
chr5:135382964..135383078,+	chr5:135383008..135383051,+	mRNA.gwas	protein_coding	chr5:135383008..135383051,+	2.527547386118152	0.9371998902195796	0.6547378057402576	331.0	moderate	0.4026993064338477
chr3:109056358..109056472,-	chr3:109056387..109056400,-	mRNA.expmatch	protein_coding	chr3:109056387..109056400,-	0.4462133733143617	0.9880546899225924		83.0	moderate	-0.35045741775994216
chr13:20805051..20805165,-	chr13:20805079..20805095,-	mRNA.expmatch	protein_coding	chr13:20805079..20805095,-	1.061727772279896	0.9640013443225576		69.0	moderate	0.026013177619171445
chr4:39033976..39034090,+	chr4:39033963..39034047,-	mRNA.expmatch	protein_coding	chr4:39033963..39034047,-	6.07878578681864	0.9675599022088052	0.5706530060504248	398.0	moderate	0.7838168393472987
chr4:39033976..39034090,-	chr4:39033963..39034047,-	mRNA.expmatch	protein_coding	chr4:39033963..39034047,-	6.07878578681864	0.9675599022088052	0.5706530060504248	398.0	moderate	0.7838168393472987
chr1:91486995..91487109,-	chr1:91487013..91487070,-	mRNA.expmatch	protein_coding	chr1:91487013..91487070,-	0.9263542863311216	0.9670964682095308	0.5998576084947858	436.0	moderate	-0.03322288462267359
chr7:26241289..26241403,+	chr7:26241325..26241392,+	mRNA.random	protein_coding	chr7:26241325..26241392,+	156.15481323325017	0.7021263850962366	0.11398584883431018	550.0	ubiquitous	2.193555375235601
chr7:24323729..24323843,+	chr7:24323800..24323815,+	mRNA.random	protein_coding	chr7:24323800..24323815,+	15.342127343085716	0.9759080870728304		212.0	moderate	1.1858855831661983
chr10:60028845..60028959,+	chr10:60028892..60028975,+	mRNA.gwas	protein_coding	chr10:60028892..60028975,+	50.03365212977525	0.7965409671732222	0.2175615774492108	549.0	ubiquitous	1.699262204700713
chr12:114404095..114404209,-	chr12:114404118..114404153,-	mRNA.gwas	protein_coding	chr12:114404118..114404153,-	20.77676761197993	0.7338957337953342	0.2245065948843897	550.0	ubiquitous	1.317577982226212
chr12:58166359..58166473,+	chr12:58166431..58166451,+	mRNA.gwas	protein_coding	chr12:58166431..58166451,+	0.5990168049844672	0.9825960199750401	0.42381175462449816	427.0	moderate	-0.22256099362129433
chr12:58166317..58166431,+	chr12:58166370..58166423,+	mRNA.gwas	protein_coding	chr12:58166370..58166423,+	3.636557403684281	0.978571486342568	0.04817797367853952	535.0	ubiquitous	0.560690447374677
chr2:160471915..160472029,+	chr2:160471937..160471981,-	mRNA.bidirec70-160	protein_coding	chr2:160471937..160471981,-	1.0270458176419617	0.9531891914219972	0.5519765810900344	418.0	moderate	0.011589818383283622
chr2:160471915..160472029,-	chr2:160471937..160471981,-	mRNA.bidirec70-160	protein_coding	chr2:160471937..160471981,-	1.0270458176419617	0.9531891914219972	0.5519765810900344	418.0	moderate	0.011589818383283622
chrX:131352063..131352177,-	chrX:131352092..131352114,-	mRNA.expmatch	protein_coding	chrX:131352092..131352114,-	0.8380627849155957	0.9126680043278976	0.208901279709379	478.0	moderate	-0.07672344423251344
chr17:20946342..20946456,-	chr17:20946371..20946389,-	mRNA.gwas	protein_coding	chr17:20946371..20946389,-	6.3470943054906765	0.8178798853660906	0.10105015687099528	541.0	ubiquitous	0.8025749511341781
chr6:13574753..13574867,-	chr6:13574810..13574838,+	mRNA.expmatch	protein_coding	chr6:13574810..13574838,+	2.4458219516141195	0.7953879971720127	0.2082329109762998	528.0	ubiquitous	0.38842483853593335
chr6:13574753..13574867,+	chr6:13574810..13574838,+	mRNA.expmatch	protein_coding	chr6:13574810..13574838,+	2.4458219516141195	0.7953879971720127	0.2082329109762998	528.0	ubiquitous	0.38842483853593335
chr6:42946884..42946998,-	chr6:42946893..42946942,-	mRNA.gwas	protein_coding	chr6:42946893..42946942,-	12.11396918569078	0.8953415354282992	0.2465066500080068	548.0	ubiquitous	1.0832864646136062
chr6:42946923..42947037,-	chr6:42946947..42946965,-	mRNA.gwas	protein_coding	chr6:42946947..42946965,-	2.302818171730912	0.7800426290079993	0.2946354750081126	519.0	ubiquitous	0.36225964785072007
chr6:2988811..2988925,+	chr6:2988847..2988908,+	mRNA.expmatch	protein_coding	chr6:2988847..2988908,+	1.4963591792086106	0.8944235080088216	0.3280907074679624	495.0	moderate	0.17503585210150888
chr6:41888791..41888905,-	chr6:41888814..41888836,-	mRNA.expmatch	protein_coding	chr6:41888814..41888836,-	0.9665516744750752	0.9365299817368152	0.01430706639381211	465.0	moderate	-0.014774922453362774
chr6:42928412..42928526,+	chr6:42928485..42928496,+	mRNA.gwas	protein_coding	chr6:42928485..42928496,+	0.9348912949067486	0.9927590964042292	0.6666666666666666	142.0	moderate	-0.02923888406516725
chr2:238499697..238499811,-	chr2:238499725..238499747,-	mRNA.gwas	protein_coding	chr2:238499725..238499747,-	0.8077837836260942	0.9663129897589416	0.6254139996197493	191.0	moderate	-0.09270486960177544
chr2:238499342..238499456,-	chr2:238499337..238499408,-	mRNA.gwas	protein_coding	chr2:238499337..238499408,-	1.6071882491982143	0.9610316216632234	0.6666666666666666	183.0	moderate	0.2060667484496069
chr11:61976065..61976179,+	chr11:61976137..61976152,+	mRNA.expmatch	protein_coding	chr11:61976137..61976152,+	2.267304150606734	0.9916180666204164		105.0	moderate	0.355509783059917
chr17:10452902..10453016,-	chr17:10452929..10452946,-	mRNA.expmatch	protein_coding	chr17:10452929..10452946,-	15.304004050074266	0.9913766600125818		76.0	moderate	1.1848050719515886
chr20:62372641..62372755,+	chr20:62372706..62372740,+	mRNA.gwas	protein_coding	chr20:62372706..62372740,+	0.5968336595886274	0.9615128269618924	0.6053635430350436	364.0	moderate	-0.22414669196738124
chr20:22566058..22566172,-	chr20:22566089..22566097,-	mRNA.gwas	protein_coding	chr20:22566089..22566097,-	0.023369038654586838	0.9926417380256264	0.6666666666666666	23.0	tissue-specific	-1.6313591530590197
chr19:50084511..50084625,+	chr19:50084561..50084603,+	mRNA.gwas	protein_coding	chr19:50084561..50084603,+	1.1332563002604952	0.91512737217908	0.4417402144646971	191.0	moderate	0.05432814216775327
chr14:56046880..56046994,-	chr14:56046914..56046973,+	mRNA.bidirec70-160	protein_coding	chr14:56046914..56046973,+	70.14656572191518	0.8312148054612861	0.2055847904748216	550.0	ubiquitous	1.8460064134323537
chr14:56046880..56046994,+	chr14:56046914..56046973,+	mRNA.bidirec70-160	protein_coding	chr14:56046914..56046973,+	70.14656572191518	0.8312148054612861	0.2055847904748216	550.0	ubiquitous	1.8460064134323537
chrX:100663169..100663283,-	chrX:100663243..100663254,+	mRNA.expmatch	protein_coding	chrX:100663243..100663254,+	1.851071860613128	0.8660583753620857	0.3839012207082124	524.0	ubiquitous	0.26742327886201417
chrX:100663169..100663283,+	chrX:100663243..100663254,+	mRNA.expmatch	protein_coding	chrX:100663243..100663254,+	1.851071860613128	0.8660583753620857	0.3839012207082124	524.0	ubiquitous	0.26742327886201417
chr5:179125324..179125438,+	chr5:179125368..179125433,+	mRNA.gwas	protein_coding	chr5:179125368..179125433,+	1.5328095736487481	0.8886305261705225	0.4131813766600415	497.0	ubiquitous	0.18548820426698392
chr1:19577983..19578097,-	chr1:19578005..19578041,-	mRNA.random	protein_coding	chr1:19578005..19578041,-	41.51312889958725	0.622719579673418	0.2078848913855656	550.0	ubiquitous	1.618185467963299
chr19:16582746..16582860,-	chr19:16582758..16582797,-	mRNA.gwas	protein_coding	chr19:16582758..16582797,-	21.907509998486532	0.857017371012714	0.1254274621493019	549.0	ubiquitous	1.3405930185752937
chr2:219134825..219134939,-	chr2:219134822..219134898,-	mRNA.gwas	protein_coding	chr2:219134822..219134898,-	70.64166607313427	0.7626567251973576	0.4190459897398521	550.0	ubiquitous	1.849060933460735
chr7:94285400..94285514,-	chr7:94285402..94285462,-	mRNA.random	protein_coding	chr7:94285402..94285462,-	12.002527589062009	0.8321048409077387	0.533144720975553	477.0	moderate	1.0792727129135318
chr22:30970575..30970689,-	chr22:30970588..30970622,-	mRNA.expmatch	protein_coding	chr22:30970588..30970622,-	0.3511645687430016	0.9713732460107573	0.6666666666666666	149.0	moderate	-0.4544893093253093
chr17:20059305..20059419,+	chr17:20059358..20059401,+	mRNA.gwas	div_pc	chr17:20059358..20059401,+	23.46627559463493	0.9347758497026034	0.6204637836641144	518.0	ubiquitous	1.3704441668440142
chr17:20059257..20059371,+	chr17:20059323..20059342,+	mRNA.gwas	div_pc	chr17:20059323..20059342,+	2.726642291722431	0.9293212638227388	0.5088149525488092	468.0	moderate	0.43562816657350845
chr7:124570002..124570116,+	chr7:124569991..124570044,-	mRNA.bidirec70-160	div_pc	chr7:124569991..124570044,-	1.9833011372896647	0.8880679011269556	0.48668384778588303	516.0	ubiquitous	0.2973886609193423
chr7:124570002..124570116,-	chr7:124569991..124570044,-	mRNA.bidirec70-160	div_pc	chr7:124569991..124570044,-	1.9833011372896647	0.8880679011269556	0.48668384778588303	516.0	ubiquitous	0.2973886609193423
chr7:128502797..128502911,+	chr7:128502871..128502882,+	mRNA.random	div_pc	chr7:128502871..128502882,+	2.356656568581605	0.9366906084732768	0.4560934574785908	529.0	ubiquitous	0.37229629816407606
chr7:131012532..131012646,-	chr7:131012606..131012617,+	mRNA.bidirec70-160	div_pc	chr7:131012606..131012617,+	3.694457108141104	0.8210177388664459	0.3666126834115133	546.0	ubiquitous	0.567550628857765
chr7:131012532..131012646,+	chr7:131012606..131012617,+	mRNA.bidirec70-160	div_pc	chr7:131012606..131012617,+	3.694457108141104	0.8210177388664459	0.3666126834115133	546.0	ubiquitous	0.567550628857765
chr2:192110125..192110239,+	chr2:192110199..192110210,+	mRNA.gwas	div_pc	chr2:192110199..192110210,+	1.8117554197831816	0.9076538919887964	0.6216467880776282	447.0	moderate	0.25809956916426824
chr2:177001228..177001342,+	chr2:177001290..177001315,+	mRNA.gwas	div_pc	chr2:177001290..177001315,+	1.7777437221392631	0.9679365179038		255.0	moderate	0.24986915366297865
chr15:40675065..40675179,+	chr15:40675132..40675210,+	mRNA.gwas	protein_coding	chr15:40675132..40675210,+	24.254451703906803	0.7607220019589834	0.2321177466834129	548.0	ubiquitous	1.3847914614127443
chr3:134204792..134204906,+	chr3:134204815..134204839,-	mRNA.gwas	protein_coding	chr3:134204815..134204839,-	27.99108580095512	0.7582926343144141	0.19732394980385004	550.0	ubiquitous	1.4470197454907088
chr3:134204792..134204906,-	chr3:134204815..134204839,-	mRNA.gwas	protein_coding	chr3:134204815..134204839,-	27.99108580095512	0.7582926343144141	0.19732394980385004	550.0	ubiquitous	1.4470197454907088
chr11:17756264..17756378,+	chr11:17756279..17756367,+	mRNA.expmatch	protein_coding	chr11:17756279..17756367,+	5.7524906664821795	0.9797257650942848	0.6666666666666666	229.0	moderate	0.7598559226907766
chr19:19431574..19431688,+	chr19:19431626..19431665,+	mRNA.random	protein_coding	chr19:19431626..19431665,+	27.87811521391081	0.7464068680258662	0.04513903965284132	550.0	ubiquitous	1.4452634085985738
chr19:45417885..45417999,+	chr19:45417959..45417970,+	mRNA.expmatch	protein_coding	chr19:45417959..45417970,+	0.045375138997691584	0.9828781962318388	0.6200947828780191	81.0	moderate	-1.3431820315792362
chr6:168227511..168227625,+	chr6:168227552..168227609,+	mRNA.random	div_pc	chr6:168227552..168227609,+	12.230661932958	0.8712134966848706	0.3726787337066069	532.0	ubiquitous	1.0874499620282523
chr22:50964836..50964950,-	chr22:50964849..50964903,-	mRNA.gwas	protein_coding	chr22:50964849..50964903,-	1.8100995485616385	0.9078008995110334	0.4310771295097066	513.0	ubiquitous	0.2577024600637389
chr11:1892488..1892602,+	chr11:1892551..1892608,+	mRNA.gwas	protein_coding	chr11:1892551..1892608,+	3.9541047484881227	0.9792221105926372		217.0	moderate	0.5970481700580309
chr11:2018415..2018529,-	chr11:2018440..2018456,-	lncRNA	intergenic	chr11:2018440..2018456,-	3.790800007968189	0.9790057099515236	0.5152132023372952	199.0	moderate	0.5787308728656525
chr11:2017351..2017465,-	chr11:2017366..2017393,-	lncRNA	intergenic	chr11:2017366..2017393,-	5.603171872083991	0.9866858628179987	0.5662122078480043	212.0	moderate	0.7484339442510514
chr11:2018948..2019062,-	chr11:2018977..2019048,-	lncRNA	intergenic	chr11:2018977..2019048,-	16.94241504557801	0.985658065925982	0.4874917363041267	252.0	moderate	1.228975316632902
chr17:42992833..42992947,-	chr17:42992860..42992875,-	mRNA.random	protein_coding	chr17:42992860..42992875,-	268.73711853596774	0.9751405826750608	0.41933121541536417	137.0	moderate	2.4293276562433874
chr5:132073203..132073317,-	chr5:132073210..132073275,-	mRNA.random	protein_coding	chr5:132073210..132073275,-	31.47420493849177	0.9259879812465466	0.07981717043122416	550.0	ubiquitous	1.4979547683212215
chr5:140027180..140027294,-	chr5:140027175..140027232,-	mRNA.gwas	protein_coding	chr5:140027175..140027232,-	69.30367820641459	0.7010580962091725	0.05803956470710455	550.0	ubiquitous	1.8407562848622792
chr1:145507529..145507643,-	chr1:145507587..145507615,+	mRNA.bidirec70-160	div_pc	chr1:145507587..145507615,+	6.393843903445478	0.8065975366212825	0.2428311435325914	545.0	ubiquitous	0.8057620293864375
chr1:145507529..145507643,+	chr1:145507587..145507615,+	mRNA.bidirec70-160	div_pc	chr1:145507587..145507615,+	6.393843903445478	0.8065975366212825	0.2428311435325914	545.0	ubiquitous	0.8057620293864375
chr17:4458644..4458758,-	chr17:4458616..4458712,-	mRNA.random	protein_coding	chr17:4458616..4458712,-	28.047909455650853	0.7121120284442526	0.13604924189038667	549.0	ubiquitous	1.447900496761176
chr7:54826869..54826983,+	chr7:54826882..54826913,-	mRNA.bidirec70-160	div_pc	chr7:54826882..54826913,-	152.14763609343	0.7274741962688266	0.18592322467286568	550.0	ubiquitous	2.1822652091453567
chr7:54826869..54826983,-	chr7:54826882..54826913,-	mRNA.bidirec70-160	div_pc	chr7:54826882..54826913,-	152.14763609343	0.7274741962688266	0.18592322467286568	550.0	ubiquitous	2.1822652091453567
chr17:7211612..7211726,-	chr17:7211656..7211698,+	mRNA.expmatch	protein_coding	chr17:7211656..7211698,+	1.1294958055053943	0.9404143861530004	0.3208865683943332	396.0	moderate	0.05288462246377973
chr17:7211612..7211726,+	chr17:7211656..7211698,+	mRNA.expmatch	protein_coding	chr17:7211656..7211698,+	1.1294958055053943	0.9404143861530004	0.3208865683943332	396.0	moderate	0.05288462246377973
chr1:160147114..160147228,+	chr1:160147176..160147200,+	mRNA.expmatch	protein_coding	chr1:160147176..160147200,+	0.7723710761460388	0.9887955549849524		95.0	moderate	-0.11217399810518765
