enhancer_id	TSS_id_Neg	TSS_id_Pos	distTSSs	sum_1828_samples	avExpALL	K562_rep1	K562_rep2	K562_rep3	HeLa_rep1	HeLa_rep2	HeLa_rep3	HepG2_rep1	HepG2_rep2	HepG2_rep3	avExpCS	oligo_reg_Neg	oligo_reg_Pos
chr13:100008605-100009044	chr13:100008728..100008729,-	chr13:100008781..100008782,+	300	1206.54	0.660032822757112	0	0	0	0	0	0	0	0	0	0	chr13:100008694..100008808,-	chr13:100008702..100008816,+
chr13:100084902-100085483	chr13:100085084..100085085,-	chr13:100085262..100085263,+	543	1255.47	0.686799781181619	0	0	0	0	0	0	0	0.0788870790622009	0	0.00876523100691121	chr13:100085050..100085164,-	chr13:100085183..100085297,+
chr13:102569627-102570054	chr13:102569926..102569927,-	chr13:102570017..102570018,+	690	1043.71	0.570957330415755	0	0	0	0	0	0	0	0	0	0	chr13:102569892..102570006,-	chr13:102569938..102570052,+
chr13:109568044-109568430	chr13:109568134..109568135,-	chr13:109568223..109568224,+	270	1216.97	0.665738512035011	0	0	0	0.557002890963744	0.986442743791121	0.707833964105654	0.149888543135257	0.236661237186603	0.064590727600732	0.300268900753679	chr13:109568100..109568214,-	chr13:109568144..109568258,+
chr13:111172874-111173635	chr13:111173253..111173254,-	chr13:111173373..111173374,+	879	2349.01	1.28501641137856	0	0	0	0	0	0	0	0	0	0	chr13:111173219..111173333,-	chr13:111173294..111173408,+
chr13:111589420-111590157	chr13:111589756..111589757,-	chr13:111589800..111589801,+	717	1051.83	0.575399343544858	0	1.71896581225352	0.817489210078951	1.67100867289123	1.19782333174636	1.25837149174338	1.12416407351443	0.788870790622008	0.581316548406588	1.0175566590285	chr13:111589722..111589836,-	chr13:111589721..111589835,+
chr13:114830489-114831626	chr13:114831300..114831301,-	chr13:114831366..114831367,+	1689	2486.47	1.36021334792123	0	0	0	1.11400578192749	0.775062155835881	1.25837149174338	0	0	0	0.349715492167417	chr13:114831266..114831380,-	chr13:114831287..114831401,+
chr13:114894223-114894969	chr13:114894551..114894552,-	chr13:114894599..114894600,+	705	1110.02	0.607231947483589	0	0.190996201361503	0.326995684031581	0	0	0	0	0	0	0.0575546539325649	chr13:114894517..114894631,-	chr13:114894520..114894634,+
chr13:20693405-20693544	chr13:20693473..20693474,-	chr13:20693494..20693495,+	158	1179.14	0.645043763676149	0.219831292528693	0.381992402723005	0.16349784201579	0	0	0	0	0	0	0.0850357263630542	chr13:20693439..20693553,-	chr13:20693415..20693529,+
chr13:20735697-20735843	chr13:20735785..20735786,-	chr13:20735839..20735840,+	231	1738.31	0.950935448577681	0	0	0	0	0	0	0	0	0	0	chr13:20735751..20735865,-	chr13:20735760..20735874,+
chr13:21049956-21050288	chr13:21050124..21050125,-	chr13:21050219..21050220,+	432	1119.77	0.612565645514223	0	0	0	0	0	0	0	0	0	0	chr13:21050090..21050204,-	chr13:21050140..21050254,+
chr13:23500406-23500844	chr13:23500448..23500449,-	chr13:23500707..23500708,+	344	935.996	0.512032822757112	0.659493877586079	0.572988604084508	0.490493526047371	0	0	0	0	0	0	0.191441778635329	chr13:23500414..23500528,-	chr13:23500628..23500742,+
chr13:24289001-24289462	chr13:24289129..24289130,-	chr13:24289253..24289254,+	381	6395.82	3.49880743982495	0	0	0	0	0	0.0786482182339615	0.974275530379172	0.94664494874641	0.839679458809516	0.315472017352118	chr13:24289095..24289209,-	chr13:24289174..24289288,+
chr13:28492905-28493314	chr13:28492999..28493000,-	chr13:28493120..28493121,+	310	914.624	0.500341356673961	0	0	0	0	0	0	0	0	0	0	chr13:28492965..28493079,-	chr13:28493041..28493155,+
chr13:31288828-31289420	chr13:31288935..31288936,-	chr13:31289020..31289021,+	300	1764.48	0.965251641137856	0	0	0	0	0	0	0	0	0	0	chr13:31288901..31289015,-	chr13:31288941..31289055,+
chr13:34116442-34117241	chr13:34116654..34116655,-	chr13:34116690..34116691,+	461	2903.8	1.58851203501094	0.879325170114772	0.954981006807514	0.490493526047371	1.11400578192749	0.915982547806041	0.471889309403769	1.19910834508206	0.631096632497607	0.710498003608052	0.818597813699408	chr13:34116620..34116734,-	chr13:34116611..34116725,+
chr13:34253090-34253722	chr13:34253448..34253449,-	chr13:34253539..34253540,+	808	1081.45	0.59160284463895	0	0	0	1.39250722740936	0.845522351820961	0.550537527637731	4.64654483719298	3.47103147873684	3.29412710763733	1.57780783671502	chr13:34253414..34253528,-	chr13:34253460..34253574,+
chr13:41591294-41591779	chr13:41591449..41591450,-	chr13:41591558..41591559,+	420	1080.65	0.591165207877462	0	0.190996201361503	0.16349784201579	0	0	0	0.0749442715676286	0	0	0.0477153683272135	chr13:41591415..41591529,-	chr13:41591479..41591593,+
chr13:42269057-42269475	chr13:42269163..42269164,-	chr13:42269271..42269272,+	321	2230.58	1.22022975929978	0	0.190996201361503	0	0	0	0	0	0	0	0.0212218001512781	chr13:42269129..42269243,-	chr13:42269192..42269306,+
chr13:43393954-43394179	chr13:43393960..43393961,-	chr13:43394115..43394116,+	168	1835.21	1.00394420131291	0	0	0	0	0	0	0	0	0	0	chr13:43393926..43394040,-	chr13:43394036..43394150,+
chr13:44833229-44833563	chr13:44833277..44833278,-	chr13:44833396..44833397,+	216	1126.19	0.616077680525164	0	0	0.16349784201579	0	0.0704601959850801	0.0786482182339615	0	0	0	0.0347340284705368	chr13:44833243..44833357,-	chr13:44833317..44833431,+
chr13:46913143-46913601	chr13:46913350..46913351,-	chr13:46913468..46913469,+	533	1381.79	0.755902625820569	0	0	0	0	0	0	0	0	0	0	chr13:46913316..46913430,-	chr13:46913389..46913503,+
chr13:47128078-47128394	chr13:47128294..47128295,-	chr13:47128325..47128326,+	464	1559.87	0.85332056892779	0	0.190996201361503	0	0	0.14092039197016	0	0	0	0	0.0368796214812959	chr13:47128260..47128374,-	chr13:47128246..47128360,+
chr13:47242224-47242549	chr13:47242234..47242235,-	chr13:47242291..47242292,+	78	915.445	0.500790481400438	0	0	0	0	0	0	0	0	0	0	chr13:47242200..47242314,-	chr13:47242212..47242326,+
chr13:48478393-48478707	chr13:48478583..48478584,-	chr13:48478669..48478670,+	467	2027.57	1.10917396061269	0	0	0	0	0	0	0	0	0	0	chr13:48478549..48478663,-	chr13:48478590..48478704,+
chr13:49357309-49357845	chr13:49357504..49357505,-	chr13:49357613..49357614,+	500	1190.22	0.651105032822757	0	0	0	0.092833815160624	0.21138058795524	0.157296436467923	0	0	0	0.0512789821759763	chr13:49357470..49357584,-	chr13:49357534..49357648,+
chr13:49601050-49601794	chr13:49601121..49601122,-	chr13:49601245..49601246,+	267	2403.82	1.315	0	0	0	0	0.0704601959850801	0	0	0	0	0.0078289106650089	chr13:49601087..49601201,-	chr13:49601166..49601280,+
chr13:50216185-50216584	chr13:50216226..50216227,-	chr13:50216333..50216334,+	190	1069.08	0.584835886214442	0	0	0	0.278501445481872	0.21138058795524	0.0786482182339615	0	0	0	0.0631700279634526	chr13:50216192..50216306,-	chr13:50216254..50216368,+
chr13:51288107-51288409	chr13:51288145..51288146,-	chr13:51288248..51288249,+	180	1363.91	0.746121444201313	0	0	0	0	0	0	0	0	0	0	chr13:51288111..51288225,-	chr13:51288169..51288283,+
chr13:74709487-74710034	chr13:74709699..74709700,-	chr13:74709769..74709770,+	495	1609.75	0.880607221006565	0	0	0.326995684031581	0	0.775062155835881	0.550537527637731	0.149888543135257	0.0788870790622009	0.193772182802196	0.23057146361165	chr13:74709665..74709779,-	chr13:74709690..74709804,+
chr13:77513352-77513756	chr13:77513479..77513480,-	chr13:77513634..77513635,+	410	954.552	0.522183807439825	0	0	0	0	0	0	0	0	0	0	chr13:77513445..77513559,-	chr13:77513555..77513669,+
chr13:99128638-99129073	chr13:99128863..99128864,-	chr13:99128974..99128975,+	562	1514.93	0.828736323851204	0	0.190996201361503	0.326995684031581	0	0.0704601959850801	0	0	0	0	0.0653835645975738	chr13:99128829..99128943,-	chr13:99128895..99129009,+
chr13:99934075-99934613	chr13:99934282..99934283,-	chr13:99934416..99934417,+	549	1521.44	0.832297592997812	0	0	0	0.092833815160624	0	0	0	0	0	0.0103148683511804	chr13:99934248..99934362,-	chr13:99934337..99934451,+
chr14:100659173-100659604	chr14:100659468..100659469,-	chr14:100659511..100659512,+	634	958.854	0.524537199124727	0	0.381992402723005	0.490493526047371	0.371335260642496	0.28184078394032	0	0.299777086270515	0.236661237186603	0.193772182802196	0.250652497734723	chr14:100659434..100659548,-	chr14:100659432..100659546,+
chr14:102176439-102176788	chr14:102176592..102176593,-	chr14:102176787..102176788,+	502	3248.47	1.77706236323851	7.25443265344687	8.40383285990612	6.53991368063161	0	0	0	0	0	0	2.46646435488718	chr14:102176558..102176672,-	chr14:102176708..102176822,+
chr14:102414226-102414964	chr14:102414513..102414514,-	chr14:102414615..102414616,+	677	11924.2	6.52308533916849	4.39662585057386	4.39291263131456	3.76045036636318	4.17752168222808	4.08669136713465	3.77511447523015	3.82215784994906	4.10212811123444	3.74626220084245	4.02887383720783	chr14:102414479..102414593,-	chr14:102414536..102414650,+
chr14:102836975-102837187	chr14:102837029..102837030,-	chr14:102837094..102837095,+	174	1346.94	0.736838074398249	0	0	0	0	0	0	0	0	0	0	chr14:102836995..102837109,-	chr14:102837015..102837129,+
chr14:102991046-102991386	chr14:102991046..102991047,-	chr14:102991200..102991201,+	155	954.846	0.522344638949672	0.219831292528693	0.572988604084508	0.326995684031581	0.835504336445616	0.775062155835881	1.41566792821131	0.449665629405772	0.552209553435406	0.516725820805856	0.629405667198291	chr14:102991012..102991126,-	chr14:102991121..102991235,+
chr14:103585248-103585668	chr14:103585500..103585501,-	chr14:103585578..103585579,+	583	1927.19	1.05426148796499	0.439662585057386	0	0	0	0	0	0	0	0	0.0488513983397096	chr14:103585466..103585580,-	chr14:103585499..103585613,+
chr14:103673427-103673966	chr14:103673542..103673543,-	chr14:103673634..103673635,+	323	1134.22	0.6204704595186	1.31898775517216	2.67394681906104	1.30798273612632	2.78501445481872	5.70727587479149	2.28079832878488	0	0	0	1.78600066319496	chr14:103673508..103673622,-	chr14:103673555..103673669,+
chr14:104583053-104583460	chr14:104583349..104583350,-	chr14:104583391..104583392,+	635	9558.69	5.22904266958425	0	0	0	0	0	0.0786482182339615	0	0	0	0.00873869091488461	chr14:104583315..104583429,-	chr14:104583312..104583426,+
chr14:105144100-105144955	chr14:105144103..105144104,-	chr14:105144129..105144130,+	33	1505.74	0.823708971553611	0.879325170114772	1.14597720816902	0.980987052094742	0.185667630321248	0.28184078394032	0.235944654701885	0	0	0	0.412193611037999	chr14:105144069..105144183,-	chr14:105144050..105144164,+
chr14:105491233-105491512	chr14:105491428..105491429,-	chr14:105491476..105491477,+	439	1213.1	0.663621444201313	0	0	0.16349784201579	0	0	0	0	0	0	0.0181664268906433	chr14:105491394..105491508,-	chr14:105491397..105491511,+
chr14:105948139-105949025	chr14:105948389..105948390,-	chr14:105948473..105948474,+	585	5165.78	2.82591903719912	0	0	0	0.46416907580312	1.19782333174636	1.10107505527546	0.224832814702886	0.157774158124402	0.129181455201464	0.363872876761521	chr14:105948355..105948469,-	chr14:105948394..105948508,+
chr14:107252931-107253417	chr14:107253018..107253019,-	chr14:107253025..107253026,+	182	1193.02	0.652636761487965	0	0	0	0	0.0704601959850801	0	0.974275530379172	0.709983711559808	0.904270186410247	0.295443291592701	chr14:107252984..107253098,-	chr14:107252946..107253060,+
chr14:21150605-21151121	chr14:21150953..21150954,-	chr14:21151019..21151020,+	763	1749.12	0.956849015317287	0.219831292528693	0	0	0.649836706124368	0.845522351820961	0.393241091169808	0.749442715676286	1.02553202780861	0.904270186410247	0.531964041282108	chr14:21150919..21151033,-	chr14:21150940..21151054,+
chr14:21684818-21685080	chr14:21684981..21684982,-	chr14:21685065..21685066,+	411	1360.86	0.74445295404814	0	0.190996201361503	0	0.185667630321248	0.0704601959850801	0	0.0749442715676286	0.236661237186603	0.064590727600732	0.0914800293358661	chr14:21684947..21685061,-	chr14:21684986..21685100,+
chr14:23320228-23321035	chr14:23320765..23320766,-	chr14:23320834..23320835,+	1144	1445.74	0.790886214442013	0	0	0	0	0	0	0	0	0	0	chr14:23320731..23320845,-	chr14:23320755..23320869,+
chr14:23449757-23450231	chr14:23450021..23450022,-	chr14:23450098..23450099,+	606	1341.3	0.733752735229759	0	0	0	1.29967341224874	1.19782333174636	0.865130400573577	1.49888543135257	1.73551573936842	1.4209960072161	0.89089159138953	chr14:23449987..23450101,-	chr14:23450019..23450133,+
chr14:32953597-32954289	chr14:32954006..32954007,-	chr14:32954017..32954018,+	830	2473.27	1.35299234135667	0.659493877586079	0.381992402723005	0.653991368063161	0.742670521284992	0.493221371895561	0.629185745871692	0.974275530379172	0.552209553435406	0.581316548406588	0.629817435516184	chr14:32953972..32954086,-	chr14:32953938..32954052,+
chr14:34529400-34529785	chr14:34529443..34529444,-	chr14:34529507..34529508,+	151	1164.75	0.637171772428884	0.219831292528693	0.572988604084508	0.16349784201579	0.092833815160624	0.0704601959850801	0	0.224832814702886	0.0788870790622009	0.129181455201464	0.172501455415694	chr14:34529409..34529523,-	chr14:34529428..34529542,+
chr14:35834310-35835208	chr14:35834814..35834815,-	chr14:35834895..35834896,+	1090	2609.09	1.42729212253829	0.219831292528693	0	0	0.092833815160624	0.0704601959850801	0.235944654701885	0.0749442715676286	0.236661237186603	0	0.103408385236724	chr14:35834780..35834894,-	chr14:35834816..35834930,+
chr14:35835253-35835895	chr14:35835539..35835540,-	chr14:35835582..35835583,+	616	3247.42	1.77648796498906	0	0	0	0	0	0	0	0	0.064590727600732	0.00717674751119244	chr14:35835505..35835619,-	chr14:35835503..35835617,+
chr14:50329576-50329987	chr14:50329618..50329619,-	chr14:50329683..50329684,+	150	3965.29	2.16919584245077	1.31898775517216	0.954981006807514	1.6349784201579	2.04234393353373	2.32518646750764	1.80890901938111	0.749442715676286	0.867757869684209	1.29181455201464	1.44382241554835	chr14:50329584..50329698,-	chr14:50329604..50329718,+
chr14:50334846-50335244	chr14:50334900..50334901,-	chr14:50335082..50335083,+	291	3645.79	1.99441466083151	0.439662585057386	0.190996201361503	0.653991368063161	1.20683959708811	1.69104470364192	1.10107505527546	0.449665629405772	0.552209553435406	0.64590727600732	0.77015466325956	chr14:50334866..50334980,-	chr14:50335003..50335117,+
chr14:50467375-50468846	chr14:50468035..50468036,-	chr14:50468113..50468114,+	1399	1864.44	1.01993435448578	0.439662585057386	0.572988604084508	0.490493526047371	1.67100867289123	0.775062155835881	1.41566792821131	0.749442715676286	1.89328989749282	1.93772182802196	1.10503754592431	chr14:50468001..50468115,-	chr14:50468034..50468148,+
chr14:50497743-50497949	chr14:50497747..50497748,-	chr14:50497908..50497909,+	170	921.789	0.504260940919037	0	0	0	0	0	0	0	0	0	0	chr14:50497713..50497827,-	chr14:50497829..50497943,+
chr14:50527611-50528257	chr14:50527895..50527896,-	chr14:50527945..50527946,+	619	1109.54	0.606969365426696	0	0	0.16349784201579	0.185667630321248	0.21138058795524	0.235944654701885	0.224832814702886	0.0788870790622009	0.452135093205124	0.172482855773819	chr14:50527861..50527975,-	chr14:50527866..50527980,+
chr14:50531720-50532221	chr14:50531867..50531868,-	chr14:50531882..50531883,+	310	1660.01	0.908101750547046	0	0	0	0	0	0	0	0	0	0	chr14:50531833..50531947,-	chr14:50531803..50531917,+
chr14:52332665-52333559	chr14:52333200..52333201,-	chr14:52333302..52333303,+	1173	1104.72	0.604332603938731	0	0	0	0	0	0	0	0	0	0	chr14:52333166..52333280,-	chr14:52333223..52333337,+
chr14:52337471-52337915	chr14:52337547..52337548,-	chr14:52337618..52337619,+	224	942.299	0.515480853391685	0	0	0	0	0	0	0	0	0	0	chr14:52337513..52337627,-	chr14:52337539..52337653,+
chr14:52350999-52351848	chr14:52351028..52351029,-	chr14:52351253..52351254,+	284	1330.63	0.727915754923414	0	0	0	0	0	0	0	0	0	0	chr14:52350994..52351108,-	chr14:52351174..52351288,+
chr14:55565052-55565329	chr14:55565238..55565239,-	chr14:55565254..55565255,+	389	1537.16	0.84089715536105	0	0.190996201361503	0	0	0	0	0	0	0	0.0212218001512781	chr14:55565204..55565318,-	chr14:55565175..55565289,+
chr14:55569733-55570176	chr14:55570073..55570074,-	chr14:55570100..55570101,+	708	2769.87	1.51524617067834	3.0776380954017	1.33697340953052	2.45246763023685	1.48534104256998	0.845522351820961	1.33701970997735	2.32327241859649	1.81440281843062	1.93772182802196	1.84559547828738	chr14:55570039..55570153,-	chr14:55570021..55570135,+
chr14:55574465-55575376	chr14:55574574..55574575,-	chr14:55574702..55574703,+	347	1054.83	0.577040481400438	0	0	0.16349784201579	0.092833815160624	0.422761175910481	0	0.0749442715676286	0	0.193772182802196	0.105312143050747	chr14:55574540..55574654,-	chr14:55574623..55574737,+
chr14:55596570-55597156	chr14:55596578..55596579,-	chr14:55596595..55596596,+	34	1650.95	0.903145514223195	0	0	0	0	0.0704601959850801	0.0786482182339615	0	0	0	0.0165676015798935	chr14:55596544..55596658,-	chr14:55596516..55596630,+
chr14:59656513-59656908	chr14:59656837..59656838,-	chr14:59656846..59656847,+	658	932.206	0.509959518599562	0.219831292528693	0	0	0	0	0	0	0.0788870790622009	0.064590727600732	0.0403676776879584	chr14:59656803..59656917,-	chr14:59656767..59656881,+
chr14:61570265-61570959	chr14:61570600..61570601,-	chr14:61570672..61570673,+	743	2125.21	1.1625875273523	0	0	0.16349784201579	0.185667630321248	0.0704601959850801	0	0.0749442715676286	0	0.193772182802196	0.0764824580768825	chr14:61570566..61570680,-	chr14:61570593..61570707,+
chr14:61938268-61939375	chr14:61939151..61939152,-	chr14:61939164..61939165,+	1780	1017.24	0.556477024070022	0	0	0	0.557002890963744	0.3523009799254	0.629185745871692	0.0749442715676286	0	0.129181455201464	0.193623927058881	chr14:61939117..61939231,-	chr14:61939085..61939199,+
chr14:61946856-61947374	chr14:61946966..61946967,-	chr14:61947020..61947021,+	275	3758.89	2.05628555798687	0	0	0	0.092833815160624	0	0.0786482182339615	0	0	0	0.0190535592660651	chr14:61946932..61947046,-	chr14:61946941..61947055,+
chr14:62026213-62026731	chr14:62026453..62026454,-	chr14:62026611..62026612,+	639	967.992	0.529536105032823	0	0	0	0.092833815160624	0.0704601959850801	0	0.674498444108658	0.709983711559808	1.09804236921244	0.29397983733629	chr14:62026419..62026533,-	chr14:62026532..62026646,+
chr14:62032593-62032996	chr14:62032733..62032734,-	chr14:62032835..62032836,+	383	949.22	0.519266958424508	0	0	0	0.835504336445616	0.915982547806041	0.707833964105654	0	0	0	0.273257872039701	chr14:62032699..62032813,-	chr14:62032756..62032870,+
chr14:62070604-62070799	chr14:62070606..62070607,-	chr14:62070794..62070795,+	193	1405.75	0.769009846827133	0	0	0	0	0	0	0	0	0	0	chr14:62070572..62070686,-	chr14:62070715..62070829,+
chr14:68161499-68161767	chr14:68161547..68161548,-	chr14:68161684..68161685,+	234	1746.61	0.955475929978118	0.439662585057386	0.572988604084508	0	0.742670521284992	0.14092039197016	0.786482182339615	0.899331258811544	0.709983711559808	0.64590727600732	0.548660725679481	chr14:68161513..68161627,-	chr14:68161605..68161719,+
chr14:68604521-68604895	chr14:68604576..68604577,-	chr14:68604701..68604702,+	236	1223.62	0.66937636761488	0	0	0	0.092833815160624	0.0704601959850801	0	0.149888543135257	0.0788870790622009	0.064590727600732	0.0507400401048771	chr14:68604542..68604656,-	chr14:68604622..68604736,+
chr14:69199843-69200146	chr14:69200004..69200005,-	chr14:69200017..69200018,+	336	2044.1	1.11821663019694	0	0	0	0	0	0	0	0	0	0	chr14:69199970..69200084,-	chr14:69199938..69200052,+
chr14:69417780-69418181	chr14:69417876..69417877,-	chr14:69418051..69418052,+	368	919.253	0.50287363238512	0	0	0	0.092833815160624	0	0	0	0	0	0.0103148683511804	chr14:69417842..69417956,-	chr14:69417972..69418086,+
chr14:69618210-69618757	chr14:69618294..69618295,-	chr14:69618425..69618426,+	300	1059.59	0.579644420131291	0.659493877586079	0.381992402723005	0.490493526047371	0.46416907580312	0.14092039197016	0.157296436467923	0.224832814702886	0.315548316248803	0.129181455201464	0.329325366305646	chr14:69618260..69618374,-	chr14:69618346..69618460,+
chr14:70186093-70186928	chr14:70186332..70186333,-	chr14:70186394..70186395,+	541	1151.27	0.629797592997812	0	0	0	0	0	0	0	0	0	0	chr14:70186298..70186412,-	chr14:70186315..70186429,+
chr14:71865475-71866239	chr14:71865896..71865897,-	chr14:71865946..71865947,+	893	2569.39	1.40557439824945	0	0	0	0	0	0	0	0	0.064590727600732	0.00717674751119244	chr14:71865862..71865976,-	chr14:71865867..71865981,+
chr14:73931867-73932085	chr14:73931880..73931881,-	chr14:73932047..73932048,+	194	2115.08	1.15704595185996	0	0	0	0	0	0	0	0	0	0	chr14:73931846..73931960,-	chr14:73931968..73932082,+
chr14:73932564-73932865	chr14:73932753..73932754,-	chr14:73932795..73932796,+	421	1377.98	0.753818380743983	0	0	0	0	0	0	0	0	0	0	chr14:73932719..73932833,-	chr14:73932716..73932830,+
chr14:73934074-73934542	chr14:73934186..73934187,-	chr14:73934273..73934274,+	312	1193.44	0.652866520787746	0	0	0.490493526047371	0	0	0	0	0	0	0.0544992806719301	chr14:73934152..73934266,-	chr14:73934194..73934308,+
chr14:75491919-75492089	chr14:75492020..75492021,-	chr14:75492045..75492046,+	228	1523.62	0.833490153172866	0	0	0.16349784201579	0	0	0	0	0	0	0.0181664268906433	chr14:75491986..75492100,-	chr14:75491966..75492080,+
chr14:75592667-75593037	chr14:75592973..75592974,-	chr14:75593034..75593035,+	674	918.405	0.502409737417943	0.219831292528693	0	0.16349784201579	0.092833815160624	0	0	0	0.0788870790622009	0.129181455201464	0.0760257204409747	chr14:75592939..75593053,-	chr14:75592955..75593069,+
chr14:75741549-75742051	chr14:75741690..75741691,-	chr14:75741769..75741770,+	362	1778.48	0.972910284463895	0	0	0	0	0	0	0	0	0	0	chr14:75741656..75741770,-	chr14:75741690..75741804,+
chr14:77422240-77422571	chr14:77422438..77422439,-	chr14:77422477..77422478,+	436	1201.43	0.657237417943107	0	0	0	0.278501445481872	0.28184078394032	0.157296436467923	0	0	0.064590727600732	0.0869143770545386	chr14:77422404..77422518,-	chr14:77422398..77422512,+
chr14:77444143-77444725	chr14:77444456..77444457,-	chr14:77444480..77444481,+	651	1372.54	0.750842450765864	0	0	0	0	0	0	0	0	0	0	chr14:77444422..77444536,-	chr14:77444401..77444515,+
chr14:77499482-77500543	chr14:77500466..77500467,-	chr14:77500484..77500485,+	1987	2843.48	1.55551422319475	0	0	0	1.20683959708811	0.704601959850801	1.17972327350942	0.0749442715676286	0	0.129181455201464	0.36614339524638	chr14:77500432..77500546,-	chr14:77500405..77500519,+
chr14:81685513-81686063	chr14:81685707..81685708,-	chr14:81685739..81685740,+	421	16018.2	8.76269146608315	0	0.381992402723005	0.16349784201579	4.2703554973887	4.57991273903021	3.22457694759242	1.94855106075834	2.52438652999043	2.71281055923074	2.20067595319218	chr14:81685673..81685787,-	chr14:81685660..81685774,+
chr14:88461350-88461753	chr14:88461512..88461513,-	chr14:88461595..88461596,+	408	6240.72	3.41396061269147	0	0	0	0	0	0	0	0	0	0	chr14:88461478..88461592,-	chr14:88461516..88461630,+
chr14:91096658-91097052	chr14:91096808..91096809,-	chr14:91096981..91096982,+	474	1390.76	0.760809628008753	0	0	0	0	0	0	0	0	0	0	chr14:91096774..91096888,-	chr14:91096902..91097016,+
chr14:91730791-91731194	chr14:91731187..91731188,-	chr14:91731193..91731194,+	799	970.078	0.530677242888403	3.0776380954017	4.58390883267606	4.25094389241055	0	0.0704601959850801	0	0.0749442715676286	0	0	1.33976614311567	chr14:91731153..91731267,-	chr14:91731114..91731228,+
chr14:92997430-92998230	chr14:92997923..92997924,-	chr14:92997934..92997935,+	998	957.609	0.523856126914661	0	0.190996201361503	0	0	0	0	0	0	0	0.0212218001512781	chr14:92997889..92998003,-	chr14:92997855..92997969,+
chr14:94860948-94861396	chr14:94861086..94861087,-	chr14:94861178..94861179,+	369	2795.44	1.5292341356674	0	0	0	0	0	0	0.299777086270515	0.236661237186603	0.387544365604392	0.102664743229057	chr14:94861052..94861166,-	chr14:94861099..94861213,+
chr14:99439262-99439638	chr14:99439515..99439516,-	chr14:99439614..99439615,+	606	1133.17	0.619896061269147	0.219831292528693	0.572988604084508	0.653991368063161	1.11400578192749	0.563681567880641	0.393241091169808	0.0749442715676286	0.315548316248803	0.32295363800366	0.470131770163821	chr14:99439481..99439595,-	chr14:99439535..99439649,+
chr14:99725559-99726087	chr14:99725860..99725861,-	chr14:99725913..99725914,+	656	1464.59	0.801198030634573	0	0	0	0	0	0	0	0	0	0	chr14:99725826..99725940,-	chr14:99725834..99725948,+
chr14:99735950-99736476	chr14:99736215..99736216,-	chr14:99736335..99736336,+	651	1091.2	0.596936542669584	0	0	0	0	0	0	0	0	0	0	chr14:99736181..99736295,-	chr14:99736256..99736370,+
chr15:101741612-101741900	chr15:101741665..101741666,-	chr15:101741840..101741841,+	282	1010.58	0.552833698030635	0	0	0	0	0	0	0	0	0	0	chr15:101741631..101741745,-	chr15:101741761..101741875,+
chr15:102202329-102202647	chr15:102202329..102202330,-	chr15:102202637..102202638,+	309	3105.82	1.69902625820569	0	0	0	0	0	0	0	0	0	0	chr15:102202295..102202409,-	chr15:102202558..102202672,+
chr15:34625973-34627107	chr15:34626345..34626346,-	chr15:34626362..34626363,+	762	1501.6	0.82144420131291	0	0	0	0.092833815160624	0	0	0	0	0	0.0103148683511804	chr15:34626311..34626425,-	chr15:34626283..34626397,+
chr15:34627277-34627936	chr15:34627529..34627530,-	chr15:34627597..34627598,+	573	1190.47	0.651241794310722	0	0	0	0	0	0	0	0	0	0	chr15:34627495..34627609,-	chr15:34627518..34627632,+
chr15:38546643-38547172	chr15:38546904..38546905,-	chr15:38546980..38546981,+	599	1467.32	0.802691466083151	0.879325170114772	2.10095821497653	1.79847626217369	0.092833815160624	0	0	0.0749442715676286	0.157774158124402	0.129181455201464	0.581499260813234	chr15:38546870..38546984,-	chr15:38546901..38547015,+
chr15:39683457-39683798	chr15:39683559..39683560,-	chr15:39683718..39683719,+	364	1385.93	0.758167396061269	0	0	0	0	0	0	0	0	0	0	chr15:39683525..39683639,-	chr15:39683639..39683753,+
chr15:39689205-39689637	chr15:39689387..39689388,-	chr15:39689561..39689562,+	539	1413.66	0.773336980306346	0	0	0	0	0	0	0	0	0	0	chr15:39689353..39689467,-	chr15:39689482..39689596,+
chr15:39746441-39746964	chr15:39746534..39746535,-	chr15:39746636..39746637,+	289	1405.6	0.768927789934354	0	0	0	0	0	0	0	0	0	0	chr15:39746500..39746614,-	chr15:39746557..39746671,+
chr15:40391032-40391342	chr15:40391099..40391100,-	chr15:40391166..40391167,+	202	1660.64	0.908446389496718	0.219831292528693	0	0.326995684031581	0	0.0704601959850801	0.0786482182339615	0.224832814702886	0.0788870790622009	0.129181455201464	0.125426304416207	chr15:40391065..40391179,-	chr15:40391087..40391201,+
chr15:41953918-41954236	chr15:41954124..41954125,-	chr15:41954128..41954129,+	417	1528.55	0.836187089715536	1.75865034022954	0.381992402723005	0.490493526047371	0.46416907580312	0.28184078394032	0.471889309403769	0.674498444108658	0.552209553435406	0.452135093205124	0.614208725432924	chr15:41954090..41954204,-	chr15:41954049..41954163,+
chr15:42463402-42463616	chr15:42463455..42463456,-	chr15:42463542..42463543,+	194	1220.85	0.667861050328228	0	0	0	0	0	0	0	0	0	0	chr15:42463421..42463535,-	chr15:42463463..42463577,+
