oligo_reg	TSS_id	selected	PromType2
chr19:5839698..5839812,-	chr19:5839721..5839738,-	mRNA.gwas	protein_coding
chr19:5839678..5839792,-	chr19:5839707..5839718,-	mRNA.gwas	protein_coding
chr10:72201402..72201516,-	chr10:72201429..72201443,-	mRNA.random	protein_coding
chr11:57435223..57435337,+	chr11:57435282..57435333,+	mRNA.gwas	protein_coding
chr10:76585246..76585360,+	chr10:76585303..76585354,+	mRNA.expmatch	protein_coding
chr8:35092915..35093029,+	chr8:35092985..35093003,+	mRNA.expmatch	protein_coding
chr3:184529904..184530018,+	chr3:184529948..184529990,+	mRNA.expmatch	protein_coding
chr3:184529904..184530018,-	chr3:184529948..184529990,+	mRNA.expmatch	protein_coding
chr21:42798088..42798202,+	chr21:42798158..42798174,+	mRNA.gwas	protein_coding
chr21:42798059..42798173,+	chr21:42798124..42798146,+	mRNA.expmatch	protein_coding
chr7:1609603..1609717,+	chr7:1609591..1609690,-	mRNA.bidirec70-160	div_pc
chr7:1609603..1609717,-	chr7:1609591..1609690,-	mRNA.bidirec70-160	div_pc
chr1:2487730..2487844,+	chr1:2487800..2487845,+	mRNA.gwas	protein_coding
chr12:121454255..121454369,-	chr12:121454282..121454304,-	mRNA.gwas	protein_coding
chr3:136580995..136581109,+	chr3:136581042..136581089,+	mRNA.bidirec70-160	div_pc
chr3:136580995..136581109,-	chr3:136581042..136581089,+	mRNA.bidirec70-160	div_pc
chr2:220071565..220071679,+	chr2:220071639..220071650,+	mRNA.random	protein_coding
chr7:44621849..44621963,-	chr7:44621878..44621889,-	mRNA.expmatch	protein_coding
chr11:77850629..77850743,+	chr11:77850629..77850686,-	mRNA.bidirec70-160	div_pc
chr11:77850629..77850743,-	chr11:77850629..77850686,-	mRNA.bidirec70-160	div_pc
chr21:34775656..34775770,+	chr21:34775698..34775771,+	mRNA.gwas	protein_coding
chr21:34775698..34775812,+	chr21:34775772..34775786,+	mRNA.gwas	protein_coding
chr1:201476216..201476330,+	chr1:201476220..201476260,-	mRNA.bidirec70-160	protein_coding
chr1:201476216..201476330,-	chr1:201476220..201476260,-	mRNA.bidirec70-160	protein_coding
chr4:1242883..1242997,+	chr4:1242871..1242942,-	mRNA.bidirec70-160	div_pc
chr4:1242883..1242997,-	chr4:1242871..1242942,-	mRNA.bidirec70-160	div_pc
chr16:67927077..67927191,+	chr16:67927147..67927180,+	mRNA.gwas	protein_coding
chr22:29168653..29168767,+	chr22:29168652..29168770,+	mRNA.gwas	protein_coding
chr21:46340854..46340968,-	chr21:46340884..46340893,-	mRNA.bidirec70-160	protein_coding
chr21:46340854..46340968,+	chr21:46340884..46340893,-	mRNA.bidirec70-160	protein_coding
chr21:47768077..47768191,+	chr21:47768144..47768175,+	mRNA.random	protein_coding
chr11:118095758..118095872,-	chr11:118095756..118095798,-	mRNA.expmatch	protein_coding
chr1:155278467..155278581,+	chr1:155278542..155278559,+	mRNA.random	protein_coding
chr1:157670668..157670782,-	chr1:157670686..157670730,-	mRNA.gwas	protein_coding
chr8:144099828..144099942,-	chr8:144099896..144099913,+	mRNA.bidirec70-160	div_pc
chr8:144099866..144099980,+	chr8:144099914..144099953,+	mRNA.random	div_pc
chr8:144099828..144099942,+	chr8:144099896..144099913,+	mRNA.bidirec70-160	div_pc
chr8:145742837..145742951,-	chr8:145742862..145742883,-	mRNA.gwas	protein_coding
chr8:145747848..145747962,+	chr8:145747889..145747969,+	mRNA.gwas	protein_coding
chr8:145703309..145703423,+	chr8:145703355..145703473,+	mRNA.gwas	protein_coding
chr22:21984276..21984390,-	chr22:21984282..21984359,-	mRNA.gwas	protein_coding
chr11:537447..537561,+	chr11:537494..537537,+	mRNA.gwas	protein_coding
chr17:74733378..74733492,-	chr17:74733404..74733422,-	mRNA.gwas	protein_coding
chr19:52391169..52391283,-	chr19:52391147..52391218,-	mRNA.expmatch	protein_coding
chr16:1922127..1922241,-	chr16:1922109..1922181,-	mRNA.gwas	protein_coding
chr11:72145537..72145651,-	chr11:72145527..72145607,-	mRNA.expmatch	protein_coding
chr11:72145537..72145651,+	chr11:72145527..72145607,-	mRNA.expmatch	protein_coding
chr11:74699898..74700012,+	chr11:74699942..74699999,+	mRNA.random	protein_coding
chr11:62104849..62104963,+	chr11:62104897..62104975,+	mRNA.random	div_pc
chr1:53704155..53704269,+	chr1:53704157..53704219,-	mRNA.bidirec70-160	div_pc
chr1:53704155..53704269,-	chr1:53704157..53704219,-	mRNA.bidirec70-160	div_pc
chr2:43019688..43019802,-	chr2:43019698..43019739,-	mRNA.gwas	protein_coding
chr2:43019645..43019759,-	chr2:43019675..43019690,-	mRNA.gwas	protein_coding
chr2:61108734..61108848,+	chr2:61108808..61108821,+	mRNA.gwas	div_pc
chr2:61372171..61372285,+	chr2:61372226..61372273,+	mRNA.bidirec70-160	protein_coding
chr2:61372171..61372285,-	chr2:61372226..61372273,+	mRNA.bidirec70-160	protein_coding
chr2:200820436..200820550,+	chr2:200820494..200820550,+	mRNA.gwas	protein_coding
chr4:95263952..95264066,-	chr4:95263977..95264006,-	mRNA.expmatch	protein_coding
chr2:128283978..128284092,-	chr2:128284003..128284018,-	mRNA.expmatch	protein_coding
chr2:128284030..128284144,-	chr2:128284020..128284091,-	mRNA.gwas	protein_coding
chr2:74375052..74375166,-	chr2:74375081..74375092,-	mRNA.bidirec70-160	div_pc
chr2:74375052..74375166,+	chr2:74375081..74375092,-	mRNA.bidirec70-160	div_pc
chr2:177502682..177502796,-	chr2:177502703..177502747,-	lncRNA	intergenic
chr2:177502302..177502416,+	chr2:177502254..177502360,-	lncRNA	intergenic
chr2:177502302..177502416,-	chr2:177502254..177502360,-	lncRNA	intergenic
chr1:155658069..155658183,-	chr1:155658096..155658120,-	mRNA.gwas	protein_coding
chr2:203736184..203736298,-	chr2:203736150..203736236,-	mRNA.gwas	protein_coding
chr17:74553771..74553885,-	chr17:74553841..74553864,+	lncRNA	intergenic
chr17:74553771..74553885,+	chr17:74553841..74553864,+	lncRNA	intergenic
chr3:112738478..112738592,-	chr3:112738490..112738533,-	mRNA.bidirec70-160	div_pc
chr3:112738478..112738592,+	chr3:112738490..112738533,-	mRNA.bidirec70-160	div_pc
chr3:63953404..63953518,+	chr3:63953435..63953499,+	mRNA.expmatch	protein_coding
chr3:156878514..156878628,-	chr3:156878540..156878560,-	mRNA.gwas	protein_coding
chr3:142607993..142608107,-	chr3:142608001..142608053,-	mRNA.gwas	protein_coding
chr4:108746008..108746122,+	chr4:108746081..108746096,+	mRNA.random	protein_coding
chr4:100867848..100867962,-	chr4:100867864..100867889,-	mRNA.expmatch	protein_coding
chr3:48514465..48514579,-	chr3:48514483..48514523,-	mRNA.random	protein_coding
chr5:52405550..52405664,+	chr5:52405564..52405611,-	mRNA.bidirec70-160	div_pc
chr5:52405550..52405664,-	chr5:52405564..52405611,-	mRNA.bidirec70-160	div_pc
chr5:83680206..83680320,+	chr5:83680211..83680254,-	mRNA.bidirec70-160	div_pc
chr5:83680206..83680320,-	chr5:83680211..83680254,-	mRNA.bidirec70-160	div_pc
chr5:63461626..63461740,+	chr5:63461642..63461722,+	mRNA.expmatch	protein_coding
chr5:149380182..149380296,+	chr5:149380195..149380224,-	mRNA.random	protein_coding
chr5:149380182..149380296,-	chr5:149380195..149380224,-	mRNA.random	protein_coding
chr5:74062904..74063018,+	chr5:74062931..74062980,-	mRNA.random	protein_coding
chr5:74062904..74063018,-	chr5:74062931..74062980,-	mRNA.random	protein_coding
chr6:147525608..147525722,+	chr6:147525661..147525726,+	mRNA.expmatch	div_pc
chr5:159846053..159846167,-	chr5:159846066..159846095,-	mRNA.gwas	protein_coding
chr5:159848756..159848870,+	chr5:159848807..159848847,+	mRNA.random	protein_coding
chr5:141016908..141017022,+	chr5:141016969..141017032,+	mRNA.random	protein_coding
chr7:5322496..5322610,+	chr7:5322565..5322589,+	mRNA.expmatch	protein_coding
chr7:94047029..94047143,+	chr7:94047099..94047117,+	mRNA.gwas	protein_coding
chr8:118532891..118533005,+	chr8:118532937..118532997,+	mRNA.random	protein_coding
chr8:6795793..6795907,-	chr8:6795823..6795843,-	mRNA.gwas	protein_coding
chr7:139025807..139025921,+	chr7:139025875..139025904,+	mRNA.expmatch	protein_coding
chr8:95961559..95961673,-	chr8:95961578..95961628,-	mRNA.gwas	div_pc
chr9:86595464..86595578,-	chr9:86595496..86595501,-	mRNA.gwas	protein_coding
chr7:73256811..73256925,-	chr7:73256838..73256870,-	mRNA.random	protein_coding
chrY:16636329..16636443,+	chrY:16636354..16636430,+	mRNA.random	protein_coding
chr14:91282804..91282918,-	chr14:91282821..91282857,-	mRNA.gwas	protein_coding
chr15:49913033..49913147,-	chr15:49913060..49913095,-	mRNA.gwas	protein_coding
chr12:8834116..8834230,+	chr12:8834188..8834202,+	mRNA.random	protein_coding
chr19:56989446..56989560,+	chr19:56989485..56989565,+	lncRNA	div_lnc
chr10:135061353..135061467,-	chr10:135061380..135061396,-	lncRNA	intergenic
chr22:41777866..41777980,+	chr22:41777927..41777971,+	mRNA.gwas	protein_coding
chr9:131580660..131580774,+	chr9:131580734..131580764,+	mRNA.gwas	protein_coding
chr16:19079149..19079263,+	chr16:19079215..19079244,+	mRNA.expmatch	div_pc
chr18:44676829..44676943,-	chr18:44676819..44676883,-	mRNA.gwas	protein_coding
chr18:47721341..47721455,+	chr18:47721315..47721430,-	mRNA.expmatch	protein_coding
chr18:47721341..47721455,-	chr18:47721315..47721430,-	mRNA.expmatch	protein_coding
chr16:89724164..89724278,-	chr16:89724188..89724261,+	mRNA.gwas	protein_coding
chr16:89724164..89724278,+	chr16:89724188..89724261,+	mRNA.gwas	protein_coding
chr12:49582776..49582890,-	chr12:49582787..49582816,-	mRNA.random	protein_coding
chr19:53073460..53073574,+	chr19:53073532..53073551,+	mRNA.random	protein_coding
chr12:50222161..50222275,-	chr12:50222187..50222203,-	mRNA.bidirec70-160	div_pc
chr12:50222161..50222275,+	chr12:50222187..50222203,-	mRNA.bidirec70-160	div_pc
chr19:54960298..54960412,-	chr19:54960358..54960424,+	mRNA.bidirec70-160	div_pc
chr19:54960298..54960412,+	chr19:54960358..54960424,+	mRNA.bidirec70-160	div_pc
chr8:143761835..143761949,+	chr8:143761905..143761921,+	mRNA.gwas	protein_coding
chr17:1619750..1619864,+	chr17:1619807..1619845,+	mRNA.expmatch	div_pc
chr17:2207170..2207284,+	chr17:2207238..2207277,+	mRNA.gwas	protein_coding
chr19:8428960..8429074,+	chr19:8429031..8429048,+	mRNA.random	protein_coding
chr17:5015136..5015250,+	chr17:5015129..5015187,-	mRNA.bidirec70-160	protein_coding
chr17:5015136..5015250,-	chr17:5015129..5015187,-	mRNA.bidirec70-160	protein_coding
chr17:5390106..5390220,+	chr17:5390176..5390218,+	mRNA.gwas	protein_coding
chr8:60031678..60031792,-	chr8:60031749..60031809,+	lncRNA	div_lnc
chr8:60031678..60031792,+	chr8:60031749..60031809,+	lncRNA	div_lnc
chr11:62649091..62649205,+	chr11:62649158..62649230,+	mRNA.gwas	div_pc
chr11:65308062..65308176,-	chr11:65308082..65308109,-	mRNA.gwas	protein_coding
chr11:64546234..64546348,-	chr11:64546263..64546274,-	mRNA.gwas	div_pc
chr11:64546206..64546320,-	chr11:64546232..64546255,-	mRNA.gwas	div_pc
chr6:56911262..56911376,+	chr6:56911336..56911342,+	mRNA.random	protein_coding
chr3:52321773..52321887,+	chr3:52321827..52321859,+	mRNA.gwas	protein_coding
chr1:234509339..234509453,+	chr1:234509413..234509431,+	mRNA.expmatch	div_pc
chr1:234509339..234509453,-	chr1:234509413..234509431,+	mRNA.expmatch	div_pc
chr8:49984823..49984937,+	chr8:49984894..49984911,+	mRNA.gwas	protein_coding
chr16:74700722..74700836,-	chr16:74700747..74700804,-	mRNA.gwas	protein_coding
chr4:4543705..4543819,+	chr4:4543700..4543759,-	mRNA.bidirec70-160	div_pc
chr4:4543705..4543819,-	chr4:4543700..4543759,-	mRNA.bidirec70-160	div_pc
chr13:115047023..115047137,+	chr13:115047097..115047120,+	mRNA.random	protein_coding
chr19:50431928..50432042,+	chr19:50431999..50432026,+	mRNA.random	protein_coding
chr12:94071074..94071188,+	chr12:94071129..94071163,+	mRNA.random	protein_coding
chr8:142011228..142011342,+	chr8:142011244..142011288,-	mRNA.expmatch	protein_coding
chr8:142011228..142011342,-	chr8:142011244..142011288,-	mRNA.expmatch	protein_coding
chr2:145277651..145277765,-	chr2:145277640..145277771,-	mRNA.random	protein_coding
chr16:30546257..30546371,-	chr16:30546275..30546297,-	mRNA.bidirec70-160	protein_coding
chr16:30546257..30546371,+	chr16:30546275..30546297,-	mRNA.bidirec70-160	protein_coding
chr3:39851020..39851134,+	chr3:39851094..39851151,+	mRNA.expmatch	protein_coding
chr5:173472643..173472757,+	chr5:173472676..173472732,+	mRNA.random	protein_coding
chr4:145061836..145061950,-	chr4:145061865..145061877,-	mRNA.expmatch	protein_coding
chr3:33138220..33138334,-	chr3:33138240..33138266,-	mRNA.expmatch	protein_coding
chr3:33138220..33138334,+	chr3:33138240..33138266,-	mRNA.expmatch	protein_coding
chr2:54342721..54342835,+	chr2:54342789..54342821,+	mRNA.expmatch	protein_coding
chr4:6675094..6675208,+	chr4:6675172..6675178,+	lncRNA	intergenic
chr4:6675094..6675208,-	chr4:6675172..6675178,+	lncRNA	intergenic
chr13:45915489..45915603,+	chr13:45915545..45915601,+	lncRNA	div_lnc
chr13:45915647..45915761,+	chr13:45915717..45915752,+	lncRNA	div_lnc
chr13:45915618..45915732,+	chr13:45915678..45915711,+	lncRNA	div_lnc
chr5:112630600..112630714,-	chr5:112630598..112630689,-	mRNA.random	protein_coding
chr1:90098503..90098617,+	chr1:90098574..90098604,+	mRNA.bidirec70-160	div_pc
chr1:90098503..90098617,-	chr1:90098574..90098604,+	mRNA.bidirec70-160	div_pc
chr1:90098668..90098782,+	chr1:90098737..90098753,+	mRNA.gwas	div_pc
chr4:159644509..159644623,-	chr4:159644507..159644584,-	mRNA.random	protein_coding
chr1:11159873..11159987,-	chr1:11159887..11159935,-	mRNA.gwas	div_pc
chr2:3605885..3605999,+	chr2:3605885..3605958,-	mRNA.bidirec70-160	div_pc
chr2:3605885..3605999,-	chr2:3605885..3605958,-	mRNA.bidirec70-160	div_pc
chr19:2900875..2900989,+	chr19:2900917..2900981,+	mRNA.gwas	protein_coding
chr4:140374926..140375040,+	chr4:140374966..140375016,+	mRNA.random	div_pc
chr1:92495469..92495583,+	chr1:92495528..92495604,+	mRNA.expmatch	protein_coding
chr5:43067583..43067697,+	chr5:43067636..43067674,+	mRNA.random	protein_coding
chr11:118972528..118972642,-	chr11:118972524..118972571,-	mRNA.random	protein_coding
chr3:67704991..67705105,-	chr3:67705006..67705046,-	mRNA.bidirec70-160	div_pc
chr3:67704991..67705105,+	chr3:67705006..67705046,-	mRNA.bidirec70-160	div_pc
chr1:59762425..59762539,+	chr1:59762450..59762511,+	mRNA.gwas	protein_coding
chr11:67188591..67188705,-	chr11:67188611..67188631,-	mRNA.random	protein_coding
chr11:65647228..65647342,-	chr11:65647297..65647318,+	control.eQTLprom	protein_coding
chr11:65647228..65647342,+	chr11:65647297..65647318,+	control.eQTLprom	protein_coding
chr11:65640079..65640193,-	chr11:65640088..65640127,-	mRNA.expmatch	protein_coding
chr3:40566417..40566531,+	chr3:40566488..40566502,+	mRNA.expmatch	protein_coding
chr11:68780679..68780793,-	chr11:68780701..68780736,-	mRNA.random	protein_coding
chr13:21750721..21750835,+	chr13:21750780..21750843,+	mRNA.expmatch	protein_coding
chr13:21750721..21750835,-	chr13:21750780..21750843,+	mRNA.expmatch	protein_coding
chr6:111580462..111580576,+	chr6:111580508..111580575,+	mRNA.gwas	div_pc
chr4:184826434..184826548,+	chr4:184826418..184826522,+	mRNA.expmatch	protein_coding
chr11:18287731..18287845,+	chr11:18287801..18287818,+	mRNA.gwas	protein_coding
chr11:64013292..64013406,+	chr11:64013309..64013343,-	mRNA.bidirec70-160	div_pc
chr11:64013292..64013406,-	chr11:64013309..64013343,-	mRNA.bidirec70-160	div_pc
chr1:46769244..46769358,+	chr1:46769322..46769324,+	mRNA.expmatch	protein_coding
chr1:46769244..46769358,-	chr1:46769322..46769324,+	mRNA.expmatch	protein_coding
chr3:196366519..196366633,+	chr3:196366587..196366604,+	mRNA.random	protein_coding
chr4:38784576..38784690,-	chr4:38784592..38784619,-	mRNA.gwas	protein_coding
chr12:49182837..49182951,-	chr12:49182783..49182886,-	mRNA.random	div_pc
chr20:37075235..37075349,-	chr20:37075307..37075357,+	lncRNA	intergenic
chr20:37075235..37075349,+	chr20:37075307..37075357,+	lncRNA	intergenic
chr20:61148698..61148812,-	chr20:61148724..61148745,-	lncRNA	antisense
chr15:66790065..66790179,-	chr15:66790047..66790132,-	mRNA.random	protein_coding
chr12:110486324..110486438,-	chr12:110486348..110486366,-	mRNA.random	protein_coding
chr1:145727624..145727738,+	chr1:145727681..145727720,+	mRNA.gwas	protein_coding
chr17:16342543..16342657,+	chr17:16342617..16342648,+	lncRNA	intergenic
chr17:16342742..16342856,+	chr17:16342813..16342828,+	lncRNA	intergenic
chr20:44441554..44441668,+	chr20:44441626..44441660,+	mRNA.random	protein_coding
chr11:46848369..46848483,-	chr11:46848393..46848439,-	mRNA.expmatch	div_pc
chr11:46722124..46722238,-	chr11:46722117..46722183,-	mRNA.gwas	protein_coding
chr8:38034215..38034329,-	chr8:38034235..38034258,-	mRNA.gwas	protein_coding
chr8:38033976..38034090,-	chr8:38033959..38034035,-	mRNA.gwas	protein_coding
chr5:94982403..94982517,+	chr5:94982435..94982499,+	mRNA.gwas	protein_coding
chr11:67171321..67171435,+	chr11:67171391..67171468,+	mRNA.expmatch	protein_coding
chr12:38710496..38710610,+	chr12:38710555..38710598,+	mRNA.gwas	protein_coding
chr9:98637803..98637917,+	chr9:98637828..98637875,-	lncRNA	div_lnc
chr9:98637708..98637822,-	chr9:98637735..98637749,-	lncRNA	div_lnc
chr9:98637803..98637917,-	chr9:98637828..98637875,-	lncRNA	div_lnc
chr9:98638226..98638340,-	chr9:98638233..98638306,-	lncRNA	div_lnc
chr12:9268678..9268792,-	chr12:9268707..9268758,-	mRNA.expmatch	protein_coding
chr12:9268678..9268792,+	chr12:9268707..9268758,-	mRNA.expmatch	protein_coding
chr2:27851832..27851946,-	chr2:27851843..27851885,-	mRNA.gwas	protein_coding
chr2:27851832..27851946,+	chr2:27851843..27851885,-	mRNA.gwas	protein_coding
chr7:28997850..28997964,-	chr7:28997870..28997936,-	lncRNA	intergenic
chr5:178977482..178977596,+	chr5:178977546..178977568,+	mRNA.random	protein_coding
chr12:118573762..118573876,-	chr12:118573786..118573812,-	mRNA.expmatch	protein_coding
chr19:4769065..4769179,+	chr19:4769143..4769147,+	lncRNA	intergenic
chr11:695736..695850,+	chr11:695787..695828,+	mRNA.random	protein_coding
chr11:10562731..10562845,+	chr11:10562802..10562851,+	lncRNA	div_lnc
chr11:10562731..10562845,-	chr11:10562802..10562851,+	lncRNA	div_lnc
chrX:20284720..20284834,-	chrX:20284733..20284761,-	mRNA.expmatch	protein_coding
chrX:20284720..20284834,+	chrX:20284733..20284761,-	mRNA.expmatch	protein_coding
chr18:3594030..3594144,+	chr18:3594048..3594131,+	lncRNA	antisense
chr18:3594030..3594144,-	chr18:3594048..3594131,+	lncRNA	antisense
chr12:752122..752236,+	chr12:752187..752210,+	lncRNA	antisense
chr20:47895099..47895213,+	chr20:47895175..47895182,+	lncRNA	div_lnc
chr20:47895099..47895213,-	chr20:47895175..47895182,+	lncRNA	div_lnc
chr10:119806425..119806539,+	chr10:119806476..119806520,+	lncRNA	div_lnc
chr1:229406754..229406868,-	chr1:229406746..229406799,-	lncRNA	div_lnc
chr1:229406754..229406868,+	chr1:229406746..229406799,-	lncRNA	div_lnc
chr4:183064944..183065058,+	chr4:183064954..183064997,-	lncRNA	antisense
chr4:183065561..183065675,-	chr4:183065584..183065617,-	lncRNA	antisense
chr4:183064944..183065058,-	chr4:183064954..183064997,-	lncRNA	antisense
chr10:97889399..97889513,+	chr10:97889464..97889494,+	lncRNA	intergenic
chr10:97889733..97889847,+	chr10:97889784..97889827,+	lncRNA	intergenic
chr11:207356..207470,+	chr11:207342..207414,-	mRNA.gwas	protein_coding
chr11:207356..207470,-	chr11:207342..207414,-	mRNA.gwas	protein_coding
chr1:149871097..149871211,+	chr1:149871171..149871192,+	mRNA.expmatch	protein_coding
chr1:145076059..145076173,-	chr1:145076068..145076115,-	mRNA.expmatch	protein_coding
chr16:28875089..28875203,+	chr16:28875133..28875195,+	control.eQTLprom	protein_coding
chr16:28875089..28875203,-	chr16:28875133..28875195,+	control.eQTLprom	protein_coding
chr8:145020573..145020687,-	chr8:145020560..145020624,-	mRNA.gwas	protein_coding
chr3:49044691..49044805,+	chr3:49044765..49044776,+	mRNA.gwas	protein_coding
chr7:1199731..1199845,+	chr7:1199759..1199775,-	mRNA.expmatch	div_pc
chr7:1199731..1199845,-	chr7:1199759..1199775,-	mRNA.expmatch	div_pc
chrX:134555829..134555943,+	chrX:134555863..134555916,+	lncRNA	intergenic
chr9:86595660..86595774,+	chr9:86595672..86595760,+	mRNA.gwas	protein_coding
chr9:132083215..132083329,+	chr9:132083251..132083302,+	lncRNA	intergenic
chr17:8055678..8055792,-	chr17:8055699..8055729,-	mRNA.gwas	protein_coding
chr6:32634399..32634513,-	chr6:32634425..32634479,-	mRNA.gwas	protein_coding
chr15:44829030..44829144,-	chr15:44829057..44829104,-	lncRNA	div_lnc
chr15:44828840..44828954,-	chr15:44828866..44828886,-	lncRNA	div_lnc
chr15:44829030..44829144,+	chr15:44829057..44829104,-	lncRNA	div_lnc
chr8:145159037..145159151,-	chr8:145159033..145159081,-	mRNA.gwas	protein_coding
chr1:159272046..159272160,+	chr1:159272111..159272136,+	mRNA.gwas	protein_coding
chr12:47610247..47610361,+	chr12:47610315..47610386,+	mRNA.bidirec70-160	protein_coding
chr12:47610247..47610361,-	chr12:47610315..47610386,+	mRNA.bidirec70-160	protein_coding
chr1:16162267..16162381,-	chr1:16162295..16162317,-	lncRNA	div_lnc
chr17:7819572..7819686,-	chr17:7819599..7819609,-	lncRNA	intergenic
chr20:18774588..18774702,-	chr20:18774614..18774644,-	lncRNA	intergenic
chr14:55494220..55494334,+	chr14:55494294..55494306,+	mRNA.expmatch	protein_coding
chr4:85887872..85887986,+	chr4:85887859..85888004,+	lncRNA	div_lnc
chr13:22033372..22033486,-	chr13:22033392..22033510,-	mRNA.random	protein_coding
chr8:125985478..125985592,+	chr8:125985531..125985571,+	mRNA.expmatch	protein_coding
chr17:55927370..55927484,-	chr17:55927370..55927442,-	mRNA.random	protein_coding
chr2:232379053..232379167,-	chr2:232379045..232379108,-	lncRNA	intergenic
chr3:114012795..114012909,+	chr3:114012867..114012887,+	mRNA.expmatch	protein_coding
chr10:64564400..64564514,+	chr10:64564469..64564535,+	mRNA.gwas	protein_coding
chr12:49412557..49412671,-	chr12:49412588..49412594,-	mRNA.expmatch	protein_coding
chr22:42665698..42665812,+	chr22:42665742..42665794,+	lncRNA	antisense
chr9:98637893..98638007,-	chr9:98637954..98637989,+	mRNA.bidirec70-160	div_pc
chr9:98637893..98638007,+	chr9:98637954..98637989,+	mRNA.bidirec70-160	div_pc
chr7:86974785..86974899,-	chr7:86974785..86974852,-	lncRNA	div_lnc
chr7:86974738..86974852,-	chr7:86974767..86974778,-	lncRNA	div_lnc
chr12:57623806..57623920,+	chr12:57623876..57623891,+	mRNA.expmatch	protein_coding
chr2:164592477..164592591,-	chr2:164592497..164592573,-	mRNA.random	protein_coding
chr8:146277773..146277887,+	chr8:146277833..146277878,+	mRNA.random	protein_coding
chr8:1711901..1712015,-	chr8:1711963..1711989,+	mRNA.expmatch	protein_coding
chr8:1711901..1712015,+	chr8:1711963..1711989,+	mRNA.expmatch	protein_coding
chr17:74099744..74099858,+	chr17:74099772..74099788,-	mRNA.expmatch	protein_coding
chr17:74099744..74099858,-	chr17:74099772..74099788,-	mRNA.expmatch	protein_coding
chr3:134204786..134204900,-	chr3:134204848..134204875,+	mRNA.gwas	protein_coding
chr3:134204992..134205106,+	chr3:134205000..134205098,+	mRNA.gwas	protein_coding
chr3:134204786..134204900,+	chr3:134204848..134204875,+	mRNA.gwas	protein_coding
chr3:134204822..134204936,+	chr3:134204881..134204913,+	mRNA.gwas	protein_coding
chr13:24734779..24734893,+	chr13:24734844..24734873,+	mRNA.random	protein_coding
chr16:8814506..8814620,+	chr16:8814563..8814603,+	mRNA.expmatch	protein_coding
chr15:100273601..100273715,+	chr15:100273570..100273649,-	mRNA.expmatch	protein_coding
chr15:100273601..100273715,-	chr15:100273570..100273649,-	mRNA.expmatch	protein_coding
chr12:51632547..51632661,+	chr12:51632625..51632630,+	mRNA.expmatch	protein_coding
chr12:51632547..51632661,-	chr12:51632625..51632630,+	mRNA.expmatch	protein_coding
chr15:101142755..101142869,+	chr15:101142824..101142850,+	mRNA.expmatch	protein_coding
chr21:42742369..42742483,+	chr21:42742429..42742457,+	mRNA.gwas	protein_coding
chr21:40555305..40555419,-	chr21:40555324..40555389,-	mRNA.gwas	div_pc
chr6:10435005..10435119,-	chr6:10435032..10435061,-	lncRNA	intergenic
chr8:94753202..94753316,-	chr8:94753229..94753263,-	mRNA.expmatch	div_pc
chr8:94753202..94753316,+	chr8:94753229..94753263,-	mRNA.expmatch	div_pc
chr6:27835331..27835445,-	chr6:27835357..27835375,-	mRNA.gwas	protein_coding
chr6:170102090..170102204,+	chr6:170102082..170102192,-	mRNA.gwas	protein_coding
chr6:170102090..170102204,-	chr6:170102082..170102192,-	mRNA.gwas	protein_coding
chr6:127898239..127898353,+	chr6:127898312..127898326,+	mRNA.gwas	protein_coding
chr12:6745090..6745204,-	chr12:6745101..6745141,-	mRNA.random	protein_coding
chr5:177019193..177019307,+	chr5:177019269..177019273,+	mRNA.gwas	protein_coding
chr21:46237940..46238054,-	chr21:46237959..46238011,-	mRNA.random	protein_coding
chr15:90744482..90744596,+	chr15:90744533..90744610,+	mRNA.random	protein_coding
chr15:63449639..63449753,-	chr15:63449663..63449688,-	mRNA.gwas	protein_coding
chr6:170102142..170102256,-	chr6:170102210..170102275,+	mRNA.gwas	protein_coding
chr6:170102142..170102256,+	chr6:170102210..170102275,+	mRNA.gwas	protein_coding
chr6:27775672..27775786,-	chr6:27775694..27775714,-	mRNA.gwas	protein_coding
chr16:89753019..89753133,+	chr16:89753070..89753117,+	mRNA.gwas	protein_coding
chr12:124196820..124196934,+	chr12:124196880..124196957,+	mRNA.gwas	protein_coding
chr21:38444987..38445101,-	chr21:38445011..38445050,-	mRNA.gwas	protein_coding
chr21:38444804..38444918,-	chr21:38444833..38444875,-	mRNA.gwas	protein_coding
chr22:17640167..17640281,-	chr22:17640237..17640269,+	lncRNA	antisense
chr22:17640167..17640281,+	chr22:17640237..17640269,+	lncRNA	antisense
chr10:42970994..42971108,+	chr10:42971050..42971098,+	lncRNA	intergenic
chr3:49208964..49209078,+	chr3:49209023..49209063,+	mRNA.gwas	protein_coding
chr21:37432813..37432927,-	chr21:37432832..37432874,-	mRNA.gwas	protein_coding
chr19:37064159..37064273,+	chr19:37064145..37064216,-	mRNA.bidirec70-160	protein_coding
chr19:37064159..37064273,-	chr19:37064145..37064216,-	mRNA.bidirec70-160	protein_coding
chr1:31191536..31191650,+	chr1:31191601..31191660,+	lncRNA	antisense
chr1:31191505..31191619,+	chr1:31191579..31191592,+	lncRNA	antisense
chr1:31191536..31191650,-	chr1:31191601..31191660,+	lncRNA	antisense
chr2:120124304..120124418,-	chr2:120124297..120124361,-	mRNA.random	protein_coding
chr11:118868768..118868882,+	chr11:118868830..118868904,+	mRNA.bidirec70-160	div_pc
