gene_id	TSS_associated_1st.transc_id	oligo_reg	TSS_id	TSS_description	TSS_transc_association	avExpALL	gene_name	gene_type	GeneType	lncdb	TSS_start	bidirec160	bidirec70	K562_rep1	K562_rep2	K562_rep3	HeLa_rep1	HeLa_rep2	HeLa_rep3	HepG2_rep1	HepG2_rep2	HepG2_rep3	avExpCS	gwas.snp.LD	selected	flip	enhancer_id	flip.sense.anti	seq_id	NumSNPs	NumSNPs94	rs.SNP1	rs.SNP2	R.squared	Distance	trait	n.eQTLs	n.eQTLs94	PromType	PromType2	PromType3
ENSG00000177337.3	ENST00000317114	chr18:3594030..3594144,-	chr18:3594048..3594131,+	p1@FLJ35776	0bp_to_ENST00000317114,NR_024101,uc010wza.1_5end	9.60354223433242	DLGAP1-AS1	antisense	Antisense	no	chr18:3594109..3594110,+	nodirec	nodirec	5.63989151542951	6.27400109816765	12.4187974362124	25.2534024664511	29.6742627369913	19.9540560639299	7.09048640765014	6.42843695373099	8.15582880635639	13.4321292761022	no	lncRNA	flip	NA	antisense	Antisense.flip.antisense__chr18:3594030..3594144,-	1	1	NA	NA	NA	NA	NA	0	0	antisense	antisense	antisense
ENSG00000177406.4	ENST00000318291	chr12:752122..752236,+	chr12:752187..752210,+	p2@ENST00000318291,p2@uc009zdl.1	40bp_to_ENST00000318291,uc009zdl.1_5end	0.921838516093835	RP11-218M22.1	antisense	Antisense	no	chr12:752201..752202,+	nodirec	nodirec	0.22559566061718	0.196062534317739	0.50346476092753	0.483781656445424	0.438535902517113	0.410577285266046	0	0	0	0.250890866676781	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr12:752122..752236,+	0	0	NA	NA	NA	NA	NA	0	0	antisense	antisense	antisense
ENSG00000177410.8	ENST00000326677	chr20:47895099..47895213,+	chr20:47895175..47895182,+	p1@ZNFX1-AS1	0bp_to_ENST00000326677,ENST00000428008,NR_036659,uc002xuo.2_5end	284.788010899183	ZFAS1	antisense	Antisense	yes	chr20:47895178..47895179,+	nodirec	nodirec	186.793206991025	158.614590263051	163.290404127495	185.094861756019	236.809387359241	150.681863692639	150.633444571412	142.661850857799	148.827024830041	169.267403827636	no	lncRNA	flip	NA	sense	Antisense.flip.sense__chr20:47895099..47895213,+	3	3	NA	NA	NA	NA	NA	1	1	divergent	div_lnc	div_lnc
ENSG00000177410.8	ENST00000326677	chr20:47895099..47895213,-	chr20:47895175..47895182,+	p1@ZNFX1-AS1	0bp_to_ENST00000326677,ENST00000428008,NR_036659,uc002xuo.2_5end	284.788010899183	ZFAS1	antisense	Antisense	yes	chr20:47895178..47895179,+	nodirec	nodirec	186.793206991025	158.614590263051	163.290404127495	185.094861756019	236.809387359241	150.681863692639	150.633444571412	142.661850857799	148.827024830041	169.267403827636	no	lncRNA	flip	NA	antisense	Antisense.flip.antisense__chr20:47895099..47895213,-	3	3	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc
ENSG00000177640.11	ENST00000426021	chr10:119806425..119806539,+	chr10:119806476..119806520,+	p1@CASC2	0bp_to_ENST00000426021,ENST00000454781_5end	2.42989640130862	CASC2	antisense	Antisense	no	chr10:119806504..119806505,+	nodirec	nodirec	0.451191321234361	0.588187602953217	0.335643173951687	0.677294319023594	2.85048336636123	1.14961639874493	0.945398187686686	1.15382201733633	1.55028150864626	1.07799087732648	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr10:119806425..119806539,+	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc
ENSG00000177788.5	ENST00000429227	chr1:229406754..229406868,-	chr1:229406746..229406799,-	p1@ENST00000429227,p1@ENST00000436334	0bp_to_ENST00000429227,ENST00000436334_5end	1.33015275504637	RP5-1061H20.4	lincRNA	Lincrna	no	chr1:229406788..229406789,-	bidirecNeg	bidirecNeg	7.21906113974978	8.23462644134504	9.90147363157475	0.677294319023594	1.24251839046515	0.410577285266046	2.44227865152394	3.461466052009	3.70719491198018	4.14405453588194	no	lncRNA	flip	NA	sense	Lincrna.flip.sense__chr1:229406754..229406868,-	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc_pc
ENSG00000177788.5	ENST00000429227	chr1:229406754..229406868,+	chr1:229406746..229406799,-	p1@ENST00000429227,p1@ENST00000436334	0bp_to_ENST00000429227,ENST00000436334_5end	1.33015275504637	RP5-1061H20.4	lincRNA	Lincrna	no	chr1:229406788..229406789,-	bidirecNeg	bidirecNeg	7.21906113974978	8.23462644134504	9.90147363157475	0.677294319023594	1.24251839046515	0.410577285266046	2.44227865152394	3.461466052009	3.70719491198018	4.14405453588194	no	lncRNA	flip	NA	antisense	Lincrna.flip.antisense__chr1:229406754..229406868,+	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc_pc
ENSG00000177822.3	ENST00000505873	chr4:183064944..183065058,+	chr4:183064954..183064997,-	p1@ENST00000505873	-25bp_to_ENST00000505873_5end	1.09150027277687	AC108142.1	antisense	Antisense	no	chr4:183064978..183064979,-	bidirecNeg	nodirec	0	0	0.167821586975843	0	0.0730893170861855	0	0	0	0.0674035438541851	0.0342571608795793	no	lncRNA	flip	NA	antisense	Antisense.flip.antisense__chr4:183064944..183065058,+	1	1	NA	NA	NA	NA	NA	0	0	antisense	antisense	antisense
ENSG00000177822.3	ENST00000315302	chr4:183065561..183065675,-	chr4:183065584..183065617,-	p1@ENST00000315302	1bp_to_ENST00000315302_5end	0.845673758865248	AC108142.1	antisense	Antisense	no	chr4:183065595..183065596,-	nodirec	nodirec	0	0	0	0.483781656445424	0.365446585430927	0.328461828212837	0	0	0	0.130854452232132	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr4:183065561..183065675,-	0	0	NA	NA	NA	NA	NA	0	0	antisense	antisense	antisense
ENSG00000177822.3	ENST00000505873	chr4:183064944..183065058,-	chr4:183064954..183064997,-	p1@ENST00000505873	-25bp_to_ENST00000505873_5end	1.09150027277687	AC108142.1	antisense	Antisense	no	chr4:183064978..183064979,-	bidirecNeg	nodirec	0	0	0.167821586975843	0	0.0730893170861855	0	0	0	0.0674035438541851	0.0342571608795793	no	lncRNA	flip	NA	sense	Antisense.flip.sense__chr4:183064944..183065058,-	1	1	NA	NA	NA	NA	NA	0	0	antisense	antisense	antisense
ENSG00000177853.10	ENST00000488700	chr10:97889399..97889513,+	chr10:97889464..97889494,+	p3@ZNF518A	0bp_to_ENST00000488700,ENST00000534948,NM_014803,uc001klo.1,uc001klp.2,uc001klq.2_5end	1.60149782135076	ZNF518A	processed_transcript	Antisense	no	chr10:97889478..97889479,+	nodirec	nodirec	2.70714792740617	5.09762589226122	7.21632823996126	0	0.146178634172371	0	12.2901764399269	11.5382201733633	12.739269788441	5.74832745505914	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr10:97889399..97889513,+	1	1	NA	NA	NA	NA	NA	1	1	intergenic	intergenic	intergenic
ENSG00000177853.10	ENST00000478086	chr10:97889733..97889847,+	chr10:97889784..97889827,+	p1@ZNF518A	0bp_to_ENST00000478086,ENST00000539666,uc001klr.2_5end	3.89617983651226	ZNF518A	processed_transcript	Antisense	no	chr10:97889812..97889813,+	nodirec	nodirec	4.51191321234361	5.09762589226122	3.02078856556518	2.70917727609437	4.16609107391257	2.21711734043665	5.12090684996955	5.02736736125116	6.20112603458502	4.2302348451577	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr10:97889733..97889847,+	1	1	NA	NA	NA	NA	NA	0	0	intergenic	intergenic	intergenic
ENSG00000177951.13	ENST00000325147	chr11:207356..207470,+	chr11:207342..207414,-	p1@BET1L	0bp_to_ENST00000325147,ENST00000332865,ENST00000410108,ENST00000479463,ENST00000529614_5end	25.9717864923747	BET1L	protein_coding	protein_coding	no	chr11:207390..207391,-	bidirecNeg	nodirec	25.9435009709758	28.8211925447076	29.5365993077484	14.5134496933627	22.9500455650622	13.5490504137795	29.22856063598	26.9499856906415	29.9945770151123	24.6096624263744	yes	mRNA.gwas	flip	NA	antisense	mrna.flip.antisense__chr11:207356..207470,+	3	2	rs7104764	rs58692051	0.984979373413781	22567	Menarche_(age_at_onset)	0	0	protein_coding	protein_coding	protein_coding
ENSG00000177951.13	ENST00000325147	chr11:207356..207470,-	chr11:207342..207414,-	p1@BET1L	0bp_to_ENST00000325147,ENST00000332865,ENST00000410108,ENST00000479463,ENST00000529614_5end	25.9717864923747	BET1L	protein_coding	protein_coding	no	chr11:207390..207391,-	bidirecNeg	nodirec	25.9435009709758	28.8211925447076	29.5365993077484	14.5134496933627	22.9500455650622	13.5490504137795	29.22856063598	26.9499856906415	29.9945770151123	24.6096624263744	yes	mRNA.gwas	flip	NA	sense	mrna.flip.sense__chr11:207356..207470,-	3	2	rs7104764	rs58692051	0.984979373413781	22567	Menarche_(age_at_onset)	3	2	protein_coding	protein_coding	protein_coding
ENSG00000178096.8	ENST00000369150	chr1:149871097..149871211,+	chr1:149871171..149871192,+	p4@BOLA1	0bp_to_ENST00000369150_5end	1.97177559912854	BOLA1	protein_coding	protein_coding	no	chr1:149871176..149871177,+	nodirec	nodirec	0	0	0	1.83837029449261	3.65446585430927	1.23173185579814	0.787831823072238	1.07140615895517	1.01105315781278	1.06609546049336	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr1:149871097..149871211,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000178104.15	ENST00000369345	chr1:145076059..145076173,-	chr1:145076068..145076115,-	p13@PDE4DIP	0bp_to_ENST00000369345,uc001elo.2,uc001emh.2,uc001emk.2_5end	0.69349128540305	PDE4DIP	protein_coding	protein_coding	no	chr1:145076093..145076094,-	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr1:145076059..145076173,-	2	2	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000178188.10	ENST00000538342	chr16:28875089..28875203,+	chr16:28875133..28875195,+	p1@SH2B1	6bp_to_ENST00000538342_5end	9.58790849673203	SH2B1	protein_coding	protein_coding	no	chr16:28875168..28875169,+	nodirec	nodirec	3.83512623049207	6.86218870112087	5.87375554415451	6.77294319023594	6.0664133181534	6.48712110720353	6.53900413149958	6.84051624563683	6.47074021000176	6.19420096427761	yes	control.eQTLprom	flip	NA	sense	mrna.flip.sense__chr16:28875089..28875203,+	1	1	rs151181,rs62037363,rs7498665	rs7198606,rs7198606,rs7198606	0.751891704283811,1,1	-384605,-10080,8119	Crohn's_disease,Inflammatory_bowel_disease,Body_mass_index,Weight,Body_mass_index,Obesity,Obesity	1	1	protein_coding	protein_coding	protein_coding
ENSG00000178188.10	ENST00000538342	chr16:28875089..28875203,-	chr16:28875133..28875195,+	p1@SH2B1	6bp_to_ENST00000538342_5end	9.58790849673203	SH2B1	protein_coding	protein_coding	no	chr16:28875168..28875169,+	nodirec	nodirec	3.83512623049207	6.86218870112087	5.87375554415451	6.77294319023594	6.0664133181534	6.48712110720353	6.53900413149958	6.84051624563683	6.47074021000176	6.19420096427761	yes	control.eQTLprom	flip	NA	antisense	mrna.flip.antisense__chr16:28875089..28875203,-	1	1	rs151181,rs62037363,rs7498665	rs7198606,rs7198606,rs7198606	0.751891704283811,1,1	-384605,-10080,8119	Crohn's_disease,Inflammatory_bowel_disease,Body_mass_index,Weight,Body_mass_index,Obesity,Obesity	0	0	protein_coding	protein_coding	protein_coding
ENSG00000178209.10	ENST00000526416	chr8:145020573..145020687,-	chr8:145020560..145020624,-	p12@PLEC	0bp_to_ENST00000526416_5end	1.97894335511983	PLEC	protein_coding	protein_coding	no	chr8:145020607..145020608,-	nodirec	nodirec	0	0	0	0	0.0730893170861855	0.0821154570532093	0	0	0	0.0172449749043772	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr8:145020573..145020687,-	1	1	rs7464572	rs12549853	1	531	Fibrinogen	1	1	protein_coding	protein_coding	protein_coding
ENSG00000178252.13	ENST00000429900	chr3:49044691..49044805,+	chr3:49044765..49044776,+	p3@WDR6	-9bp_to_ENST00000429900,ENST00000488572_5end	1.1853431372549	WDR6	protein_coding	protein_coding	no	chr3:49044770..49044771,+	nodirec	nodirec	0	0.588187602953217	0.50346476092753	1.16107597546902	0.80398248794804	1.23173185579814	0.709048640765014	0.741742725430499	0.741438982396036	0.720074781298611	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr3:49044691..49044805,+	2	2	rs11719291	rs71324929	0.821338223294553	-309007	Cognitive_function	2	2	protein_coding	protein_coding	protein_coding
ENSG00000178381.7	ENST00000397083	chr7:1199731..1199845,+	chr7:1199759..1199775,-	p3@ZFAND2A	13bp_to_ENST00000397083_5end	1.88228213507625	ZFAND2A	protein_coding	protein_coding	no	chr7:1199765..1199766,-	nodirec	nodirec	0.676786981851542	0	0.167821586975843	0.387025325156339	0.365446585430927	0.656923656425674	11.4235614345475	10.7140615895517	8.5602500694815	3.66131969215789	no	mRNA.expmatch	flip	NA	antisense	mrna.flip.antisense__chr7:1199731..1199845,+	4	4	NA	NA	NA	NA	NA	0	0	protein_coding	div_pc	div_pc
ENSG00000178381.7	ENST00000397083	chr7:1199731..1199845,-	chr7:1199759..1199775,-	p3@ZFAND2A	13bp_to_ENST00000397083_5end	1.88228213507625	ZFAND2A	protein_coding	protein_coding	no	chr7:1199765..1199766,-	nodirec	nodirec	0.676786981851542	0	0.167821586975843	0.387025325156339	0.365446585430927	0.656923656425674	11.4235614345475	10.7140615895517	8.5602500694815	3.66131969215789	no	mRNA.expmatch	flip	NA	sense	mrna.flip.sense__chr7:1199731..1199845,-	4	4	NA	NA	NA	NA	NA	4	4	protein_coding	div_pc	div_pc
ENSG00000178947.8	ENST00000417443	chrX:134555829..134555943,+	chrX:134555863..134555916,+	p1@LINC00086	0bp_to_ENST00000417443,NR_024359,uc004eyv.3_5end	0.730615803814714	LINC00086	lincRNA	Lincrna	no	chrX:134555908..134555909,+	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	no	lncRNA	noflip	NA	NA	Lincrna.noflip.NA__chrX:134555829..134555943,+	1	1	NA	NA	NA	NA	NA	0	0	intergenic	intergenic	intergenic
ENSG00000178966.11	ENST00000325875	chr9:86595660..86595774,+	chr9:86595672..86595760,+	p1@RMI1	0bp_to_ENST00000325875,uc004anp.3_5end	7.09351851851852	RMI1	protein_coding	protein_coding	no	chr9:86595739..86595740,+	nodirec	nodirec	6.31667849728105	9.41100164725148	8.89454410971969	11.2237344295338	26.4583327851991	13.2205885855667	11.6599109814691	15.1645179421347	11.2563918236489	12.6228556446449	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr9:86595660..86595774,+	2	2	rs7853377	rs296890	0.7907750611566	-43526	Height	1	1	protein_coding	protein_coding	protein_coding
ENSG00000179082.3	ENST00000316786	chr9:132083215..132083329,+	chr9:132083251..132083302,+	p1@C9orf106	0bp_to_ENST00000316786,NM_001012715,uc004bxs.2_5end	1.33010348583878	C9orf106	processed_transcript	Lincrna	no	chr9:132083294..132083295,+	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	no	lncRNA	noflip	NA	NA	Lincrna.noflip.NA__chr9:132083215..132083329,+	0	0	NA	NA	NA	NA	NA	0	0	intergenic	intergenic	intergenic
ENSG00000179094.9	ENST00000317276	chr17:8055678..8055792,-	chr17:8055699..8055729,-	p2@PER1	23bp_to_ENST00000317276,NM_002616,uc002gkd.2_5end	15.4656862745098	PER1	protein_coding	protein_coding	no	chr17:8055712..8055713,-	nodirec	nodirec	8.1214437822185	7.05825123543861	9.23018728367138	2.90268993867254	5.84714536689484	2.54557916864949	2.20592910460227	2.39005989305383	2.89835238572996	4.79995979543682	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr17:8055678..8055792,-	1	1	rs3027234	rs3027172	0.898319454892178	80369	Telomere_length	1	1	protein_coding	protein_coding	protein_coding
ENSG00000179344.12	ENST00000374943	chr6:32634399..32634513,-	chr6:32634425..32634479,-	p1@HLA-DQB1	0bp_to_ENST00000374943,ENST00000399079,ENST00000399082,ENST00000434651,ENST00000447884,ENST00000529407,NM_001243961,NM_002123,uc003obv.2,uc003obw.2,uc011dqd.1,uc011dqe.1_5end	64.458605664488	HLA-DQB1	protein_coding	protein_coding	no	chr6:32634433..32634434,-	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr6:32634399..32634513,-	13	9	rs9274477	rs9274527	0.751755883945471	-777	Narcolepsy_(age_of_onset)	4	3	protein_coding	protein_coding	protein_coding
ENSG00000179523.4	ENST00000559356	chr15:44829030..44829144,-	chr15:44829057..44829104,-	p1@LOC645212	0bp_to_ENST00000559356,ENST00000560049,NR_034171,uc001ztu.2_5end	4.03467829880044	EIF3J-AS1	lincRNA	Antisense	no	chr15:44829064..44829065,-	nodirec	nodirec	11.9565700127106	12.3519396620176	12.4187974362124	4.74106023316516	4.23918039099876	5.50173562256502	3.93915911536119	4.53287221096416	5.25747642062643	7.21542123384681	no	lncRNA	flip	NA	sense	Antisense.flip.sense__chr15:44829030..44829144,-	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc_pc
ENSG00000179523.4	ENST00000560750	chr15:44828840..44828954,-	chr15:44828866..44828886,-	p1@ENST00000560750	-28bp_to_ENST00000560750_5end	3.19355155482815	EIF3J-AS1	lincRNA	Antisense	no	chr15:44828874..44828875,-	nodirec	nodirec	5.63989151542951	6.07793856384991	5.87375554415451	5.80537987734509	7.89364624530803	6.07654382193749	2.59984501613839	2.39005989305383	2.89835238572996	5.02837920699408	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr15:44828840..44828954,-	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc_pc
ENSG00000179523.4	ENST00000559356	chr15:44829030..44829144,+	chr15:44829057..44829104,-	p1@LOC645212	0bp_to_ENST00000559356,ENST00000560049,NR_034171,uc001ztu.2_5end	4.03467829880044	EIF3J-AS1	lincRNA	Antisense	no	chr15:44829064..44829065,-	nodirec	nodirec	11.9565700127106	12.3519396620176	12.4187974362124	4.74106023316516	4.23918039099876	5.50173562256502	3.93915911536119	4.53287221096416	5.25747642062643	7.21542123384681	no	lncRNA	flip	NA	antisense	Antisense.flip.antisense__chr15:44829030..44829144,+	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc_pc
ENSG00000179526.12	ENST00000398712	chr8:145159037..145159151,-	chr8:145159033..145159081,-	p2@SHARPIN	11bp_to_ENST00000398712_5end	4.74093137254902	SHARPIN	protein_coding	protein_coding	no	chr8:145159071..145159072,-	nodirec	nodirec	4.06072189110925	4.31337575499026	2.51732380463765	2.41890828222712	3.36210858596453	2.6276946257027	17.4110832898965	17.2249144016638	17.6597284897965	7.95509545844315	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr8:145159037..145159151,-	2	1	rs12550729,rs6558295	rs11136255,rs11136255	0.90952118626092,0.920744608980437	-3691,-19577	Blood_metabolite_levels,Metabolic_traits	1	1	protein_coding	protein_coding	protein_coding
ENSG00000179639.6	ENST00000368114	chr1:159272046..159272160,+	chr1:159272111..159272136,+	p1@FCER1A	0bp_to_ENST00000368114_5end	15.4871459694989	FCER1A	protein_coding	protein_coding	no	chr1:159272125..159272126,+	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr1:159272046..159272160,+	1	1	rs2251746	rs2251746	1	0	IgE_levels,IgE_levels	1	1	protein_coding	protein_coding	protein_coding
ENSG00000179715.8	ENST00000548348	chr12:47610247..47610361,+	chr12:47610315..47610386,+	p1@FAM113B	0bp_to_ENST00000548348,ENST00000549500,uc009zkn.2_5end	2.51934640522876	PCED1B	protein_coding	protein_coding	no	chr12:47610326..47610327,+	bidirecPos	nodirec	0	0.196062534317739	0.50346476092753	0	0.0730893170861855	0	0	0	0	0.0858462902590505	no	mRNA.bidirec70-160	flip	NA	sense	mrna.flip.sense__chr12:47610247..47610361,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000179715.8	ENST00000548348	chr12:47610247..47610361,-	chr12:47610315..47610386,+	p1@FAM113B	0bp_to_ENST00000548348,ENST00000549500,uc009zkn.2_5end	2.51934640522876	PCED1B	protein_coding	protein_coding	no	chr12:47610326..47610327,+	bidirecPos	nodirec	0	0.196062534317739	0.50346476092753	0	0.0730893170861855	0	0	0	0	0.0858462902590505	no	mRNA.bidirec70-160	flip	NA	antisense	mrna.flip.antisense__chr12:47610247..47610361,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000179743.2	ENST00000535249	chr1:16162267..16162381,-	chr1:16162295..16162317,-	p1@ENST00000535249	37bp_to_ENST00000535249_5end	1.21067648663393	RP11-169K16.9	antisense	Antisense	no	chr1:16162301..16162302,-	nodirec	nodirec	1.1279783030859	2.15668787749513	0.50346476092753	0.580537987734509	1.09633975629278	0.821154570532093	0.709048640765014	0.906574442192832	0.808842526250221	0.967847651697334	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr1:16162267..16162381,-	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc
ENSG00000179859.7	ENST00000324348	chr17:7819572..7819686,-	chr17:7819599..7819609,-	p1@ENST00000324348	-10bp_to_ENST00000324348_5end	0.949427168576105	AC025335.1	antisense	Lincrna	no	chr17:7819606..7819607,-	nodirec	nodirec	0.451191321234361	0	0.167821586975843	2.03188295707078	2.77739404927505	2.54557916864949	0	0	0	0.885985453689503	no	lncRNA	noflip	NA	NA	Lincrna.noflip.NA__chr17:7819572..7819686,-	0	0	NA	NA	NA	NA	NA	0	0	intergenic	intergenic	intergenic
ENSG00000179935.5	ENST00000412553	chr20:18774588..18774702,-	chr20:18774614..18774644,-	p1@HSPC072	0bp_to_ENST00000412553,NR_026884,uc002wrg.2_5end	0.171151581243184	LINC00652	lincRNA	Lincrna	no	chr20:18774622..18774623,-	nodirec	nodirec	0	0	0	0.19351266257817	0	0	1.81201319306615	1.40106959247983	2.02210631562555	0.603189084861078	no	lncRNA	noflip	NA	NA	Lincrna.noflip.NA__chr20:18774588..18774702,-	0	0	NA	NA	NA	NA	NA	0	0	intergenic	intergenic	intergenic
ENSG00000180008.8	ENST00000339298	chr14:55494220..55494334,+	chr14:55494294..55494306,+	p7@SOCS4	-38bp_to_ENST00000339298_5end	0.16512908496732	SOCS4	protein_coding	protein_coding	no	chr14:55494299..55494300,+	nodirec	nodirec	0	0	0	0.870806981601763	1.75414361006845	1.06750094169172	0	0	0	0.41027239259577	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr14:55494220..55494334,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000180769.4	ENST00000318186	chr4:85887872..85887986,+	chr4:85887859..85888004,+	p1@WDFY3-AS2	0bp_to_ENST00000318186,NR_015359,uc003hpg.2,uc003hph.2_5end	6.63215258855586	WDFY3-AS2	processed_transcript	Antisense	no	chr4:85887951..85887952,+	nodirec	nodirec	2.48155226678899	1.17637520590643	1.34257269580675	1.06431964417993	1.5348756588099	1.31384731285135	0.472699093843343	0.741742725430499	0.808842526250221	1.21520301442971	no	lncRNA	noflip	NA	NA	Antisense.noflip.NA__chr4:85887872..85887986,+	0	0	NA	NA	NA	NA	NA	0	0	divergent	div_lnc	div_lnc_pc
ENSG00000180776.11	ENST00000320220	chr13:22033372..22033486,-	chr13:22033392..22033510,-	p1@ZDHHC20	0bp_to_ENST00000320220,ENST00000382466,ENST00000400590,ENST00000415724,ENST00000422251,ENST00000542645,NM_153251,uc001uob.2,uc001uoc.2,uc001uod.2,uc001uoe.2,uc010tcs.1_5end	18.3806644880174	ZDHHC20	protein_coding	protein_coding	no	chr13:22033406..22033407,-	nodirec	nodirec	4.28631755172643	4.509438289308	4.69900443532361	13.2556173866046	11.9866480021344	13.5490504137795	22.8471228690949	23.4885196386325	21.5691340333392	13.3545391799937	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr13:22033372..22033486,-	1	1	NA	NA	NA	NA	NA	1	1	protein_coding	protein_coding	protein_coding
ENSG00000180938.5	ENST00000319286	chr8:125985478..125985592,+	chr8:125985531..125985571,+	p1@ZNF572	0bp_to_ENST00000319286,NM_152412,uc003yrr.2_5end	1.68736928104575	ZNF572	protein_coding	protein_coding	no	chr8:125985557..125985558,+	nodirec	nodirec	1.35357396370308	0.980312671588696	1.1747511088309	0	0	0	1.57566364614448	1.64831716762333	2.15691340333392	0.987725773469378	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr8:125985478..125985592,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000181610.8	ENST00000313608	chr17:55927370..55927484,-	chr17:55927370..55927442,-	p1@MRPS23	0bp_to_ENST00000313608,NM_016070,uc002ivc.2_5end	78.8600217864924	MRPS23	protein_coding	protein_coding	no	chr17:55927404..55927405,-	nodirec	nodirec	95.6525601016845	95.6785167470567	87.2672252274385	85.0488152031055	64.245509718757	80.8837251974111	116.283977085462	119.42057879431	109.935180026176	94.9351209001557	no	mRNA.random	noflip	NA	NA	mrna.noflip.NA__chr17:55927370..55927484,-	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000181798.2	ENST00000313064	chr2:232379053..232379167,-	chr2:232379045..232379108,-	p1@LINC00471	0bp_to_ENST00000313064,NR_024079,uc002vrx.1_5end	1.68544662309368	LINC00471	processed_transcript	Lincrna	no	chr2:232379087..232379088,-	nodirec	nodirec	2.48155226678899	2.74487548044835	2.85296697858934	1.2578323067581	2.70430473218886	1.88865551222381	0.709048640765014	0.2472475751435	0.26961417541674	1.68401085203586	no	lncRNA	noflip	NA	NA	Lincrna.noflip.NA__chr2:232379053..232379167,-	0	0	NA	NA	NA	NA	NA	0	0	intergenic	intergenic	intergenic
ENSG00000181847.7	ENST00000485814	chr3:114012795..114012909,+	chr3:114012867..114012887,+	p1@TIGIT	0bp_to_ENST00000485814_5end	0.769389645776567	TIGIT	protein_coding	protein_coding	no	chr3:114012874..114012875,+	nodirec	nodirec	0	0	0	0	0	0	0	0	0	0	no	mRNA.expmatch	noflip	NA	NA	mrna.noflip.NA__chr3:114012795..114012909,+	0	0	NA	NA	NA	NA	NA	0	0	protein_coding	protein_coding	protein_coding
ENSG00000181915.3	ENST00000373783	chr10:64564400..64564514,+	chr10:64564469..64564535,+	p2@ADO	0bp_to_ENST00000373783,NM_032804,uc001jmg.2_5end	7.9312091503268	ADO	protein_coding	protein_coding	no	chr10:64564479..64564480,+	nodirec	nodirec	8.1214437822185	7.45037630407409	7.21632823996126	7.54699384054862	10.9633975629278	7.55462204889525	5.59360594381289	3.37905019362783	3.97680908739692	6.86695855594035	yes	mRNA.gwas	noflip	NA	NA	mrna.noflip.NA__chr10:64564400..64564514,+	1	1	rs1444418	rs7090365	0.827699025633173	-3958	Atopic_dermatitis	0	0	protein_coding	protein_coding	protein_coding
