unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:19577983..19578097,-__1377.1.0.0	chr1:19577983..19578097,-	20	92	7		3.044522437723423	4.532599493153256	2.0794415416798357	
WILDTYPE__Antisense.noflip.NA__chr11:9779755..9779869,+__203.1.0.0	chr11:9779755..9779869,+	14	76	6		2.70805020110221	4.343805421853684	1.9459101490553132	
WILDTYPE__Lincrna.noflip.NA__chr11:9781045..9781159,-__204.1.0.0	chr11:9781045..9781159,-	14	59	4		2.70805020110221	4.0943445622221	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr11:9797133..9797247,+__205.1.0.0	chr11:9797133..9797247,+	2	22	1		1.0986122886681098	3.1354942159291497	0.6931471805599453	
WILDTYPE__Enhancer.flip.sense__chr1:198625661..198625775,-__2124.1.0.0	Enhancer.flip.sense	7	22	2		2.0794415416798357	3.1354942159291497	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:198625715..198625829,+__1831.1.0.0	Enhancer.flip.sense	9	35	2		2.302585092994046	3.58351893845611	1.0986122886681098	
WILDTYPE__Lincrna.noflip.NA__chr1:198906523..198906637,-__39.1.0.0	chr1:198906523..198906637,-	9	38	7		2.302585092994046	3.6635616461296463	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:201476216..201476330,-__1135.1.0.0	chr1:201476216..201476330,-	5	52	4		1.791759469228055	3.970291913552122	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:201798621..201798735,-__41.1.0.0	chr1:201798621..201798735,-	17	72	6		2.8903717578961645	4.290459441148391	1.9459101490553132	
WILDTYPE__Lincrna.noflip.NA__chr1:202780002..202780116,+__42.1.0.0	chr1:202780002..202780116,+	8	39	6		2.1972245773362196	3.6888794541139363	1.9459101490553132	
WILDTYPE__Lincrna.noflip.NA__chr1:202830822..202830936,+__43.1.0.0	chr1:202830822..202830936,+	3	27	2		1.3862943611198906	3.332204510175204	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:203155796..203155910,-__1426.1.0.0	chr1:203155796..203155910,-	3	49	1		1.3862943611198906	3.912023005428146	0.6931471805599453	
WILDTYPE__Enhancer.noflip.NA__chr1:203258750..203258864,-__2297.1.0.0	Enhancer.noflip.NA	5	47	2		1.791759469228055	3.871201010907891	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr1:203258795..203258909,+__2004.1.0.0	Enhancer.noflip.NA	6	46	2		1.9459101490553132	3.8501476017100584	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.0.0	Enhancer.flip.sense	29	81	8		3.4011973816621555	4.406719247264253	2.1972245773362196	
WILDTYPE__Enhancer.flip.sense__chr1:203259728..203259842,+__1832.1.0.0	Enhancer.flip.sense	15	75	5		2.772588722239781	4.330733340286331	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr1:203274366..203274480,-__44.1.0.0	chr1:203274366..203274480,-	9	31	5		2.302585092994046	3.4657359027997265	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr1:203274402..203274516,-__45.1.0.0	chr1:203274402..203274516,-	17	63	5		2.8903717578961645	4.1588830833596715	1.791759469228055	
WILDTYPE__mrna.flip.sense__chr1:204042163..204042277,+__963.1.0.0	chr1:204042163..204042277,+	24	63	5		3.2188758248682006	4.1588830833596715	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr1:207996013..207996127,-__46.1.0.0	chr1:207996013..207996127,-	2	28	1		1.0986122886681098	3.367295829986474	0.6931471805599453	
WILDTYPE__Lincrna.noflip.NA__chr1:208042476..208042590,-__47.1.0.0	chr1:208042476..208042590,-	8	56	3		2.1972245773362196	4.04305126783455	1.3862943611198906	
WILDTYPE__mrna.noflip.NA__chr1:208417614..208417728,-__964.1.0.0	chr1:208417614..208417728,-	11	50	2		2.4849066497880004	3.9318256327243257	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.0.0	Enhancer.flip.sense	15	56	3		2.772588722239781	4.04305126783455	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601386..209601500,+__1833.1.0.0	Enhancer.flip.sense	10	37	3		2.3978952727983707	3.6375861597263857	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr1:209822697..209822811,-__2029.1.0.0	Enhancer.noflip.NA	4	30	3		1.6094379124341003	3.4339872044851463	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr1:209822704..209822818,+__1736.1.0.0	Enhancer.noflip.NA	4	30	3		1.6094379124341003	3.4339872044851463	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833398..209833512,-__2030.1.0.0	Enhancer.noflip.NA	2	19	2		1.0986122886681098	2.995732273553991	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833463..209833577,+__1737.1.0.0	Enhancer.noflip.NA	3	40	2		1.3862943611198906	3.713572066704308	1.0986122886681098	
WILDTYPE__mrna.flip.sense__chr12:100967382..100967496,+__993.1.0.0	chr12:100967382..100967496,+	20	91	6		3.044522437723423	4.5217885770490405	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr12:10337162..10337276,+__1758.1.0.0	Enhancer.noflip.NA	2	40	1		1.0986122886681098	3.713572066704308	0.6931471805599453	
WILDTYPE__Enhancer.noflip.NA__chr12:10337187..10337301,-__2051.1.0.0	Enhancer.noflip.NA	2	32	1		1.0986122886681098	3.4965075614664802	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0	chr12:108956300..108956414,+	16	58	5		2.833213344056216	4.07753744390572	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:110211254..110211368,-__208.1.0.0	chr12:110211254..110211368,-	7	43	3		2.0794415416798357	3.784189633918261	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:110318198..110318312,-__1476.1.0.0	chr12:110318198..110318312,-	10	58	4		2.3978952727983707	4.07753744390572	1.6094379124341003	
WILDTYPE__mrna.noflip.NA__chr12:110486324..110486438,-__1234.1.0.0	chr12:110486324..110486438,-	12	58	6		2.5649493574615367	4.07753744390572	1.9459101490553132	
WILDTYPE__Antisense.noflip.NA__chr12:112279665..112279779,-__209.1.0.0	chr12:112279665..112279779,-	13	69	3		2.6390573296152584	4.248495242049359	1.3862943611198906	
WILDTYPE__Antisense.flip.sense__chr12:112279699..112279813,-__210.1.0.0	chr12:112279699..112279813,-	15	85	3		2.772588722239781	4.454347296253507	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:112279772..112279886,+__1154.1.0.0	chr12:112279772..112279886,+	10	67	3		2.3978952727983707	4.219507705176107	1.3862943611198906	
WILDTYPE__Antisense.noflip.NA__chr12:113909731..113909845,+__211.1.0.0	chr12:113909731..113909845,+	2	28	1		1.0986122886681098	3.367295829986474	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:114404095..114404209,-__1477.1.0.0	chr12:114404095..114404209,-	39	57	12		3.6888794541139363	4.060443010546419	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:115106263..115106377,-__2234.1.0.0	Enhancer.noflip.NA	19	38	4		2.995732273553991	3.6635616461296463	1.6094379124341003	
WILDTYPE__Enhancer.noflip.NA__chr12:115106373..115106487,+__1941.1.0.0	Enhancer.noflip.NA	11	44	4		2.4849066497880004	3.8066624897703196	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:211556065..211556179,+__50.1.0.0	chr1:211556065..211556179,+	24	51	14		3.2188758248682006	3.9512437185814275	2.70805020110221	
WILDTYPE__mrna.noflip.NA__chr12:118573762..118573876,-__994.1.0.0	chr12:118573762..118573876,-	15	90	6		2.772588722239781	4.51085950651685	1.9459101490553132	
WILDTYPE__mrna.noflip.NA__chr12:1192239..1192353,+__995.1.0.0	chr12:1192239..1192353,+	1	13	1		0.6931471805599453	2.6390573296152584	0.6931471805599453	
WILDTYPE__Antisense.noflip.NA__chr12:120639049..120639163,+__213.1.0.0	chr12:120639049..120639163,+	5	22	5		1.791759469228055	3.1354942159291497	1.791759469228055	
WILDTYPE__Antisense.noflip.NA__chr12:120639077..120639191,+__214.1.0.0	chr12:120639077..120639191,+	5	22	5		1.791759469228055	3.1354942159291497	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0	chr12:121454255..121454369,-	19	62	10		2.995732273553991	4.143134726391533	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.0.0	Enhancer.flip.sense	15	54	5		2.772588722239781	4.007333185232471	1.791759469228055	
WILDTYPE__Enhancer.flip.sense__chr12:121714973..121715087,+__1853.1.0.0	Enhancer.flip.sense	7	27	4		2.0794415416798357	3.332204510175204	1.6094379124341003	
WILDTYPE__Lincrna.noflip.NA__chr12:122501226..122501340,+__216.1.0.0	chr12:122501226..122501340,+	9	36	5		2.302585092994046	3.6109179126442243	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr12:122502159..122502273,+__217.1.0.0	chr12:122502159..122502273,+	14	51	7		2.70805020110221	3.9512437185814275	2.0794415416798357	
WILDTYPE__Antisense.noflip.NA__chr12:123849435..123849549,+__218.1.0.0	chr12:123849435..123849549,+	20	68	7		3.044522437723423	4.23410650459726	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124086630..124086744,+__996.1.0.0	chr12:124086630..124086744,+	2	11	2		1.0986122886681098	2.4849066497880004	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124196820..124196934,+__1479.1.0.0	chr12:124196820..124196934,+	28	96	8		3.367295829986474	4.574710978503383	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124873335..124873449,-__997.1.0.0	chr12:124873335..124873449,-	6	31	1		1.9459101490553132	3.4657359027997265	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907699..124907813,-__2147.1.0.0	Enhancer.noflip.NA	16	69	6		2.833213344056216	4.248495242049359	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907771..124907885,+__1854.1.0.0	Enhancer.noflip.NA	13	55	5		2.6390573296152584	4.02535169073515	1.791759469228055	
WILDTYPE__mrna.noflip.NA__chr1:212606145..212606259,+__965.1.0.0	chr1:212606145..212606259,+	16	77	6		2.833213344056216	4.356708826689592	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:213031405..213031519,-__51.1.0.0	chr1:213031405..213031519,-	13	75	5		2.6390573296152584	4.330733340286331	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:13080588..13080702,+__219.1.0.0	chr12:13080588..13080702,+	9	45	3		2.302585092994046	3.828641396489095	1.3862943611198906	
WILDTYPE__Lincrna.noflip.NA__chr12:13153284..13153398,+__220.1.0.0	chr12:13153284..13153398,+	32	97	8		3.4965075614664802	4.584967478670572	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:214161796..214161910,+__1428.1.0.0	chr1:214161796..214161910,+	2	39	1		1.0986122886681098	3.6888794541139363	0.6931471805599453	
WILDTYPE__mrna.noflip.NA__chr12:15114643..15114757,-__998.1.0.0	chr12:15114643..15114757,-	4	27	3		1.6094379124341003	3.332204510175204	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651289..21651403,-__2031.1.0.0	Enhancer.noflip.NA	12	22	6		2.5649493574615367	3.1354942159291497	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651297..21651411,+__1738.1.0.0	Enhancer.noflip.NA	12	29	6		2.5649493574615367	3.4011973816621555	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:21766575..21766689,+__1429.1.0.0	chr1:21766575..21766689,+	4	18	1		1.6094379124341003	2.9444389791664403	0.6931471805599453	
WILDTYPE__mrna.noflip.NA__chr1:220445709..220445823,-__966.1.0.0	chr1:220445709..220445823,-	24	60	10		3.2188758248682006	4.110873864173311	2.3978952727983707	
WILDTYPE__Enhancer.noflip.NA__chr1:22233363..22233477,-__2032.1.0.0	Enhancer.noflip.NA	2	14	2		1.0986122886681098	2.70805020110221	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:22233479..22233593,+__1739.1.0.0	Enhancer.noflip.NA	3	31	1		1.3862943611198906	3.4657359027997265	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.0.0	chr1:222763224..222763338,+	14	28	10		2.70805020110221	3.367295829986474	2.3978952727983707	
WILDTYPE__Enhancer.noflip.NA__chr1:2231986..2232100,+__1740.1.0.0	Enhancer.noflip.NA	4	32	3		1.6094379124341003	3.4965075614664802	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr1:2231992..2232106,-__2033.1.0.0	Enhancer.noflip.NA	4	32	3		1.6094379124341003	3.4965075614664802	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:22351918..22352032,+__53.1.0.0	chr1:22351918..22352032,+	43	75	14		3.784189633918261	4.330733340286331	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:223914381..223914495,-__2034.1.0.0	Enhancer.noflip.NA	12	65	4		2.5649493574615367	4.189654742026425	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180275..224180389,-__2305.1.0.0	Enhancer.noflip.NA	15	65	4		2.772588722239781	4.189654742026425	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180311..224180425,+__2012.1.0.0	Enhancer.noflip.NA	15	69	4		2.772588722239781	4.248495242049359	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:24715358..24715472,-__222.1.0.0	chr12:24715358..24715472,-	2	22	1		1.0986122886681098	3.1354942159291497	0.6931471805599453	
WILDTYPE__Lincrna.noflip.NA__chr12:24715527..24715641,-__223.1.0.0	chr12:24715527..24715641,-	3	33	1		1.3862943611198906	3.5263605246161616	0.6931471805599453	
WILDTYPE__Enhancer.flip.sense__chr12:25539117..25539231,-__2149.1.0.0	Enhancer.flip.sense	17	70	8		2.8903717578961645	4.2626798770413155	2.1972245773362196	
WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0	Enhancer.flip.sense	22	80	8		3.1354942159291497	4.394449154672439	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:27863622..27863736,-__225.1.0.0	chr12:27863622..27863736,-	7	40	3		2.0794415416798357	3.713572066704308	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962833..228962947,+__1931.1.0.0	Enhancer.noflip.NA	2	32	1		1.0986122886681098	3.4965075614664802	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962862..228962976,-__2224.1.0.0	Enhancer.noflip.NA	2	30	1		1.0986122886681098	3.4339872044851463	0.6931471805599453	
WILDTYPE__Antisense.noflip.NA__chr12:2922044..2922158,-__226.1.0.0	chr12:2922044..2922158,-	15	67	10		2.772588722239781	4.219507705176107	2.3978952727983707	
WILDTYPE__Lincrna.flip.sense__chr1:229406754..229406868,-__54.1.0.0	chr1:229406754..229406868,-	27	110	11		3.332204510175204	4.709530201312334	2.4849066497880004	
WILDTYPE__mrna.flip.sense__chr1:229644039..229644153,-__1136.1.0.0	chr1:229644039..229644153,-	9	50	4		2.302585092994046	3.9318256327243257	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:29936810..29936924,-__1480.1.0.0	chr12:29936810..29936924,-	10	59	3		2.3978952727983707	4.0943445622221	1.3862943611198906	
WILDTYPE__Lincrna.noflip.NA__chr12:30948553..30948667,+__227.1.0.0	chr12:30948553..30948667,+	2	24	1		1.0986122886681098	3.2188758248682006	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:30948822..30948936,+__228.1.0.0	chr12:30948822..30948936,+	10	58	3		2.3978952727983707	4.07753744390572	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:231664267..231664381,-__56.1.0.0	chr1:231664267..231664381,-	15	80	5		2.772588722239781	4.394449154672439	1.791759469228055	
WILDTYPE__mrna.flip.sense__chr1:231664341..231664455,+__1137.1.0.0	chr1:231664341..231664455,+	27	63	9		3.332204510175204	4.1588830833596715	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:32552716..32552830,+__1481.1.0.0	chr12:32552716..32552830,+	7	62	3		2.0794415416798357	4.143134726391533	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:32655017..32655131,+__999.1.0.0	chr12:32655017..32655131,+	8	59	2		2.1972245773362196	4.0943445622221	1.0986122886681098	
WILDTYPE__mrna.flip.sense__chr1:234509339..234509453,+__967.1.0.0	chr1:234509339..234509453,+	12	70	7		2.5649493574615367	4.2626798770413155	2.0794415416798357	
WILDTYPE__Antisense.flip.sense__chr1:234509363..234509477,-__57.1.0.0	chr1:234509363..234509477,-	12	66	7		2.5649493574615367	4.204692619390966	2.0794415416798357	
WILDTYPE__Lincrna.noflip.NA__chr1:235116488..235116602,-__59.1.0.0	chr1:235116488..235116602,-	6	42	4		1.9459101490553132	3.7612001156935624	1.6094379124341003	
WILDTYPE__Enhancer.flip.sense__chr1:236080869..236080983,+__1835.1.0.0	Enhancer.flip.sense	5	38	3		1.791759469228055	3.6635616461296463	1.3862943611198906	
WILDTYPE__Enhancer.flip.sense__chr1:236080882..236080996,-__2128.1.0.0	Enhancer.flip.sense	6	49	3		1.9459101490553132	3.912023005428146	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:38710496..38710610,+__1482.1.0.0	chr12:38710496..38710610,+	17	77	9		2.8903717578961645	4.356708826689592	2.302585092994046	
WILDTYPE__Antisense.flip.sense__chr1:24104745..24104859,-__62.1.0.0	chr1:24104745..24104859,-	22	69	7		3.1354942159291497	4.248495242049359	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:24104828..24104942,+__1138.1.0.0	chr1:24104828..24104942,+	22	59	7		3.1354942159291497	4.0943445622221	2.0794415416798357	
WILDTYPE__mrna.flip.sense__chr12:46766548..46766662,-__1000.1.0.0	chr12:46766548..46766662,-	10	41	8		2.3978952727983707	3.7376696182833684	2.1972245773362196	
WILDTYPE__Lincrna.noflip.NA__chr12:46777380..46777494,+__229.1.0.0	chr12:46777380..46777494,+	41	111	5		3.7376696182833684	4.718498871295094	1.791759469228055	
WILDTYPE__mrna.noflip.NA__chr12:4714071..4714185,+__1359.1.0.0	chr12:4714071..4714185,+	1	14	1		0.6931471805599453	2.70805020110221	0.6931471805599453	
WILDTYPE__mrna.flip.sense__chr12:47610247..47610361,+__1155.1.0.0	chr12:47610247..47610361,+	6	21	5		1.9459101490553132	3.091042453358316	1.791759469228055	
WILDTYPE__Enhancer.noflip.NA__chr1:2478387..2478501,-__2225.1.0.0	Enhancer.noflip.NA	17	61	6		2.8903717578961645	4.127134385045092	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:2478447..2478561,+__1932.1.0.0	Enhancer.noflip.NA	23	78	6		3.1780538303479458	4.3694478524670215	1.9459101490553132	
WILDTYPE__Antisense.noflip.NA__chr12:48099827..48099941,+__232.1.0.0	chr12:48099827..48099941,+	10	50	6		2.3978952727983707	3.9318256327243257	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:2487730..2487844,+__1430.1.0.0	chr1:2487730..2487844,+	3	12	3		1.3862943611198906	2.5649493574615367	1.3862943611198906	
WILDTYPE__mrna.noflip.NA__chr12:49182837..49182951,-__1400.1.0.0	chr12:49182837..49182951,-	4	40	2		1.6094379124341003	3.713572066704308	1.0986122886681098	
WILDTYPE__Antisense.noflip.NA__chr12:49392067..49392181,+__233.1.0.0	chr12:49392067..49392181,+	5	35	4		1.791759469228055	3.58351893845611	1.6094379124341003	
WILDTYPE__mrna.noflip.NA__chr12:49412557..49412671,-__1001.1.0.0	chr12:49412557..49412671,-	43	87	14		3.784189633918261	4.477336814478207	2.70805020110221	
WILDTYPE__mrna.noflip.NA__chr12:49582776..49582890,-__1287.1.0.0	chr12:49582776..49582890,-	1	21	1		0.6931471805599453	3.091042453358316	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:50017127..50017241,+__1405.1.0.0	chr12:50017127..50017241,+	17	55	9		2.8903717578961645	4.02535169073515	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:50222161..50222275,-__1156.1.0.0	chr12:50222161..50222275,-	34	109	7		3.5553480614894135	4.700480365792417	2.0794415416798357	
WILDTYPE__Antisense.flip.sense__chr12:50222246..50222360,+__234.1.0.0	chr12:50222246..50222360,+	24	86	6		3.2188758248682006	4.465908118654584	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051083..25051197,-__2226.1.0.0	Enhancer.noflip.NA	13	57	3		2.6390573296152584	4.060443010546419	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051126..25051240,+__1933.1.0.0	Enhancer.noflip.NA	15	74	4		2.772588722239781	4.31748811353631	1.6094379124341003	
WILDTYPE__Enhancer.flip.sense__chr1:2509790..2509904,+__1836.1.0.0	Enhancer.flip.sense	21	75	6		3.091042453358316	4.330733340286331	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr1:2509806..2509920,-__2129.1.0.0	Enhancer.flip.sense	22	89	6		3.1354942159291497	4.499809670330265	1.9459101490553132	
WILDTYPE__mrna.flip.sense__chr12:51632547..51632661,+__1002.1.0.0	chr12:51632547..51632661,+	13	67	6		2.6390573296152584	4.219507705176107	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr12:52542390..52542504,-__2315.1.0.0	Enhancer.noflip.NA	8	37	4		2.1972245773362196	3.6375861597263857	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:52542521..52542635,+__2022.1.0.0	Enhancer.noflip.NA	9	47	4		2.302585092994046	3.871201010907891	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:25291462..25291576,-__1311.1.0.0	chr1:25291462..25291576,-	2	14	2		1.0986122886681098	2.70805020110221	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0	Enhancer.noflip.NA	9	52	4		2.302585092994046	3.970291913552122	1.6094379124341003	
WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0	Enhancer.noflip.NA	14	61	6		2.70805020110221	4.127134385045092	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574395..53574509,-__1484.1.0.0	chr12:53574395..53574509,-	27	63	9		3.332204510175204	4.1588830833596715	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574426..53574540,+__1485.1.0.0	chr12:53574426..53574540,+	29	60	9		3.4011973816621555	4.110873864173311	2.302585092994046	
WILDTYPE__Enhancer.noflip.NA__chr1:25360542..25360656,+__1837.1.0.0	Enhancer.noflip.NA	6	57	2		1.9459101490553132	4.060443010546419	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr1:25360585..25360699,-__2130.1.0.0	Enhancer.noflip.NA	7	53	3		2.0794415416798357	3.9889840465642745	1.3862943611198906	
WILDTYPE__Lincrna.noflip.NA__chr12:54519861..54519975,+__239.1.0.0	chr12:54519861..54519975,+	3	32	1		1.3862943611198906	3.4965075614664802	0.6931471805599453	
WILDTYPE__mrna.flip.sense__chr12:56122758..56122872,-__1157.1.0.0	chr12:56122758..56122872,-	23	76	6		3.1780538303479458	4.343805421853684	1.9459101490553132	
WILDTYPE__Antisense.flip.sense__chr12:56122813..56122927,+__240.1.0.0	chr12:56122813..56122927,+	25	76	6		3.258096538021482	4.343805421853684	1.9459101490553132	
WILDTYPE__mrna.noflip.NA__chr12:56661030..56661144,+__1003.1.0.0	chr12:56661030..56661144,+	9	59	5		2.302585092994046	4.0943445622221	1.791759469228055	
WILDTYPE__mrna.flip.sense__chr12:56693772..56693886,-__1158.1.0.0	chr12:56693772..56693886,-	9	67	5		2.302585092994046	4.219507705176107	1.791759469228055	
WILDTYPE__Antisense.flip.sense__chr12:56693840..56693954,+__241.1.0.0	chr12:56693840..56693954,+	19	69	6		2.995732273553991	4.248495242049359	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr12:56752751..56752865,-__2236.1.0.0	Enhancer.noflip.NA	8	70	3		2.1972245773362196	4.2626798770413155	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:56752816..56752930,+__1943.1.0.0	Enhancer.noflip.NA	6	45	3		1.9459101490553132	3.828641396489095	1.3862943611198906	
WILDTYPE__mrna.noflip.NA__chr12:57623806..57623920,+__1004.1.0.0	chr12:57623806..57623920,+	5	37	3		1.791759469228055	3.6375861597263857	1.3862943611198906	
WILDTYPE__mrna.noflip.NA__chr12:58026427..58026541,-__1005.1.0.0	chr12:58026427..58026541,-	26	79	4		3.295836866004329	4.382026634673881	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:58166317..58166431,+__1486.1.0.0	chr12:58166317..58166431,+	11	46	4		2.4849066497880004	3.8501476017100584	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:58166359..58166473,+__1487.1.0.0	chr12:58166359..58166473,+	5	19	3		1.791759469228055	2.995732273553991	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:58329796..58329910,-__242.1.0.0	chr12:58329796..58329910,-	13	48	4		2.6390573296152584	3.8918202981106265	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:58329844..58329958,-__243.1.0.0	chr12:58329844..58329958,-	16	61	4		2.833213344056216	4.127134385045092	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:58329889..58330003,-__244.1.0.0	chr12:58329889..58330003,-	22	50	13		3.1354942159291497	3.9318256327243257	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:6291398..6291512,-__2237.1.0.0	Enhancer.noflip.NA	5	53	2		1.791759469228055	3.9889840465642745	1.0986122886681098	
