unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE__Lincrna.noflip.NA__chr1:198906523..198906637,-__39.1.0.0	chr1:198906523..198906637,-	19	68	14		2.995732273553991	4.23410650459726	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:201476216..201476330,-__1135.1.0.0	chr1:201476216..201476330,-	16	99	4		2.833213344056216	4.605170185988092	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:201798621..201798735,-__41.1.0.0	chr1:201798621..201798735,-	32	79	12		3.4965075614664802	4.382026634673881	2.5649493574615367	
WILDTYPE__Lincrna.noflip.NA__chr1:202780002..202780116,+__42.1.0.0	chr1:202780002..202780116,+	24	84	15		3.2188758248682006	4.442651256490317	2.772588722239781	
WILDTYPE__Lincrna.noflip.NA__chr1:202830822..202830936,+__43.1.0.0	chr1:202830822..202830936,+	6	43	3		1.9459101490553132	3.784189633918261	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:203155796..203155910,-__1426.1.0.0	chr1:203155796..203155910,-	24	89	12		3.2188758248682006	4.499809670330265	2.5649493574615367	
WILDTYPE__Enhancer.noflip.NA__chr1:203258750..203258864,-__2297.1.0.0	Enhancer.noflip.NA	31	61	12		3.4657359027997265	4.127134385045092	2.5649493574615367	
WILDTYPE__Enhancer.noflip.NA__chr1:203258795..203258909,+__2004.1.0.0	Enhancer.noflip.NA	33	80	12		3.5263605246161616	4.394449154672439	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.0.0	Enhancer.flip.sense	65	89	17		4.189654742026425	4.499809670330265	2.8903717578961645	
WILDTYPE__Enhancer.flip.sense__chr1:203259728..203259842,+__1832.1.0.0	Enhancer.flip.sense	25	86	8		3.258096538021482	4.465908118654584	2.1972245773362196	
WILDTYPE__Lincrna.noflip.NA__chr1:203274366..203274480,-__44.1.0.0	chr1:203274366..203274480,-	37	78	17		3.6375861597263857	4.3694478524670215	2.8903717578961645	
WILDTYPE__Lincrna.noflip.NA__chr1:203274402..203274516,-__45.1.0.0	chr1:203274402..203274516,-	58	83	17		4.07753744390572	4.430816798843313	2.8903717578961645	
WILDTYPE__mrna.flip.sense__chr1:204042163..204042277,+__963.1.0.0	chr1:204042163..204042277,+	35	63	8		3.58351893845611	4.1588830833596715	2.1972245773362196	
WILDTYPE__Lincrna.noflip.NA__chr1:207996013..207996127,-__46.1.0.0	chr1:207996013..207996127,-	19	63	10		2.995732273553991	4.1588830833596715	2.3978952727983707	
WILDTYPE__Lincrna.noflip.NA__chr1:208042476..208042590,-__47.1.0.0	chr1:208042476..208042590,-	15	77	4		2.772588722239781	4.356708826689592	1.6094379124341003	
WILDTYPE__mrna.noflip.NA__chr1:208417614..208417728,-__964.1.0.0	chr1:208417614..208417728,-	22	61	5		3.1354942159291497	4.127134385045092	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.0.0	Enhancer.flip.sense	66	96	16		4.204692619390966	4.574710978503383	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601386..209601500,+__1833.1.0.0	Enhancer.flip.sense	47	70	16		3.871201010907891	4.2626798770413155	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:209602085..209602199,+__48.1.0.0	chr1:209602085..209602199,+	15	65	6		2.772588722239781	4.189654742026425	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr1:209822697..209822811,-__2029.1.0.0	Enhancer.noflip.NA	8	42	6		2.1972245773362196	3.7612001156935624	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr1:209822704..209822818,+__1736.1.0.0	Enhancer.noflip.NA	8	37	6		2.1972245773362196	3.6375861597263857	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833398..209833512,-__2030.1.0.0	Enhancer.noflip.NA	12	60	4		2.5649493574615367	4.110873864173311	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833463..209833577,+__1737.1.0.0	Enhancer.noflip.NA	14	50	5		2.70805020110221	3.9318256327243257	1.791759469228055	
WILDTYPE__mrna.flip.sense__chr12:100967382..100967496,+__993.1.0.0	chr12:100967382..100967496,+	35	99	15		3.58351893845611	4.605170185988092	2.772588722239781	
WILDTYPE__Enhancer.noflip.NA__chr12:10337162..10337276,+__1758.1.0.0	Enhancer.noflip.NA	24	84	12		3.2188758248682006	4.442651256490317	2.5649493574615367	
WILDTYPE__Enhancer.noflip.NA__chr12:10337187..10337301,-__2051.1.0.0	Enhancer.noflip.NA	19	79	6		2.995732273553991	4.382026634673881	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0	chr12:108956300..108956414,+	30	62	12		3.4339872044851463	4.143134726391533	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:110211254..110211368,-__208.1.0.0	chr12:110211254..110211368,-	42	76	13		3.7612001156935624	4.343805421853684	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:110318198..110318312,-__1476.1.0.0	chr12:110318198..110318312,-	34	70	14		3.5553480614894135	4.2626798770413155	2.70805020110221	
WILDTYPE__mrna.noflip.NA__chr12:110486324..110486438,-__1234.1.0.0	chr12:110486324..110486438,-	18	65	7		2.9444389791664403	4.189654742026425	2.0794415416798357	
WILDTYPE__Antisense.noflip.NA__chr12:112279665..112279779,-__209.1.0.0	chr12:112279665..112279779,-	42	92	16		3.7612001156935624	4.532599493153256	2.833213344056216	
WILDTYPE__Antisense.flip.sense__chr12:112279699..112279813,-__210.1.0.0	chr12:112279699..112279813,-	46	90	17		3.8501476017100584	4.51085950651685	2.8903717578961645	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:112279772..112279886,+__1154.1.0.0	chr12:112279772..112279886,+	33	75	17		3.5263605246161616	4.330733340286331	2.8903717578961645	
WILDTYPE__Antisense.noflip.NA__chr12:113909731..113909845,+__211.1.0.0	chr12:113909731..113909845,+	9	64	5		2.302585092994046	4.174387269895637	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:114404095..114404209,-__1477.1.0.0	chr12:114404095..114404209,-	114	80	28		4.74493212836325	4.394449154672439	3.367295829986474	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:115106263..115106377,-__2234.1.0.0	Enhancer.noflip.NA	26	73	5		3.295836866004329	4.30406509320417	1.791759469228055	
WILDTYPE__Enhancer.noflip.NA__chr12:115106373..115106487,+__1941.1.0.0	Enhancer.noflip.NA	20	70	6		3.044522437723423	4.2626798770413155	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:211556065..211556179,+__50.1.0.0	chr1:211556065..211556179,+	31	49	17		3.4657359027997265	3.912023005428146	2.8903717578961645	
WILDTYPE__mrna.noflip.NA__chr12:118573762..118573876,-__994.1.0.0	chr12:118573762..118573876,-	32	90	17		3.4965075614664802	4.51085950651685	2.8903717578961645	
WILDTYPE__mrna.noflip.NA__chr12:1192239..1192353,+__995.1.0.0	chr12:1192239..1192353,+	7	53	2		2.0794415416798357	3.9889840465642745	1.0986122886681098	
WILDTYPE__Antisense.noflip.NA__chr12:120639049..120639163,+__213.1.0.0	chr12:120639049..120639163,+	13	43	11		2.6390573296152584	3.784189633918261	2.4849066497880004	
WILDTYPE__Antisense.noflip.NA__chr12:120639077..120639191,+__214.1.0.0	chr12:120639077..120639191,+	12	24	11		2.5649493574615367	3.2188758248682006	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0	chr12:121454255..121454369,-	61	65	26		4.127134385045092	4.189654742026425	3.295836866004329	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.0.0	Enhancer.flip.sense	72	102	30		4.290459441148391	4.634728988229636	3.4339872044851463	
WILDTYPE__Enhancer.flip.sense__chr12:121714973..121715087,+__1853.1.0.0	Enhancer.flip.sense	21	64	11		3.091042453358316	4.174387269895637	2.4849066497880004	
WILDTYPE__Lincrna.noflip.NA__chr12:122501226..122501340,+__216.1.0.0	chr12:122501226..122501340,+	21	87	9		3.091042453358316	4.477336814478207	2.302585092994046	
WILDTYPE__Lincrna.noflip.NA__chr12:122502159..122502273,+__217.1.0.0	chr12:122502159..122502273,+	40	81	26		3.713572066704308	4.406719247264253	3.295836866004329	
WILDTYPE__Antisense.noflip.NA__chr12:123849435..123849549,+__218.1.0.0	chr12:123849435..123849549,+	65	86	20		4.189654742026425	4.465908118654584	3.044522437723423	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124086630..124086744,+__996.1.0.0	chr12:124086630..124086744,+	7	35	4		2.0794415416798357	3.58351893845611	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124196820..124196934,+__1479.1.0.0	chr12:124196820..124196934,+	66	96	21		4.204692619390966	4.574710978503383	3.091042453358316	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124873335..124873449,-__997.1.0.0	chr12:124873335..124873449,-	75	62	7		4.330733340286331	4.143134726391533	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907699..124907813,-__2147.1.0.0	Enhancer.noflip.NA	41	95	15		3.7376696182833684	4.564348191467836	2.772588722239781	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907771..124907885,+__1854.1.0.0	Enhancer.noflip.NA	45	88	15		3.828641396489095	4.48863636973214	2.772588722239781	
WILDTYPE__mrna.noflip.NA__chr1:212606145..212606259,+__965.1.0.0	chr1:212606145..212606259,+	31	91	11		3.4657359027997265	4.5217885770490405	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:213031405..213031519,-__51.1.0.0	chr1:213031405..213031519,-	33	94	16		3.5263605246161616	4.553876891600541	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:13080588..13080702,+__219.1.0.0	chr12:13080588..13080702,+	18	78	6		2.9444389791664403	4.3694478524670215	1.9459101490553132	
WILDTYPE__Lincrna.noflip.NA__chr12:13153284..13153398,+__220.1.0.0	chr12:13153284..13153398,+	65	113	15		4.189654742026425	4.736198448394496	2.772588722239781	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:214161796..214161910,+__1428.1.0.0	chr1:214161796..214161910,+	12	67	5		2.5649493574615367	4.219507705176107	1.791759469228055	
WILDTYPE__mrna.noflip.NA__chr12:15114643..15114757,-__998.1.0.0	chr12:15114643..15114757,-	17	75	6		2.8903717578961645	4.330733340286331	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651289..21651403,-__2031.1.0.0	Enhancer.noflip.NA	21	37	11		3.091042453358316	3.6375861597263857	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651297..21651411,+__1738.1.0.0	Enhancer.noflip.NA	21	45	11		3.091042453358316	3.828641396489095	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:21766575..21766689,+__1429.1.0.0	chr1:21766575..21766689,+	6	48	1		1.9459101490553132	3.8918202981106265	0.6931471805599453	
WILDTYPE__mrna.noflip.NA__chr1:220445709..220445823,-__966.1.0.0	chr1:220445709..220445823,-	45	75	20		3.828641396489095	4.330733340286331	3.044522437723423	
WILDTYPE__Enhancer.noflip.NA__chr1:22233363..22233477,-__2032.1.0.0	Enhancer.noflip.NA	8	38	7		2.1972245773362196	3.6635616461296463	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:22233479..22233593,+__1739.1.0.0	Enhancer.noflip.NA	53	71	23		3.9889840465642745	4.276666119016055	3.1780538303479458	
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.0.0	chr1:222763224..222763338,+	24	46	18		3.2188758248682006	3.8501476017100584	2.9444389791664403	
WILDTYPE__Enhancer.noflip.NA__chr1:2231986..2232100,+__1740.1.0.0	Enhancer.noflip.NA	22	59	12		3.1354942159291497	4.0943445622221	2.5649493574615367	
WILDTYPE__Enhancer.noflip.NA__chr1:2231992..2232106,-__2033.1.0.0	Enhancer.noflip.NA	22	65	12		3.1354942159291497	4.189654742026425	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:22351918..22352032,+__53.1.0.0	chr1:22351918..22352032,+	59	89	22		4.0943445622221	4.499809670330265	3.1354942159291497	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:223914381..223914495,-__2034.1.0.0	Enhancer.noflip.NA	32	68	15		3.4965075614664802	4.23410650459726	2.772588722239781	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180275..224180389,-__2305.1.0.0	Enhancer.noflip.NA	40	88	12		3.713572066704308	4.48863636973214	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180311..224180425,+__2012.1.0.0	Enhancer.noflip.NA	38	84	12		3.6635616461296463	4.442651256490317	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:24673490..24673604,-__2148.1.0.0	Enhancer.noflip.NA	21	67	12		3.091042453358316	4.219507705176107	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:24715358..24715472,-__222.1.0.0	chr12:24715358..24715472,-	16	81	8		2.833213344056216	4.406719247264253	2.1972245773362196	
WILDTYPE__Lincrna.noflip.NA__chr12:24715527..24715641,-__223.1.0.0	chr12:24715527..24715641,-	11	68	6		2.4849066497880004	4.23410650459726	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr12:25539117..25539231,-__2149.1.0.0	Enhancer.flip.sense	36	96	14		3.6109179126442243	4.574710978503383	2.70805020110221	
WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0	Enhancer.flip.sense	50	88	14		3.9318256327243257	4.48863636973214	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:27863622..27863736,-__225.1.0.0	chr12:27863622..27863736,-	23	57	9		3.1780538303479458	4.060443010546419	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962833..228962947,+__1931.1.0.0	Enhancer.noflip.NA	10	53	4		2.3978952727983707	3.9889840465642745	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962862..228962976,-__2224.1.0.0	Enhancer.noflip.NA	10	58	4		2.3978952727983707	4.07753744390572	1.6094379124341003	
WILDTYPE__Antisense.noflip.NA__chr12:2922044..2922158,-__226.1.0.0	chr12:2922044..2922158,-	29	72	22		3.4011973816621555	4.290459441148391	3.1354942159291497	
WILDTYPE__Lincrna.flip.sense__chr1:229406754..229406868,-__54.1.0.0	chr1:229406754..229406868,-	51	110	18		3.9512437185814275	4.709530201312334	2.9444389791664403	
WILDTYPE__mrna.flip.sense__chr1:229644039..229644153,-__1136.1.0.0	chr1:229644039..229644153,-	22	60	10		3.1354942159291497	4.110873864173311	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:29936810..29936924,-__1480.1.0.0	chr12:29936810..29936924,-	29	92	9		3.4011973816621555	4.532599493153256	2.302585092994046	
WILDTYPE__Lincrna.noflip.NA__chr12:30948553..30948667,+__227.1.0.0	chr12:30948553..30948667,+	19	82	8		2.995732273553991	4.418840607796598	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:30948822..30948936,+__228.1.0.0	chr12:30948822..30948936,+	35	65	14		3.58351893845611	4.189654742026425	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:231664267..231664381,-__56.1.0.0	chr1:231664267..231664381,-	36	97	15		3.6109179126442243	4.584967478670572	2.772588722239781	
WILDTYPE__mrna.flip.sense__chr1:231664341..231664455,+__1137.1.0.0	chr1:231664341..231664455,+	50	66	15		3.9318256327243257	4.204692619390966	2.772588722239781	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:32552716..32552830,+__1481.1.0.0	chr12:32552716..32552830,+	16	67	8		2.833213344056216	4.219507705176107	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:32655017..32655131,+__999.1.0.0	chr12:32655017..32655131,+	26	63	8		3.295836866004329	4.1588830833596715	2.1972245773362196	
WILDTYPE__mrna.flip.sense__chr1:234509339..234509453,+__967.1.0.0	chr1:234509339..234509453,+	22	83	12		3.1354942159291497	4.430816798843313	2.5649493574615367	
WILDTYPE__Antisense.flip.sense__chr1:234509363..234509477,-__57.1.0.0	chr1:234509363..234509477,-	22	82	12		3.1354942159291497	4.418840607796598	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.0.0	chr1:234764949..234765063,+	14	45	6		2.70805020110221	3.828641396489095	1.9459101490553132	
WILDTYPE__Lincrna.noflip.NA__chr1:235116488..235116602,-__59.1.0.0	chr1:235116488..235116602,-	16	57	6		2.833213344056216	4.060443010546419	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr1:236080869..236080983,+__1835.1.0.0	Enhancer.flip.sense	17	79	8		2.8903717578961645	4.382026634673881	2.1972245773362196	
WILDTYPE__Enhancer.flip.sense__chr1:236080882..236080996,-__2128.1.0.0	Enhancer.flip.sense	18	80	8		2.9444389791664403	4.394449154672439	2.1972245773362196	
WILDTYPE__Lincrna.noflip.NA__chr1:238649301..238649415,-__60.1.0.0	chr1:238649301..238649415,-	10	52	5		2.3978952727983707	3.970291913552122	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:38710496..38710610,+__1482.1.0.0	chr12:38710496..38710610,+	28	85	14		3.367295829986474	4.454347296253507	2.70805020110221	
WILDTYPE__Antisense.flip.sense__chr1:24104745..24104859,-__62.1.0.0	chr1:24104745..24104859,-	74	73	20		4.31748811353631	4.30406509320417	3.044522437723423	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:24104828..24104942,+__1138.1.0.0	chr1:24104828..24104942,+	77	77	19		4.356708826689592	4.356708826689592	2.995732273553991	
WILDTYPE__mrna.noflip.NA__chr1:245022570..245022684,-__1260.1.0.0	chr1:245022570..245022684,-	7	41	4		2.0794415416798357	3.7376696182833684	1.6094379124341003	
WILDTYPE__mrna.flip.sense__chr12:46766548..46766662,-__1000.1.0.0	chr12:46766548..46766662,-	23	52	14		3.1780538303479458	3.970291913552122	2.70805020110221	
WILDTYPE__Lincrna.noflip.NA__chr12:46777380..46777494,+__229.1.0.0	chr12:46777380..46777494,+	79	112	12		4.382026634673881	4.727387818712341	2.5649493574615367	
WILDTYPE__mrna.noflip.NA__chr12:4714071..4714185,+__1359.1.0.0	chr12:4714071..4714185,+	12	65	7		2.5649493574615367	4.189654742026425	2.0794415416798357	
WILDTYPE__mrna.flip.sense__chr12:47610247..47610361,+__1155.1.0.0	chr12:47610247..47610361,+	25	71	14		3.258096538021482	4.276666119016055	2.70805020110221	
WILDTYPE__Enhancer.noflip.NA__chr1:2478387..2478501,-__2225.1.0.0	Enhancer.noflip.NA	37	69	14		3.6375861597263857	4.248495242049359	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:2478447..2478561,+__1932.1.0.0	Enhancer.noflip.NA	49	82	14		3.912023005428146	4.418840607796598	2.70805020110221	
WILDTYPE__Antisense.noflip.NA__chr12:48099827..48099941,+__232.1.0.0	chr12:48099827..48099941,+	29	71	14		3.4011973816621555	4.276666119016055	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:48516393..48516507,+__1483.1.0.0	chr12:48516393..48516507,+	13	29	11		2.6390573296152584	3.4011973816621555	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:2487730..2487844,+__1430.1.0.0	chr1:2487730..2487844,+	19	74	12		2.995732273553991	4.31748811353631	2.5649493574615367	
WILDTYPE__mrna.noflip.NA__chr12:49182837..49182951,-__1400.1.0.0	chr12:49182837..49182951,-	11	59	5		2.4849066497880004	4.0943445622221	1.791759469228055	
WILDTYPE__Antisense.noflip.NA__chr12:49392067..49392181,+__233.1.0.0	chr12:49392067..49392181,+	26	55	20		3.295836866004329	4.02535169073515	3.044522437723423	
WILDTYPE__mrna.noflip.NA__chr12:49412557..49412671,-__1001.1.0.0	chr12:49412557..49412671,-	57	91	24		4.060443010546419	4.5217885770490405	3.2188758248682006	
WILDTYPE__mrna.noflip.NA__chr12:49582776..49582890,-__1287.1.0.0	chr12:49582776..49582890,-	3	32	2		1.3862943611198906	3.4965075614664802	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:50017127..50017241,+__1405.1.0.0	chr12:50017127..50017241,+	50	67	21		3.9318256327243257	4.219507705176107	3.091042453358316	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:50222161..50222275,-__1156.1.0.0	chr12:50222161..50222275,-	60	112	16		4.110873864173311	4.727387818712341	2.833213344056216	
WILDTYPE__Antisense.flip.sense__chr12:50222246..50222360,+__234.1.0.0	chr12:50222246..50222360,+	44	86	12		3.8066624897703196	4.465908118654584	2.5649493574615367	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051083..25051197,-__2226.1.0.0	Enhancer.noflip.NA	42	89	11		3.7612001156935624	4.499809670330265	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051126..25051240,+__1933.1.0.0	Enhancer.noflip.NA	46	100	11		3.8501476017100584	4.61512051684126	2.4849066497880004	
WILDTYPE__Enhancer.flip.sense__chr1:2509790..2509904,+__1836.1.0.0	Enhancer.flip.sense	56	92	15		4.04305126783455	4.532599493153256	2.772588722239781	
WILDTYPE__Enhancer.flip.sense__chr1:2509806..2509920,-__2129.1.0.0	Enhancer.flip.sense	57	96	15		4.060443010546419	4.574710978503383	2.772588722239781	
WILDTYPE__mrna.flip.sense__chr12:51632547..51632661,+__1002.1.0.0	chr12:51632547..51632661,+	22	65	12		3.1354942159291497	4.189654742026425	2.5649493574615367	
WILDTYPE__Enhancer.noflip.NA__chr12:52542390..52542504,-__2315.1.0.0	Enhancer.noflip.NA	37	66	14		3.6375861597263857	4.204692619390966	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:52542521..52542635,+__2022.1.0.0	Enhancer.noflip.NA	34	89	11		3.5553480614894135	4.499809670330265	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:25291462..25291576,-__1311.1.0.0	chr1:25291462..25291576,-	11	46	9		2.4849066497880004	3.8501476017100584	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0	Enhancer.noflip.NA	30	64	15		3.4339872044851463	4.174387269895637	2.772588722239781	
WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0	Enhancer.noflip.NA	27	93	11		3.332204510175204	4.543294782270004	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574395..53574509,-__1484.1.0.0	chr12:53574395..53574509,-	52	85	16		3.970291913552122	4.454347296253507	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574426..53574540,+__1485.1.0.0	chr12:53574426..53574540,+	55	89	16		4.02535169073515	4.499809670330265	2.833213344056216	
WILDTYPE__Enhancer.noflip.NA__chr1:25360542..25360656,+__1837.1.0.0	Enhancer.noflip.NA	18	81	6		2.9444389791664403	4.406719247264253	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr1:25360585..25360699,-__2130.1.0.0	Enhancer.noflip.NA	25	69	9		3.258096538021482	4.248495242049359	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:53694109..53694223,-__237.1.0.0	chr12:53694109..53694223,-	11	53	5		2.4849066497880004	3.9889840465642745	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr12:54519861..54519975,+__239.1.0.0	chr12:54519861..54519975,+	32	98	7		3.4965075614664802	4.59511985013459	2.0794415416798357	
WILDTYPE__mrna.flip.sense__chr12:56122758..56122872,-__1157.1.0.0	chr12:56122758..56122872,-	53	93	13		3.9889840465642745	4.543294782270004	2.6390573296152584	
WILDTYPE__Antisense.flip.sense__chr12:56122813..56122927,+__240.1.0.0	chr12:56122813..56122927,+	61	96	13		4.127134385045092	4.574710978503383	2.6390573296152584	
WILDTYPE__mrna.noflip.NA__chr12:56661030..56661144,+__1003.1.0.0	chr12:56661030..56661144,+	23	80	12		3.1780538303479458	4.394449154672439	2.5649493574615367	
WILDTYPE__mrna.flip.sense__chr12:56693772..56693886,-__1158.1.0.0	chr12:56693772..56693886,-	17	90	5		2.8903717578961645	4.51085950651685	1.791759469228055	
WILDTYPE__Antisense.flip.sense__chr12:56693840..56693954,+__241.1.0.0	chr12:56693840..56693954,+	25	88	8		3.258096538021482	4.48863636973214	2.1972245773362196	
WILDTYPE__Enhancer.noflip.NA__chr12:56752751..56752865,-__2236.1.0.0	Enhancer.noflip.NA	39	83	13		3.6888794541139363	4.430816798843313	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:56752816..56752930,+__1943.1.0.0	Enhancer.noflip.NA	27	71	13		3.332204510175204	4.276666119016055	2.6390573296152584	
WILDTYPE__mrna.noflip.NA__chr12:57623806..57623920,+__1004.1.0.0	chr12:57623806..57623920,+	21	68	12		3.091042453358316	4.23410650459726	2.5649493574615367	
WILDTYPE__mrna.noflip.NA__chr12:58026427..58026541,-__1005.1.0.0	chr12:58026427..58026541,-	62	95	13		4.143134726391533	4.564348191467836	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:58166317..58166431,+__1486.1.0.0	chr12:58166317..58166431,+	39	93	16		3.6888794541139363	4.543294782270004	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:58166359..58166473,+__1487.1.0.0	chr12:58166359..58166473,+	29	67	16		3.4011973816621555	4.219507705176107	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:58329796..58329910,-__242.1.0.0	chr12:58329796..58329910,-	21	74	6		3.091042453358316	4.31748811353631	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:58329844..58329958,-__243.1.0.0	chr12:58329844..58329958,-	23	79	6		3.1780538303479458	4.382026634673881	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:58329889..58330003,-__244.1.0.0	chr12:58329889..58330003,-	33	65	17		3.5263605246161616	4.189654742026425	2.8903717578961645	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:6291398..6291512,-__2237.1.0.0	Enhancer.noflip.NA	21	61	15		3.091042453358316	4.127134385045092	2.772588722239781	
