unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE__mrna.noflip.NA__chr13:33112927..33113041,-__1243.1.0.0	chr13:33112956..33112967,-	2	25	2	0.1627712721189835	1.0986122886681098	3.258096538021482	1.0986122886681098	0.15080618361736312
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr13:33160607..33160721,+__1490.1.0.0	chr13:33160668..33160714,+	13	66	4	0.45033423246125953	2.6390573296152584	4.204692619390966	1.6094379124341003	0.37179403501594993
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr13:34250896..34251010,-__265.1.0.0	chr13:34250861..34250948,-	2	21	1	0.22223157624827566	1.0986122886681098	3.091042453358316	0.6931471805599453	0.20067834872690854
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.0.0	chr1:33446816-33447482	5	56	1	0.2726359118858296	1.791759469228055	4.04305126783455	0.6931471805599453	0.24109027072205136
WILDTYPE__Enhancer.flip.sense__chr1:33446918..33447032,+__1839.1.0.0	chr1:33446816-33447482	4	40	1	0.2726359118858296	1.6094379124341003	3.713572066704308	0.6931471805599453	0.24109027072205136
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr13:45915489..45915603,+__266.1.0.0	chr13:45915545..45915601,+	17	48	8	0.44705283092222636	2.8903717578961645	3.8918202981106265	2.1972245773362196	0.3695289576409183
WILDTYPE__Antisense.noflip.NA__chr13:45915618..45915732,+__267.1.0.0	chr13:45915678..45915711,+	13	45	5	0.5543920749265908	2.6390573296152584	3.828641396489095	1.791759469228055	0.44108452059060677
WILDTYPE__Antisense.noflip.NA__chr13:45915647..45915761,+__268.1.0.0	chr13:45915717..45915752,+	11	42	5	0.5324993513217607	2.4849066497880004	3.7612001156935624	1.791759469228055	0.4268999655470701
WILDTYPE__mrna.flip.sense__chr13:46785916..46786030,-__1012.1.0.0	chr13:46785927..46785972,-	6	54	3	0.30066152883046543	1.9459101490553132	4.007333185232471	1.3862943611198906	0.2628730033690357
WILDTYPE__mrna.noflip.NA__chr13:46961312..46961426,-__1013.1.0.0	chr13:46961337..46961359,-	10	57	4	0.37253669201398015	2.3978952727983707	4.060443010546419	1.6094379124341003	0.31666062775202736
WILDTYPE__Lincrna.flip.sense__chr13:48877802..48877916,-__269.1.0.0	chr13:48877818..48877843,-	10	43	4	0.4678047977128964	2.3978952727983707	3.784189633918261	1.6094379124341003	0.3837679497655983
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr13:51796427..51796541,+__1014.1.0.0	chr13:51796497..51796517,+	9	53	2	0.18297453714742973	2.302585092994046	3.9889840465642745	1.0986122886681098	0.1680320607979362
WILDTYPE__Lincrna.noflip.NA__chr13:64650142..64650256,-__272.1.0.0	chr13:64650167..64650182,-	3	22	2	0.32050715108966094	1.3862943611198906	3.1354942159291497	1.0986122886681098	0.2780158681812504
WILDTYPE__Antisense.noflip.NA__chr1:3663851..3663965,-__70.1.0.0	chr1:3663879..3663892,-	3	10	3	0.461658131916758	1.3862943611198906	2.3978952727983707	1.3862943611198906	0.3795714980854599
WILDTYPE__Enhancer.noflip.NA__chr1:36866655..36866769,-__2133.1.0.0	chr1:36866636-36866899	12	40	5	0.46633684172018947	2.5649493574615367	3.713572066704308	1.791759469228055	0.3827673463213366
WILDTYPE__Enhancer.noflip.NA__chr1:36866671..36866785,+__1840.1.0.0	chr1:36866636-36866899	12	40	5	0.46633684172018947	2.5649493574615367	3.713572066704308	1.791759469228055	0.3827673463213366
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.0.0	chr13:70523555-70523686	8	7	3	0.18246982833442357	2.1972245773362196	2.0794415416798357	1.3862943611198906	0.16760532590784075
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr13:70523606..70523720,+__1859.1.0.0	chr13:70523555-70523686	8	11	3	0.18246982833442357	2.1972245773362196	2.4849066497880004	1.3862943611198906	0.16760532590784075
WILDTYPE__mrna.noflip.NA__chr13:73632820..73632934,+__1015.1.0.0	chr13:73632897..73632923,+	12	64	6	0.3868789340531067	2.5649493574615367	4.174387269895637	1.9459101490553132	0.32705585133205034
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr13:76334724..76334838,+__1491.1.0.0	chr13:76334798..76334809,+	3	30	2	0.5853740014779268	1.3862943611198906	3.4339872044851463	1.0986122886681098	0.46082034257189197
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:37939973..37940087,-__71.1.0.0	chr1:37939957..37940027,-	18	72	7	0.4704443153764352	2.9444389791664403	4.290459441148391	2.0794415416798357	0.38556461047881585
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr13:79980346..79980460,+__274.1.0.0	chr13:79980418..79980450,+	6	64	1	0.1063989665891083	1.9459101490553132	4.174387269895637	0.6931471805599453	0.10111056733788508
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:38156154..38156268,-__1432.1.0.0	chr1:38156153..38156221,-	11	58	4	0.41197518420348034	2.4849066497880004	4.07753744390572	1.6094379124341003	0.34498956398989594
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:3816787..3816901,-__1139.1.0.0	chr1:3816779..3816870,-	10	60	4	0.29340596606984487	2.3978952727983707	4.110873864173311	1.6094379124341003	0.25727902272255043
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.0.0	chr1:3816953..3816985,+	16	84	5	0.40822177801865667	2.833213344056216	4.442651256490317	1.791759469228055	0.34232775812935395
WILDTYPE__Antisense.noflip.NA__chr1:39325576..39325690,+__73.1.0.0	chr1:39325623..39325679,+	14	65	5	0.3577876559020033	2.70805020110221	4.189654742026425	1.791759469228055	0.30585665159500697
WILDTYPE__Lincrna.noflip.NA__chr13:96329158..96329272,-__275.1.0.0	chr13:96329150..96329209,-	10	50	7	0.438972223470669	2.3978952727983707	3.9318256327243257	2.0794415416798357	0.3639291250578264
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr13:99852893..99853007,-__276.1.0.0	chr13:99852916..99852957,-	4	37	2	0.3922407197378868	1.6094379124341003	3.6375861597263857	1.0986122886681098	0.33091447780759575
WILDTYPE__Antisense.flip.sense__chr1:40974319..40974433,-__74.1.0.0	chr1:40974347..40974387,-	7	58	3	0.2669929406689112	2.0794415416798357	4.07753744390572	1.3862943611198906	0.2366463296335916
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr14:100772772..100772886,-__1371.1.0.0	chr14:100772796..100772826,-	13	82	4	0.40725065805774424	2.6390573296152584	4.418840607796598	1.6094379124341003	0.3416379129815337
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:101159639..101159753,-__2241.1.0.0	chr14:101159258-101159870	5	38	2	0.4577201560412431	1.791759469228055	3.6635616461296463	1.0986122886681098	0.37687367829265245
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:101159663..101159777,+__1948.1.0.0	chr14:101159258-101159870	5	37	2	0.4577201560412431	1.791759469228055	3.6375861597263857	1.0986122886681098	0.37687367829265245
WILDTYPE__Antisense.noflip.NA__chr14:101292375..101292489,+__277.1.0.0	chr14:101292448..101292462,+	2	18	1	0.4922844192232658	1.0986122886681098	2.9444389791664403	0.6931471805599453	0.4003081131202839
WILDTYPE__Enhancer.flip.sense__chr14:102414479..102414593,-__2153.1.0.0	chr14:102414226-102414964	18	86	7	0.367835110150302	2.9444389791664403	4.465908118654584	2.0794415416798357	0.3132292784197497
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr14:102414536..102414650,+__1860.1.0.0	chr14:102414226-102414964	17	96	7	0.367835110150302	2.8903717578961645	4.574710978503383	2.0794415416798357	0.3132292784197497
WILDTYPE__Enhancer.noflip.NA__chr14:103585466..103585580,-__2154.1.0.0	chr14:103585248-103585668	2	21	2	0.6666666666666666	1.0986122886681098	3.091042453358316	1.0986122886681098	0.5108256237659906
WILDTYPE__Enhancer.noflip.NA__chr14:103585499..103585613,+__1861.1.0.0	chr14:103585248-103585668	2	21	2	0.6666666666666666	1.0986122886681098	3.091042453358316	1.0986122886681098	0.5108256237659906
WILDTYPE__Enhancer.noflip.NA__chr14:104583312..104583426,+__2002.1.0.0	chr14:104583053-104583460	5	42	2	0.44677166030132476	1.791759469228055	3.7612001156935624	1.0986122886681098	0.3693346330558309
WILDTYPE__Enhancer.noflip.NA__chr14:104583315..104583429,-__2295.1.0.0	chr14:104583053-104583460	5	42	2	0.44677166030132476	1.791759469228055	3.7612001156935624	1.0986122886681098	0.3693346330558309
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr14:105147390..105147504,+__278.1.0.0	chr14:105147464..105147523,+	14	64	5	0.3435682980468919	2.70805020110221	4.174387269895637	1.791759469228055	0.29532898369265265
WILDTYPE__Enhancer.flip.sense__chr14:105948355..105948469,-__2155.1.0.0	chr14:105948139-105949025	8	38	3	0.431849013801475	2.1972245773362196	3.6635616461296463	1.3862943611198906	0.35896662569007937
WILDTYPE__Enhancer.flip.sense__chr14:105948394..105948508,+__1862.1.0.0	chr14:105948139-105949025	7	32	3	0.431849013801475	2.0794415416798357	3.4965075614664802	1.3862943611198906	0.35896662569007937
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr14:106355851..106355965,+__279.1.0.0	chr14:106355918..106355939,+	4	48	2	0.5061465174652078	1.6094379124341003	3.8918202981106265	1.0986122886681098	0.4095544137989435
WILDTYPE__Lincrna.noflip.NA__chr14:106938369..106938483,+__280.1.0.0	chr14:106938440..106938454,+	2	13	1		1.0986122886681098	2.6390573296152584	0.6931471805599453	
WILDTYPE__Lincrna.noflip.NA__chr14:106938438..106938552,+__281.1.0.0	chr14:106938501..106938524,+	2	16	1		1.0986122886681098	2.833213344056216	0.6931471805599453	
WILDTYPE__Enhancer.noflip.NA__chr14:107252946..107253060,+__1760.1.0.0	chr14:107252931-107253417	4	20	2	0.45335083142733273	1.6094379124341003	3.044522437723423	1.0986122886681098	0.3738718085932887
WILDTYPE__Enhancer.noflip.NA__chr14:107252984..107253098,-__2053.1.0.0	chr14:107252931-107253417	5	41	2	0.45335083142733273	1.791759469228055	3.7376696182833684	1.0986122886681098	0.3738718085932887
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr14:20811533..20811647,-__282.1.0.0	chr14:20811546..20811584,-	6	28	3	0.4635874653380349	1.9459101490553132	3.367295829986474	1.3862943611198906	0.3808905898587056
WILDTYPE__Enhancer.noflip.NA__chr1:42128029..42128143,-__2036.1.0.0	chr1:42127851-42128791	3	28	1	0.2538125253037128	1.3862943611198906	3.367295829986474	0.6931471805599453	0.22618892968158674
WILDTYPE__Enhancer.noflip.NA__chr1:42128038..42128152,+__1743.1.0.0	chr1:42127851-42128791	3	28	1	0.2538125253037128	1.3862943611198906	3.367295829986474	0.6931471805599453	0.22618892968158674
WILDTYPE__mrna.noflip.NA__chr14:21737581..21737695,-__1395.1.0.0	chr14:21737610..21737621,-	11	44	7	0.42907814105417874	2.4849066497880004	3.8066624897703196	2.0794415416798357	0.35702957978593114
WILDTYPE__Antisense.noflip.NA__chr14:23388585..23388699,+__283.1.0.0	chr14:23388656..23388671,+	8	60	5	0.3257762041198715	2.1972245773362196	4.110873864173311	1.791759469228055	0.28199810234598754
WILDTYPE__mrna.noflip.NA__chr14:24439087..24439201,+__1017.1.0.0	chr14:24439161..24439196,+	1	11	1	0.23071641489742306	0.6931471805599453	2.4849066497880004	0.6931471805599453	0.20759645096161602
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr14:24521139..24521253,+__1018.1.0.0	chr14:24521202..24521267,+	6	47	4	0.3945426814169572	1.9459101490553132	3.871201010907891	1.6094379124341003	0.3325665345850812
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr14:24610684..24610798,-__1493.1.0.0	chr14:24610694..24610724,-	14	48	8	0.40876102000654074	2.70805020110221	3.8918202981106265	2.1972245773362196	0.34271060888360677
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr14:24610717..24610831,-__1494.1.0.0	chr14:24610746..24610758,-	14	45	8	0.39148146377065984	2.70805020110221	3.828641396489095	2.1972245773362196	0.3303689808535158
WILDTYPE__mrna.noflip.NA__chr14:24711789..24711903,-__1381.1.0.0	chr14:24711806..24711861,-	15	68	7	0.4705220522957276	2.772588722239781	4.23410650459726	2.0794415416798357	0.3856174753603493
WILDTYPE__Lincrna.noflip.NA__chr14:29299374..29299488,+__285.1.0.0	chr14:29299437..29299470,+	5	42	2	0.3995532087004191	1.791759469228055	3.7612001156935624	1.0986122886681098	0.33615304904371984
WILDTYPE__mrna.noflip.NA__chr14:31091445..31091559,+__1322.1.0.0	chr14:31091511..31091547,+	19	107	5	0.41918064454051673	2.995732273553991	4.68213122712422	1.791759469228055	0.35007969419136287
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:43312058..43312172,-__75.1.0.0	chr1:43312067..43312100,-	10	47	5	0.23140115751169046	2.3978952727983707	3.871201010907891	1.791759469228055	0.20815267349103128
WILDTYPE__Lincrna.noflip.NA__chr1:43424633..43424747,+__76.1.0.0	chr1:43424698..43424725,+	13	84	5	0.46153329365567475	2.6390573296152584	4.442651256490317	1.791759469228055	0.3794860857788508
WILDTYPE__Lincrna.noflip.NA__chr1:43424695..43424809,+__77.1.0.0	chr1:43424768..43424780,+	11	84	5	0.2723574305533693	2.4849066497880004	4.442651256490317	1.791759469228055	0.2408714243078561
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr14:35451688..35451802,-__286.1.0.0	chr14:35451702..35451746,-	7	22	5	0.23071641489742306	2.0794415416798357	3.1354942159291497	1.791759469228055	0.20759645096161602
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr14:35451727..35451841,-__287.1.0.0	chr14:35451751..35451774,-	13	35	6	0.4568926181521744	2.6390573296152584	3.58351893845611	1.9459101490553132	0.37630582384650907
WILDTYPE__mrna.flip.sense__chr14:35451808..35451922,+__1160.1.0.0	chr14:35451880..35451920,+	11	42	6	0.4707915818428291	2.4849066497880004	3.7612001156935624	1.9459101490553132	0.3858007469059116
WILDTYPE__Lincrna.noflip.NA__chr1:43824309..43824423,-__78.1.0.0	chr1:43824332..43824352,-	18	68	7	0.4155064654128569	2.9444389791664403	4.23410650459726	2.0794415416798357	0.3474873931417644
WILDTYPE__mrna.noflip.NA__chr14:55494220..55494334,+__1019.1.0.0	chr14:55494294..55494306,+	6	54	3	0.33596002212200693	1.9459101490553132	4.007333185232471	1.3862943611198906	0.28965015110536324
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:55574540..55574654,-__2242.1.0.0	chr14:55574465-55575376	14	40	6	0.44259165572421666	2.70805020110221	3.713572066704308	1.9459101490553132	0.36644125687842655
WILDTYPE__Enhancer.noflip.NA__chr14:55574623..55574737,+__1949.1.0.0	chr14:55574465-55575376	13	42	6	0.44259165572421666	2.6390573296152584	3.7612001156935624	1.9459101490553132	0.36644125687842655
WILDTYPE__Antisense.noflip.NA__chr14:55738761..55738875,-__290.1.0.0	chr14:55738788..55738802,-	3	21	2	0.4313717031205946	1.3862943611198906	3.091042453358316	1.0986122886681098	0.35863321745334725
WILDTYPE__mrna.flip.sense__chr14:56046880..56046994,+__1161.1.0.0	chr14:56046914..56046973,+	14	51	3	0.5678655619989974	2.70805020110221	3.9512437185814275	1.3862943611198906	0.44971517973141145
WILDTYPE__Lincrna.noflip.NA__chr14:56263371..56263485,-__292.1.0.0	chr14:56263400..56263407,-	2	19	2	0.41926153356308155	1.0986122886681098	2.995732273553991	1.0986122886681098	0.35013668955537675
WILDTYPE__mrna.noflip.NA__chr14:58618880..58618994,-__1267.1.0.0	chr14:58618896..58618939,-	6	84	2	0.35138058380573467	1.9459101490553132	4.442651256490317	1.0986122886681098	0.3011267245661966
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:45956777..45956891,-__1277.1.0.0	chr1:45956800..45956821,-	9	33	6	0.4091913177104981	2.302585092994046	3.5263605246161616	1.9459101490553132	0.34301600631814994
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:45965599..45965713,-__1433.1.0.0	chr1:45965606..45965652,-	3	43	2	0.27200682266787163	1.3862943611198906	3.784189633918261	1.0986122886681098	0.2405958286361491
WILDTYPE__Enhancer.noflip.NA__chr14:61939085..61939199,+__1761.1.0.0	chr14:61938268-61939375	5	22	4	0.3275650730227983	1.791759469228055	3.1354942159291497	1.6094379124341003	0.2833464921587673
WILDTYPE__Enhancer.noflip.NA__chr14:61939117..61939231,-__2054.1.0.0	chr14:61938268-61939375	1	10	1	0.3275650730227983	0.6931471805599453	2.3978952727983707	0.6931471805599453	0.2833464921587673
WILDTYPE__Enhancer.noflip.NA__chr14:62070572..62070686,-__2156.1.0.0	chr14:62070604-62070799	2	31	1	0.4714599368734285	1.0986122886681098	3.4657359027997265	0.6931471805599453	0.38625506227483475
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:62070715..62070829,+__1863.1.0.0	chr14:62070604-62070799	1	11	1	0.4714599368734285	0.6931471805599453	2.4849066497880004	0.6931471805599453	0.38625506227483475
WILDTYPE__Antisense.noflip.NA__chr14:62162524..62162638,-__295.1.0.0	chr14:62162543..62162564,-	11	69	3	0.36423647265298364	2.4849066497880004	4.248495242049359	1.3862943611198906	0.3105949114425824
WILDTYPE__Antisense.noflip.NA__chr14:62217781..62217895,-__296.1.0.0	chr14:62217779..62217824,-	5	44	3	0.3274079471726098	1.791759469228055	3.8066624897703196	1.3862943611198906	0.28322812873346925
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:46769244..46769358,+__968.1.0.0	chr1:46769322..46769324,+	12	72	6	0.44278011566179337	2.5649493574615367	4.290459441148391	1.9459101490553132	0.3665718881819651
WILDTYPE__Enhancer.noflip.NA__chr14:69199938..69200052,+__1864.1.0.0	chr14:69199843-69200146	6	31	4	0.31328286486232043	1.9459101490553132	3.4657359027997265	1.6094379124341003	0.2725300061335604
WILDTYPE__Enhancer.noflip.NA__chr14:69199970..69200084,-__2157.1.0.0	chr14:69199843-69200146	7	42	4	0.31328286486232043	2.0794415416798357	3.7612001156935624	1.6094379124341003	0.2725300061335604
WILDTYPE__Enhancer.flip.sense__chr14:71865862..71865976,-__2158.1.0.0	chr14:71865475-71866239	2	18	1	0.29759882466665705	1.0986122886681098	2.9444389791664403	0.6931471805599453	0.2605154986038301
WILDTYPE__Enhancer.flip.sense__chr14:71865867..71865981,+__1865.1.0.0	chr14:71865475-71866239	2	21	1	0.29759882466665705	1.0986122886681098	3.091042453358316	0.6931471805599453	0.2605154986038301
WILDTYPE__mrna.noflip.NA__chr14:74960031..74960145,-__1310.1.0.0	chr14:74960056..74960071,-	19	74	8	0.41140076449095436	2.995732273553991	4.31748811353631	2.1972245773362196	0.34458266123879944
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr14:75083315..75083429,-__300.1.0.0	chr14:75083313..75083360,-	21	44	7	0.40011546507761736	3.091042453358316	3.8066624897703196	2.0794415416798357	0.3365547082757735
WILDTYPE__Antisense.flip.sense__chr14:75593729..75593843,+__301.1.0.0	chr14:75593800..75593840,+	7	51	3	0.38180282575369856	2.0794415416798357	3.9512437185814275	1.3862943611198906	0.32338904205070856
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:75741656..75741770,-__2243.1.0.0	chr14:75741549-75742051	3	22	1	0.5817345547281464	1.3862943611198906	3.1354942159291497	0.6931471805599453	0.45852206432396964
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:75741690..75741804,+__1950.1.0.0	chr14:75741549-75742051	4	33	1	0.5817345547281464	1.6094379124341003	3.5263605246161616	0.6931471805599453	0.45852206432396964
WILDTYPE__Lincrna.noflip.NA__chr14:75761064..75761178,+__303.1.0.0	chr14:75761130..75761157,+	19	70	7	0.4731410788871613	2.995732273553991	4.2626798770413155	2.0794415416798357	0.38739690946390576
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr14:77425899..77426013,+__304.1.0.0	chr14:77425972..77425985,+	3	32	2	0.5503508131174054	1.3862943611198906	3.4965075614664802	1.0986122886681098	0.4384812363656359
WILDTYPE__Enhancer.noflip.NA__chr1:47800362..47800476,+__1841.1.0.0	chr1:47800262-47800514	10	46	4	0.5009889357728943	2.3978952727983707	3.8501476017100584	1.6094379124341003	0.40612418138691153
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:47800396..47800510,-__2134.1.0.0	chr1:47800262-47800514	9	31	4	0.5009889357728943	2.302585092994046	3.4657359027997265	1.6094379124341003	0.40612418138691153
WILDTYPE__mrna.noflip.NA__chr14:78083089..78083203,-__1325.1.0.0	chr14:78083112..78083140,-	5	41	3	0.409597723532188	1.791759469228055	3.7376696182833684	1.3862943611198906	0.3433043612241464
WILDTYPE__Antisense.noflip.NA__chr14:81636708..81636822,-__305.1.0.0	chr14:81636732..81636779,-	6	37	4	0.3944863966766829	1.9459101490553132	3.6375861597263857	1.6094379124341003	0.33252617305516813
WILDTYPE__Enhancer.noflip.NA__chr14:81685660..81685774,+__1991.1.0.0	chr14:81685513-81686063	5	26	3	0.3139348773904257	1.791759469228055	3.295836866004329	1.3862943611198906	0.27302635824857946
WILDTYPE__Enhancer.noflip.NA__chr14:81685673..81685787,-__2284.1.0.0	chr14:81685513-81686063	5	26	3	0.3139348773904257	1.791759469228055	3.295836866004329	1.3862943611198906	0.27302635824857946
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr14:86400970..86401084,+__306.1.0.0	chr14:86401039..86401083,+	12	45	3	0.41064352085689393	2.5649493574615367	3.828641396489095	1.3862943611198906	0.3440459980431393
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr14:91282804..91282918,-__1497.1.0.0	chr14:91282821..91282857,-	3	41	1	0.3945159948157253	1.3862943611198906	3.7376696182833684	0.6931471805599453	0.3325473979484373
WILDTYPE__mrna.noflip.NA__chr14:91976814..91976928,-__1333.1.0.0	chr14:91976794..91976871,-	9	52	5	0.39837708188394744	2.302585092994046	3.970291913552122	1.791759469228055	0.3353123369718692
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr14:92413341..92413455,-__1022.1.0.0	chr14:92413353..92413386,-	1	13	1	0.09484562912353313	0.6931471805599453	2.6390573296152584	0.6931471805599453	0.09061337536076
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr14:92414299..92414413,-__1498.1.0.0	chr14:92414294..92414355,-	9	41	3	0.5341301189377068	2.302585092994046	3.7376696182833684	1.3862943611198906	0.42796352264484294
WILDTYPE__mrna.flip.sense__chr14:95623831..95623945,-__1162.1.0.0	chr14:95623841..95623883,-	8	57	5	0.31752084697387034	2.1972245773362196	4.060443010546419	1.791759469228055	0.27575182443826834
WILDTYPE__Antisense.flip.sense__chr14:95623944..95624058,+__307.1.0.0	chr14:95623976..95624057,+	13	67	4	0.29265838537948896	2.6390573296152584	4.219507705176107	1.6094379124341003	0.2567008617724864
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr15:100273601..100273715,-__1023.1.0.0	chr15:100273570..100273649,-	16	72	8	0.38260009327615224	2.833213344056216	4.290459441148391	2.1972245773362196	0.3239658519933333
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr15:101142755..101142869,+__1024.1.0.0	chr15:101142824..101142850,+	21	76	8	0.4278842582186887	3.091042453358316	4.343805421853684	2.1972245773362196	0.35619380896494385
WILDTYPE__Lincrna.noflip.NA__chr15:101389877..101389991,+__310.1.0.0	chr15:101389945..101390002,+	15	61	6	0.45939262305002215	2.772588722239781	4.127134385045092	1.9459101490553132	0.37802033755383485
WILDTYPE__Enhancer.noflip.NA__chr15:101741631..101741745,-__2055.1.0.0	chr15:101741612-101741900	5	68	2	0.3540888324612753	1.791759469228055	4.23410650459726	1.0986122886681098	0.3031287797687894
WILDTYPE__Enhancer.noflip.NA__chr15:101741761..101741875,+__1762.1.0.0	chr15:101741612-101741900	15	71	7	0.3540888324612753	2.772588722239781	4.276666119016055	2.0794415416798357	0.3031287797687894
WILDTYPE__Lincrna.noflip.NA__chr15:29967114..29967228,+__311.1.0.0	chr15:29967184..29967206,+	12	74	5	0.4494620391380715	2.5649493574615367	4.31748811353631	1.791759469228055	0.37119248010119127
WILDTYPE__Lincrna.noflip.NA__chr15:31521550..31521664,-__312.1.0.0	chr15:31521567..31521649,-	5	47	3	0.3673052976239163	1.791759469228055	3.871201010907891	1.3862943611198906	0.31284186684006876
WILDTYPE__mrna.flip.sense__chr1:53704155..53704269,-__1140.1.0.0	chr1:53704157..53704219,-	7	38	4	0.34360951773676146	2.0794415416798357	3.6635616461296463	1.6094379124341003	0.2953596624885483
WILDTYPE__Lincrna.flip.sense__chr1:53704189..53704303,+__82.1.0.0	chr1:53704242..53704290,+	10	38	5	0.4009670555048347	2.3978952727983707	3.6635616461296463	1.791759469228055	0.33716275209254576
WILDTYPE__mrna.flip.sense__chr15:40331342..40331456,-__1163.1.0.0	chr15:40331356..40331387,-	20	79	10	0.43171811839529367	3.044522437723423	4.382026634673881	2.3978952727983707	0.3588752044659699
WILDTYPE__Lincrna.flip.sense__chr15:40331441..40331555,+__313.1.0.0	chr15:40331456..40331554,+	17	104	5	0.2944959628624078	2.8903717578961645	4.653960350157523	1.791759469228055	0.25812140151970053
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr15:40675065..40675179,+__1499.1.0.0	chr15:40675132..40675210,+	13	43	6	0.3968678060011504	2.6390573296152584	3.784189633918261	1.9459101490553132	0.3342324487402444
WILDTYPE__mrna.flip.sense__chr15:40733258..40733372,+__1025.1.0.0	chr15:40733329..40733375,+	11	81	3	0.2914715381868581	2.4849066497880004	4.406719247264253	1.3862943611198906	0.255782295515226
WILDTYPE__Antisense.noflip.NA__chr15:40987241..40987355,-__314.1.0.0	chr15:40987264..40987281,-	7	56	3	0.40238613863891376	2.0794415416798357	4.04305126783455	1.3862943611198906	0.3381751705478842
WILDTYPE__Antisense.flip.sense__chr15:40987259..40987373,-__315.1.0.0	chr15:40987282..40987311,-	11	74	4	0.3863185951697607	2.4849066497880004	4.31748811353631	1.6094379124341003	0.32665174099727123
WILDTYPE__mrna.flip.sense__chr15:40987292..40987406,+__1164.1.0.0	chr15:40987349..40987397,+	12	81	4	0.2825537384033023	2.5649493574615367	4.406719247264253	1.6094379124341003	0.2488531984740777
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:41576083..41576197,+__316.1.0.0	chr15:41576157..41576168,+	22	44	9	0.3912460611658404	3.1354942159291497	3.8066624897703196	2.302585092994046	0.33019979245596587
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr15:41576126..41576240,+__317.1.0.0	chr15:41576180..41576213,+	18	43	9	0.40590398127025445	2.9444389791664403	3.784189633918261	2.302585092994046	0.34068049893004043
WILDTYPE__Antisense.noflip.NA__chr15:44828840..44828954,-__318.1.0.0	chr15:44828866..44828886,-	4	14	4	0.565711695288808	1.6094379124341003	2.70805020110221	1.6094379124341003	0.4483404779943606
WILDTYPE__Antisense.flip.sense__chr15:44829030..44829144,-__319.1.0.0	chr15:44829057..44829104,-	19	69	7	0.41850854949432253	2.995732273553991	4.248495242049359	2.0794415416798357	0.34960600238594997
