unique_id	PromType2	cage_activ	cage_ts	mpra_activ	mpra_ts	avg_tf_tissue_sp	log_avg_tf_tissue_sp	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:82066455..82066569,+__870.1.0.0	intergenic	0.008023686389627558	0.6666666666666666	-0.15142093855844205	0.1829968537169824	0.38408341486920894	0.3250381262385176	22	21	14	63	3.0910424533583165	3.0445224377234235	2.6390573296152584	4.143134726391533
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:9183551..9183665,+__1729.1.0.0	intergenic	0.0		-2.463943550202138	0.4712949333251729	0.4680130423226947	0.3839098145688622	6	5	4	37	1.791759469228055	1.6094379124341005	1.3862943611198906	3.610917912644224
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:102582142..102582256,-__886.1.0.0	intergenic	0.9410071965816348	0.12101133246186965	-0.9769943997575262	0.28552057019857835	0.37328654908854175	0.31720680791539546	42	26	22	70	3.737669618283368	3.258096538021482	3.0910424533583165	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:132251325..132251439,+__898.1.0.0	intergenic	1.22673312786309	0.3969766512758445	-2.2214326806890297	0.28552519849811464	0.356501641945795	0.3049090635442738	21	21	18	45	3.0445224377234235	3.0445224377234235	2.8903717578961645	3.80666248977032
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:138799602..138799716,+__903.1.0.0	div_lnc	1.7671923298206798	0.21586906855106106	1.6465143543422218	0.10682326436970986	0.3577174929444449	0.30580497578978616	32	21	19	64	3.4657359027997265	3.0445224377234235	2.9444389791664403	4.158883083359672
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:37079834..37079948,+__908.1.0.0	intergenic	1.7422055085448138	0.11075063392829898	2.4166077567205253	0.09576472509833373	0.44139510425459	0.3656114669814073	45	44	22	83	3.80666248977032	3.7841896339182615	3.0910424533583165	4.418840607796597
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:74920389..74920503,+__911.1.0.0	intergenic	0.0		-1.8671583244965213	0.4371191033308268	0.4970193006767472	0.4034759982580173	7	7	4	40	1.9459101490553128	1.9459101490553128	1.3862943611198906	3.688879454113936
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:93195787..93195901,-__916.1.0.0	intergenic	0.0		-1.89726658979744	0.1425586873415213	0.5551240947870298	0.44155534616861253	14	14	8	60	2.6390573296152584	2.6390573296152584	2.079441541679836	4.0943445622220995
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:94903461..94903575,+__917.1.0.0	intergenic	0.0		-1.5439856685661948	0.1919056191024846	0.4478352296182256	0.37006949578863746	14	11	10	60	2.6390573296152584	2.3978952727983707	2.302585092994046	4.0943445622220995
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:98189077..98189191,-__919.1.0.0	intergenic	1.54580167573171	0.1589330708795854	-0.969820056395958	0.15965310359771132	0.4917548680516284	0.39995319073071983	36	31	28	61	3.58351893845611	3.4339872044851463	3.332204510175204	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr9:99449259..99449373,+__923.1.0.0	intergenic	0.0		0.5341235102229401	0.11894044275231525	0.4218779857608228	0.35197852303071697	40	25	16	67	3.688879454113936	3.218875824868201	2.772588722239781	4.204692619390967
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:102024009..102024123,+__924.1.0.0	intergenic	2.0030893020933567	0.07764128425505122	3.346630664395832	0.04150851762577264	0.40159061466466794	0.33760774501937135	20	18	13	64	2.9957322735539913	2.8903717578961645	2.5649493574615367	4.158883083359672
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:114957217..114957331,+__927.1.0.0	intergenic	0.0		-1.4331693239503511	0.16465325885481044	0.4755960399515385	0.3890620030498337	25	14	7	87	3.218875824868201	2.6390573296152584	1.9459101490553128	4.465908118654584
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:115085410..115085524,-__928.1.0.0	intergenic	0.6550235229438465	0.6666666666666666	-1.797400093123347	0.17612517353338222	0.41331787171104745	0.34594004068882733	29	22	19	80	3.3672958299864737	3.0910424533583165	2.9444389791664403	4.382026634673881
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:134555829..134555943,+__931.1.0.0	intergenic	0.0		0.6663972602323586	0.1897954831151397	0.4282607937552683	0.35645747592296523	34	26	20	91	3.5263605246161616	3.258096538021482	2.9957322735539913	4.51085950651685
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:46187043..46187157,-__937.1.0.0	intergenic	0.873375993824124	0.3996323317772334	-1.7581850586949408	0.3591592023103605	0.3729168356602917	0.316937553691519	13	13	9	60	2.5649493574615367	2.5649493574615367	2.19722457733622	4.0943445622220995
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chrX:73511864..73511978,-__946.1.0.0	intergenic	0.6912287652385944	0.4550881424194844	-0.5059870004042496	0.15835212843567412	0.37577603193233206	0.31901795877204847	13	12	10	58	2.5649493574615367	2.4849066497880004	2.302585092994046	4.060443010546419
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:1034322..1034436,+__1440.1.0.0	protein_coding	4.260198961122517	0.056636502732787725	0.4808244211035429	0.14407112482526632	0.39103646169381456	0.3300491251741925	27	26	24	74	3.2958368660043287	3.258096538021482	3.1780538303479458	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:28821628..28821742,+__1144.1.0.0	div_pc	2.0464202990774525	0.09517996613935877	0.36135912422524197	0.0750156348352294	0.3763887813096297	0.31946324415937283	24	17	17	85	3.1780538303479458	2.8332133440562166	2.8332133440562166	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr10:38146503..38146617,-__1146.1.0.0	div_pc	1.3041875088949837	0.26458663829481016	-0.054477082507242036	0.16700124721222054	0.36917454063533495	0.3142080331651523	33	26	26	86	3.49650756146648	3.258096538021482	3.258096538021482	4.4543472962535064
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:207356..207470,-__1460.1.0.0	protein_coding	3.2177748129682198	0.0513544395615286	2.139811832388248	0.12802589262424538	0.462889928535405	0.380413882389651	54	35	26	82	3.9889840465642745	3.555348061489413	3.258096538021482	4.4067192472642525
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:27528279..27528393,-__1150.1.0.0	div_pc	3.764472679903621	0.10498730437007868	3.709495710703807	0.06528463891550725	0.3914905892483379	0.3303755389342325	38	32	22	81	3.6375861597263857	3.4657359027997265	3.0910424533583165	4.394449154672439
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:62432704..62432818,+__1469.1.0.0	protein_coding	3.787207869731787	0.048257667368542236	2.6176657206277243	0.17100153092442225	0.29711131051029394	0.2601397231709674	11	11	9	60	2.3978952727983707	2.3978952727983707	2.19722457733622	4.0943445622220995
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:65647228..65647342,+__1475.1.0.0	protein_coding	0.0		-0.7156585490568649	0.3303585046111822	0.3997961744809823	0.336326636365569	20	19	12	78	2.9957322735539913	2.9444389791664403	2.4849066497880004	4.356708826689592
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:70244567..70244681,+__1152.1.0.0	div_pc	4.2510804384346805	0.060988791631506875	-0.4168644328009717	0.07295956195759805	0.42429674254158845	0.35367817789659306	87	49	49	78	4.465908118654584	3.8918202981106265	3.8918202981106265	4.356708826689592
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr11:72145537..72145651,-__989.1.0.0	protein_coding	3.4128305810487944	0.12160808007250384	2.4215250419017287	0.06823145562442805	0.4313050662444236	0.3585866618122101	8	8	4	66	2.079441541679836	2.079441541679836	1.3862943611198906	4.189654742026425
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:112279772..112279886,+__1154.1.0.0	div_pc	1.4332778097583496	0.03714292260233465	2.979836476206739	0.08383770219468528	0.4204539648583268	0.35097651408427316	24	21	15	71	3.1780538303479458	3.0445224377234235	2.7080502011022096	4.262679877041316
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:50222161..50222275,-__1156.1.0.0	div_pc	1.987100879842144	0.15207203079059498	-0.07986800649132286	0.15967833934796327	0.39508099732362434	0.3329524761853417	50	26	17	108	3.912023005428147	3.258096538021482	2.8332133440562166	4.68213122712422
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574395..53574509,-__1484.1.0.0	protein_coding	0.9649541917317422	0.2847806701552939	3.1932297325649204	0.05055075552562963	0.4024816420722935	0.33824326889752715	61	39	32	83	4.110873864173311	3.6635616461296463	3.4657359027997265	4.418840607796597
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574426..53574540,+__1485.1.0.0	protein_coding	2.4979552312969093	0.19268621836180985	1.0056809537019042	0.054756789620318935	0.37721584874236425	0.32006396036138623	44	35	32	81	3.7841896339182615	3.555348061489413	3.4657359027997265	4.394449154672439
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:96390087..96390201,-__1159.1.0.0	div_pc	0.14708626440665398	0.6666666666666666	-1.2898516766562993	0.1817004569943226	0.5190327249699257	0.41807376714057537	12	12	4	67	2.4849066497880004	2.4849066497880004	1.3862943611198906	4.204692619390967
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr15:100273601..100273715,-__1023.1.0.0	protein_coding	1.1502742088708309	0.2075877258346329	1.2412387360673802	0.18215440589237786	0.4357648358823655	0.3616976939022409	49	38	27	93	3.8918202981106265	3.6375861597263857	3.2958368660043287	4.532599493153255
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr15:49913077..49913191,+__1501.1.0.0	protein_coding	0.15490661619146076	0.60504618015475	-0.5424180356131352	0.24596301092045803	0.39594115589751494	0.3335688515158854	27	20	14	74	3.2958368660043287	2.9957322735539913	2.6390573296152584	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr16:2014792..2014906,-__1167.1.0.0	div_pc	4.432607913489004	0.07841218162770608	2.4998366745333342	0.1529083177345151	0.4119583291987897	0.34497762673669163	34	33	16	83	3.5263605246161616	3.49650756146648	2.772588722239781	4.418840607796597
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr16:28875089..28875203,+__1505.1.0.0	protein_coding	1.9709838154766128	0.029239495935641718	0.24737621905520804	0.03698268350536416	0.4233016815966445	0.352979300571047	25	21	13	85	3.218875824868201	3.0445224377234235	2.5649493574615367	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr16:89724164..89724278,+__1513.1.0.0	protein_coding	1.61866621850088	0.2005642228400668	1.5305800462366128		0.336079989879947	0.28973994598678865	29	24	20	82	3.3672958299864737	3.1780538303479458	2.9957322735539913	4.4067192472642525
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:5015136..5015250,-__1169.1.0.0	protein_coding	2.330211782254429	0.11440982213722987	2.263882405843092	0.027506486983249458	0.42768948422478736	0.35605739225028615	18	17	7	80	2.8903717578961645	2.8332133440562166	1.9459101490553128	4.382026634673881
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:5372218..5372332,-__1039.1.0.0	div_pc	1.3590953246375703	0.3862078654016784	-1.1726252676457507	0.1825979041774632	0.4235176622705617	0.35313103529548384	48	44	25	91	3.8712010109078916	3.7841896339182615	3.218875824868201	4.51085950651685
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0	protein_coding	2.091666504467263	0.07331334900784851	3.756251088221613	0.05382717142163492	0.39898876810246486	0.3357496671325056	20	20	17	70	2.9957322735539913	2.9957322735539913	2.8332133440562166	4.248495242049359
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr19:37064159..37064273,-__1171.1.0.0	protein_coding	2.1581931095600737	0.1669341318176639	3.3983417003077183	0.04619891321315761	0.4107362517804101	0.34411173249296334	24	23	23	66	3.1780538303479458	3.1354942159291497	3.1354942159291497	4.189654742026425
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr19:54960298..54960412,+__1172.1.0.0	div_pc	3.8604965985729462	0.131673048419511	1.6852510564333747	0.1280110233789057	0.38029490606631366	0.32229717638656397	17	16	10	54	2.8332133440562166	2.772588722239781	2.302585092994046	3.9889840465642745
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:153939883..153939997,+__954.1.0.0	protein_coding	1.4559646392475183	0.2729429917140033	-1.3115459727811014	0.09623523689412412	0.5021278588031246	0.4068826754201043	6	6	6	16	1.791759469228055	1.791759469228055	1.791759469228055	2.772588722239781
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:156698181..156698295,+__1420.1.0.0	protein_coding	1.9820967537970733	0.13205589439383775	1.412327856808475	0.15832637370319744	0.423396744782552	0.35304608894951517	24	18	17	23	3.1780538303479458	2.8903717578961645	2.8332133440562166	3.1354942159291497
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:156698202..156698316,-__1419.1.0.0	protein_coding	3.256306570639861	0.0509197006837547	1.7066048125441924	0.13417064845125015	0.4068195034362467	0.3413314852095678	26	20	17	40	3.258096538021482	2.9957322735539913	2.8332133440562166	3.688879454113936
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:176176611..176176725,-__1134.1.0.0	div_pc	0.8054646924284445	0.07128174821602573	0.8352464246405747	0.09266165286070926	0.3430601537284324	0.2949507071027631	13	11	7	74	2.5649493574615367	2.3978952727983707	1.9459101490553128	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:201476216..201476330,-__1135.1.0.0	protein_coding	3.7502282270670455	0.26059843766727203	-0.6678508313897756	0.07649223910241547	0.35031389768292587	0.30033708222466327	14	14	6	94	2.6390573296152584	2.6390573296152584	1.791759469228055	4.543294782270004
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:24104828..24104942,+__1138.1.0.0	div_pc	3.635425135789536	0.1151051157764345	1.3548605128061002	0.04203070327549863	0.4623873212357807	0.3800702518468644	33	25	16	74	3.49650756146648	3.218875824868201	2.772588722239781	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:3816787..3816901,-__1139.1.0.0	div_pc	3.4158493264230656	0.05828813262716793	1.4648057458761699	0.19391107596684626	0.4122749189835573	0.3452018219488238	19	19	10	64	2.9444389791664403	2.9444389791664403	2.302585092994046	4.158883083359672
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:46769244..46769358,+__968.1.0.0	protein_coding	1.4021648807700078	0.2346184567555506	0.4947892039956404	0.1535307608764019	0.425500065630523	0.35452267541094146	36	31	21	82	3.58351893845611	3.4339872044851463	3.0445224377234235	4.4067192472642525
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:95285851..95285965,+__1143.1.0.0	div_pc	0.39822922269806016	0.6091086958481167	-0.4566318921620458		0.32152405768861686	0.27878565973086855	19	14	9	86	2.9444389791664403	2.6390573296152584	2.19722457733622	4.4543472962535064
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr22:29196522..29196636,-__1188.1.0.0	div_pc	3.7634830342448815	0.2472288962246252	0.2542564633289679		0.31706691733377423	0.2754072318984126	21	19	17	75	3.0445224377234235	2.9444389791664403	2.8332133440562166	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:139259260..139259374,+__1174.1.0.0	div_pc	1.2457401900062015	0.3880523111429552	-0.8954021076838677	0.20926210268933496	0.4009254822505024	0.33713307696848227	55	42	29	83	4.007333185232471	3.737669618283368	3.3672958299864737	4.418840607796597
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:160568937..160569051,+__1176.1.0.0	div_pc	3.771929707354421	0.06910532739707557	2.7316282249671384	0.08490255138788301	0.40686653733588507	0.341364917439718	37	27	21	102	3.610917912644224	3.2958368660043287	3.0445224377234235	4.624972813284272
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:237994477..237994591,+__1179.1.0.0	div_pc	3.5427904121581637	0.16029855643514193	2.8108578560982207	0.04823376515105245	0.4384024364791956	0.36353307861531614	9	9	3	56	2.19722457733622	2.19722457733622	1.0986122886681098	4.02535169073515
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:264820..264934,+__1382.1.0.0	protein_coding	2.9246982648239936	0.06434650708696547	1.1784154471622492	0.01770445635776426	0.3720611928964656	0.3163141295455789	16	13	12	92	2.772588722239781	2.5649493574615367	2.4849066497880004	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:27851832..27851946,-__1569.1.0.0	protein_coding	1.2862676307519794	0.12713090735312926	2.6991166919803464	0.07152814128800182	0.4099326768615583	0.34354195634346085	33	33	15	68	3.49650756146648	3.49650756146648	2.7080502011022096	4.219507705176107
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:27851837..27851951,+__1570.1.0.0	protein_coding	3.148047458315232	0.12223821592085088	3.0028920321411654	0.03984596421114432	0.4099326768615583	0.34354195634346085	36	33	15	71	3.58351893845611	3.49650756146648	2.7080502011022096	4.262679877041316
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:3605885..3605999,-__1181.1.0.0	div_pc	3.91325732360759	0.05114143638218527	3.6680343773726887	0.06026623581356873	0.4278819388002163	0.3561921845893386	33	32	12	92	3.49650756146648	3.4657359027997265	2.4849066497880004	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:134204786..134204900,+__1613.1.0.0	protein_coding	0.4024874496035809	0.16382126625803595	0.9223071080518052	0.13320528451888428	0.41432482351356925	0.3466522606922865	94	62	61	85	4.543294782270004	4.127134385045092	4.110873864173311	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:134204792..134204906,-__1612.1.0.0	protein_coding	3.03966829790936	0.08214500019409958	1.7935297261944942	0.1002007824983914	0.41432482351356925	0.3466522606922865	94	62	61	85	4.543294782270004	4.127134385045092	4.110873864173311	4.442651256490317
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:153839139..153839253,+__1192.1.0.0	div_pc	0.4238400406972817	0.523530112917805	0.4117814121613538	0.09190758799271803	0.37841371505059523	0.3209333561607496	31	21	20	92	3.4339872044851463	3.0445224377234235	2.9957322735539913	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:184529904..184530018,+__1073.1.0.0	protein_coding	1.87826658476336	0.051882467249033934	2.008315737382682	0.05838008598368834	0.40702014608233683	0.34147409649622334	51	48	25	75	3.9318256327243257	3.8712010109078916	3.218875824868201	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:45017656..45017770,+__1308.1.0.0	protein_coding	3.774074956254528	0.10914919093785444	1.8166174542534703	0.06408494071305659	0.37667215668280696	0.3196691062020666	62	29	29	83	4.127134385045092	3.3672958299864737	3.3672958299864737	4.418840607796597
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:48481587..48481701,+__1621.1.0.0	protein_coding	3.886323472872649	0.06390565765922625	2.7896962908492835	0.07974109919130283	0.4185747847423953	0.3496526948798118	31	29	14	64	3.4339872044851463	3.3672958299864737	2.6390573296152584	4.158883083359672
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:49449566..49449680,+__1626.1.0.0	protein_coding	1.484828275247048	0.3614320232001829	1.4639754723284744	0.0909319476785608	0.4456656128643564	0.36856984724620245	13	13	7	75	2.5649493574615367	2.5649493574615367	1.9459101490553128	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr4:110354902..110355016,+__1284.1.0.0	div_pc	3.617196602947116	0.061420630892405674	1.8486357274450391	0.1337964816496758	0.42417084144448036	0.353589778718103	47	21	19	82	3.8501476017100575	3.0445224377234235	2.9444389791664403	4.4067192472642525
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr4:40058390..40058504,+__1085.1.0.0	protein_coding	1.9899795383180416	0.13784405066975616	0.02604177067588226		0.29457334998020535	0.25818118139306034	14	14	9	49	2.6390573296152584	2.6390573296152584	2.19722457733622	3.8918202981106265
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr4:4543705..4543819,-__1200.1.0.0	div_pc	3.0767216162105937	0.10966938256011273	0.6093510741029533	0.14687572434239782	0.40590199730283016	0.34067908776053624	23	19	11	71	3.1354942159291497	2.9444389791664403	2.3978952727983707	4.262679877041316
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:137514778..137514892,+__1088.1.0.0	protein_coding	2.91197288649555	0.09579895927866372	-1.5408434220256997	0.2316690786652561	0.3860032125289449	0.3264242186069768	24	24	13	69	3.1780538303479458	3.1780538303479458	2.5649493574615367	4.23410650459726
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:145562057..145562171,-__1089.1.0.0	protein_coding	2.242841925331392	0.08377132089975836	-1.681410899887644	0.342945267250981	0.4402346262652532	0.36480603522188493	29	29	19	88	3.3672958299864737	3.3672958299864737	2.9444389791664403	4.477336814478207
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:33440795..33440909,+__1204.1.0.0	div_pc	0.4810854681669241	0.2712069308841009	-0.5229463075418938	0.043902909932646526	0.4347809099813304	0.3610121615842236	14	13	10	32	2.6390573296152584	2.5649493574615367	2.302585092994046	3.4657359027997265
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr5:9546152..9546266,-__1209.1.0.0	div_pc	0.0		0.7442023569287151		0.3928413026496178	0.33134576343309097	21	17	9	82	3.0445224377234235	2.8332133440562166	2.19722457733622	4.4067192472642525
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:111804879..111804993,-__1210.1.0.0	div_pc	1.0558496876410233	0.1679151598871452	-0.0380830985906132	0.16516768123100845	0.3426498189829112	0.294645138182155	28	21	21	92	3.332204510175204	3.0445224377234235	3.0445224377234235	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:135818822..135818936,-__1211.1.0.0	div_pc	2.9589847824365094	0.20885152640568508	1.5419638181956818	0.05727470595884684	0.38036370961313576	0.32234702213456456	17	16	12	73	2.8332133440562166	2.772588722239781	2.4849066497880004	4.290459441148391
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:149969767..149969881,-__1096.1.0.0	protein_coding	1.6864653376802583	0.2530019072443667	0.3605459615593216	0.12698142506501053	0.42843545986887	0.35657976131721936	23	23	20	32	3.1354942159291497	3.1354942159291497	2.9957322735539913	3.4657359027997265
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:153304679..153304793,-__1212.1.0.0	div_pc	1.9686092245549942	0.10101418001689648	1.1530191297094452	0.08630196340163561	0.28974714177215577	0.25444618503018857	19	13	11	75	2.9444389791664403	2.5649493574615367	2.3978952727983707	4.31748811353631
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:170102090..170102204,-__1651.1.0.0	protein_coding	2.2132564988697774	0.18621541061649066	2.066604847200244	0.09691313749326967	0.4287449124920856	0.3567963753101048	46	44	26	80	3.828641396489095	3.7841896339182615	3.258096538021482	4.382026634673881
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:170102142..170102256,+__1652.1.0.0	protein_coding	2.5732192839259285	0.10306862811639612	2.8885114302171053	0.09839736383943244	0.4324804843425545	0.35940754601835795	62	50	24	81	4.127134385045092	3.912023005428147	3.1780538303479458	4.394449154672439
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:30294166..30294280,+__1215.1.0.0	div_pc	1.4423967843793664	0.06129653357936275	1.8422800735364016	0.0949795999129004	0.4284614192725762	0.35659793446438226	32	31	22	65	3.4657359027997265	3.4339872044851463	3.0910424533583165	4.174387269895637
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:31465842..31465956,+__1099.1.0.0	protein_coding	1.8117016910129813	0.2513147679836722	-1.7402084454282694	0.3983798661284021	0.272876333577706	0.24127916919859155	7	7	4	23	1.9459101490553128	1.9459101490553128	1.3862943611198906	3.1354942159291497
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:49430931..49431045,-__1671.1.0.0	protein_coding	2.6839516841152844	0.06720999063062709	2.556161531496707	0.07543038927985031	0.3746516562905723	0.3182003581427291	18	16	5	70	2.8903717578961645	2.772588722239781	1.6094379124341005	4.248495242049359
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr6:96969635..96969749,+__1217.1.0.0	div_pc	3.5530269064818243	0.07946370441750845	1.4244748016924256	0.16842180071442722	0.37549005657431167	0.3188100724027547	17	15	9	66	2.8332133440562166	2.7080502011022096	2.19722457733622	4.189654742026425
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr7:1199731..1199845,-__1106.1.0.0	div_pc	1.0173357573242725	0.5794086646750092	-1.8332538801953997	0.1738886819970076	0.4400971867375942	0.3647106021005044	31	23	11	83	3.4339872044851463	3.1354942159291497	2.3978952727983707	4.418840607796597
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr7:54826869..54826983,-__1223.1.0.0	div_pc	4.638716004680457	0.05213322266534578	2.9010954290410877	0.09493267510504104	0.3700382983199269	0.31483869442734924	22	19	11	52	3.0910424533583165	2.9444389791664403	2.3978952727983707	3.951243718581428
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr7:86781689..86781803,+__1224.1.0.0	div_pc	2.912605726133484	0.09393488200642844	1.300526814675896	0.11252368035680434	0.43233616613006903	0.3593067938724336	37	31	17	57	3.610917912644224	3.4339872044851463	2.8332133440562166	4.043051267834549
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr8:11351839..11351953,+__1683.1.0.0	protein_coding	0.0		-1.0466913871432046	0.075511743000927	0.4580396754687246	0.3770928454718607	12	12	10	46	2.4849066497880004	2.4849066497880004	2.302585092994046	3.828641396489095
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr8:142011228..142011342,-__1113.1.0.0	protein_coding	1.4510955582025682	0.2649672651085063	-0.593407931896724	0.22116795719729845	0.44947251484693124	0.3711997073832597	13	12	12	36	2.5649493574615367	2.4849066497880004	2.4849066497880004	3.58351893845611
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr8:1711901..1712015,+__1114.1.0.0	protein_coding	0.9570312889288912	0.18125725330253686	1.7752187109283504	0.1728436134882918	0.3834950645912549	0.3246129529029222	41	27	14	95	3.7135720667043084	3.2958368660043287	2.6390573296152584	4.553876891600541
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr8:6264068..6264182,+__1227.1.0.0	div_pc	3.254319287408072	0.06474507128596177	-1.7980421945938934	0.20311428477823296	0.36965770689723665	0.314560859642458	13	8	5	74	2.5649493574615367	2.079441541679836	1.6094379124341005	4.30406509320417
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr9:72435677..72435791,+__1123.1.0.0	div_pc	0.3014519483843344	0.6666666666666666	-2.4410999492573566	0.2552252262555173	0.4175770180060513	0.3489490888340847	26	26	17	64	3.258096538021482	3.258096538021482	2.8332133440562166	4.158883083359672
