unique_id	MPRA_mean_activ	MPRA_tissue_sp	avg_tf_tissue_sp	log_avg_tf_tissue_sp	num_motifs	log_num_motifs	num_bp_covered	log_num_bp_covered	max_coverage	log_max_coverage
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:30831727..30831841,+__1845.1.0.0	-2.362770745182116	0.35437823807949	0.4770143293516069	0.3900227051620377	13	2.6390573296152584	54	4.007333185232471	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:3893812..3893926,+__1746.1.0.0	-2.4969420782952594	0.4462953445245936	0.5734202323474673	0.45325174182833783	8	2.1972245773362196	32	3.4965075614664802	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:3893845..3893959,-__2039.1.0.0	-1.9641809475035121	0.28825295659089806	0.5917259219973162	0.4648189130516104	16	2.833213344056216	34	3.5553480614894135	9	2.302585092994046
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:43633193..43633307,+__1936.1.0.0	-1.3906150632626826	0.2507019521039463	0.3993005082900749	0.33597247482542686	20	3.044522437723423	59	4.0943445622221	13	2.6390573296152584
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:43633199..43633313,-__2229.1.0.0	-1.226884282888369	0.11381097424713908	0.3993005082900749	0.33597247482542686	20	3.044522437723423	59	4.0943445622221	13	2.6390573296152584
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:70805370..70805484,+__1747.1.0.0	-2.17618369040247	0.4174416805630486	0.47924085437424035	0.39152901994561	16	2.833213344056216	59	4.0943445622221	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397977..73398091,-__2041.1.0.0	-1.1331234343118295	0.0688630320568036	0.45860349173898685	0.37747946546269434	18	2.9444389791664403	57	4.060443010546419	13	2.6390573296152584
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397988..73398102,+__1748.1.0.0	-1.6718798870769118	0.08755774078206595	0.4708425020288503	0.385835367245882	19	2.995732273553991	69	4.248495242049359	13	2.6390573296152584
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790766..73790880,-__2230.1.0.0	-2.0780998524779943	0.3656436622571382	0.4282255180322471	0.35643277724131756	21	3.091042453358316	59	4.0943445622221	11	2.4849066497880004
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790800..73790914,+__1937.1.0.0	-2.4657932481047573	0.473546443517257	0.4292037835957277	0.35711749451578784	14	2.70805020110221	44	3.8066624897703196	11	2.4849066497880004
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091836..74091950,-__2231.1.0.0	-1.5028607260272537	0.30732905225756174	0.36379580226853603	0.31027184313262773	15	2.772588722239781	81	4.406719247264253	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091890..74092004,+__1938.1.0.0	0.1265788755219124	0.03886623242194639	0.35061434160041505	0.3005595567905245	11	2.4849066497880004	45	3.828641396489095	8	2.1972245773362196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046390..81046504,-__2232.1.0.0	-1.4051469562683865	0.05453993182980869	0.4468611726382631	0.3693965015389002	14	2.70805020110221	43	3.784189633918261	8	2.1972245773362196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046410..81046524,+__1939.1.0.0	-1.4452721296023017	0.08161642609187336	0.4468611726382631	0.3693965015389002	14	2.70805020110221	43	3.784189633918261	8	2.1972245773362196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:65244960..65245074,+__1989.1.0.0	1.4195589656477268	0.13032737562099003	0.3952610194537665	0.3330815084898474	76	4.343805421853684	100	4.61512051684126	38	3.6635616461296463
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:65244968..65245082,-__2282.1.0.0	0.7084776439167207	0.08657129117140976	0.39342444809018084	0.33176434909666086	76	4.343805421853684	101	4.624972813284271	38	3.6635616461296463
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:69453844..69453958,-__2233.1.0.0	-0.00782400672224263	0.05566895955822978	0.35131848095349905	0.3010807683936753	25	3.258096538021482	73	4.30406509320417	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:69453865..69453979,+__1940.1.0.0	-0.896706697030298	0.12184528004620325	0.34593317933641277	0.2970875861094153	25	3.258096538021482	79	4.382026634673881	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:115106263..115106377,-__2234.1.0.0	-2.094959165130766	0.5096974315859586	0.42803624667655077	0.3563002464219704	21	3.091042453358316	66	4.204692619390966	14	2.70805020110221
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907699..124907813,-__2147.1.0.0	-1.6229172121052773	0.30702405064098826	0.4356140096808398	0.36159263900717037	35	3.58351893845611	83	4.430816798843313	15	2.772588722239781
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907771..124907885,+__1854.1.0.0	-1.7863249682362285	0.22746595079041732	0.5403034914096503	0.4319794693532631	29	3.4011973816621555	84	4.442651256490317	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:24673490..24673604,-__2148.1.0.0	-1.2800259013175648	0.4428468350828643	0.40257475939921744	0.3383096613785549	15	2.772588722239781	64	4.174387269895637	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:52542521..52542635,+__2022.1.0.0	-1.4636223514975406	0.3958154821118338	0.43669401978672184	0.36234465456100357	34	3.5553480614894135	87	4.477336814478207	14	2.70805020110221
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0	1.6914399445809807	0.28531160775492814	0.4937629423592906	0.40129840100109626	27	3.332204510175204	54	4.007333185232471	16	2.833213344056216
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:56752816..56752930,+__1943.1.0.0	-1.8514780908939412	0.4322683355628276	0.45688340291326524	0.37629949855668415	26	3.295836866004329	57	4.060443010546419	13	2.6390573296152584
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:6291398..6291512,-__2237.1.0.0	-1.1940909174956935	0.35728877833141137	0.5187698640869007	0.41790070725536244	21	3.091042453358316	59	4.0943445622221	15	2.772588722239781
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:69726870..69726984,+__1945.1.0.0	-1.9934589052833218	0.45175432266919097	0.47061158754183396	0.38567836021435337	9	2.302585092994046	67	4.219507705176107	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:89554519..89554633,+__1759.1.0.0	-2.1279159709599296	0.40934674822868705	0.36641586489589023	0.3121911547106794	18	2.9444389791664403	75	4.330733340286331	7	2.0794415416798357
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:89554557..89554671,-__2052.1.0.0	-0.5566326524545594	0.10994956798532902	0.3632571984020907	0.30987683513438474	16	2.833213344056216	79	4.382026634673881	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:92996492..92996606,+__1992.1.0.0	-1.6256777491969172	0.4258157424434825	0.36732106811763165	0.3128534007694663	22	3.1354942159291497	50	3.9318256327243257	12	2.5649493574615367
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.0.0	-0.2510006657739188	0.09857504873027778	0.4017707849632579	0.33773628377920584	31	3.4657359027997265	95	4.564348191467836	11	2.4849066497880004
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050140..21050254,+__1946.1.0.0	0.5032613091581516	0.03425001643261608	0.42761205436639094	0.35600315639647595	25	3.258096538021482	67	4.219507705176107	11	2.4849066497880004
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.0.0	-0.9283399552629134	0.3683174554796504	0.47499015870945177	0.38865131770813627	7	2.0794415416798357	49	3.912023005428146	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:31288941..31289055,+__1858.1.0.0	-2.7818460020031974	0.3383809824662925	0.4458020049047737	0.3686641882927218	5	1.791759469228055	40	3.713572066704308	2	1.0986122886681098
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:101159639..101159753,-__2241.1.0.0	-0.2567796310337532	0.3409568828332003	0.41675826926753723	0.3483713528372436	17	2.8903717578961645	74	4.31748811353631	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:101159663..101159777,+__1948.1.0.0	0.34457181255004327	0.3482427680724302	0.43137541962225995	0.3586358139115784	27	3.332204510175204	76	4.343805421853684	16	2.833213344056216
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:55574540..55574654,-__2242.1.0.0	-2.000406933806092	0.3317634933490987	0.5185784932675657	0.41777469548649504	12	2.5649493574615367	49	3.912023005428146	5	1.791759469228055
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:62070715..62070829,+__1863.1.0.0	-1.9201636827900248	0.35247571405937217	0.5663751736030143	0.448764143334374	10	2.3978952727983707	54	4.007333185232471	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:75741656..75741770,-__2243.1.0.0	-1.6598178900723035	0.27411244330907286	0.39058759278434885	0.32972638643986263	12	2.5649493574615367	47	3.871201010907891	7	2.0794415416798357
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:75741690..75741804,+__1950.1.0.0	-1.481094299354405	0.3472250646619323	0.49162763009199856	0.39986789294554737	13	2.6390573296152584	70	4.2626798770413155	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr15:60547778..60547892,+__1763.1.0.0	-0.5810234209681909	0.1739178721288451	0.40741272076789065	0.3417530689973789	33	3.5263605246161616	50	3.9318256327243257	19	2.995732273553991
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:2918201..2918315,-__2059.1.0.0	1.7917569292248698	0.138880765246042	0.4427758514262859	0.36656893260906603	40	3.713572066704308	88	4.48863636973214	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:3200555..3200669,-__2060.1.0.0	-1.0454804368601451	0.023470456054652294	0.49198222706709904	0.4001055895572	7	2.0794415416798357	46	3.8501476017100584	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:66556179..66556293,+__1951.1.0.0	-1.6290178803976003	0.3091847296896409	0.4159940410940211	0.34783178699573897	43	3.784189633918261	83	4.430816798843313	24	3.2188758248682006
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:75410614..75410728,-__2245.1.0.0	-1.6106304913898386	0.293376782997027	0.4454627344037962	0.36842950172256994	24	3.2188758248682006	80	4.394449154672439	9	2.302585092994046
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:75410781..75410895,+__1952.1.0.0	-1.4890816012445018	0.39321494641887605	0.4136515989787319	0.3461761431814045	19	2.995732273553991	38	3.6635616461296463	14	2.70805020110221
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr17:46102652..46102766,+__1771.1.0.0	1.066188511315974	0.13700593536064667	0.44682085474058564	0.36936863538270304	44	3.8066624897703196	90	4.51085950651685	15	2.772588722239781
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr17:7746118..7746232,+__2011.1.0.0	-1.5281912579819636	0.2733564003500482	0.4001048080380423	0.33654709670344296	48	3.8918202981106265	71	4.276666119016055	19	2.995732273553991
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr18:11860123..11860237,-__2176.1.0.0	0.879064208179145	0.2876109208360067	0.41100507508592504	0.3443022696650059	28	3.367295829986474	73	4.30406509320417	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr18:11860124..11860238,+__1883.1.0.0	-0.810104704259253	0.2354645887310729	0.41100507508592504	0.3443022696650059	28	3.367295829986474	73	4.30406509320417	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr18:60903781..60903895,+__1885.1.0.0	-1.2465514810857747	0.40043428676578047	0.5252050197016659	0.42212884017187574	9	2.302585092994046	40	3.713572066704308	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr18:60903818..60903932,-__2178.1.0.0	-1.838714214816522	0.4723184665517519	0.6666666666666666	0.5108256237659906	3	1.3862943611198906	21	3.091042453358316	2	1.0986122886681098
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr18:72695351..72695465,+__1886.1.0.0	-1.5820319829019887	0.1441388201605529	0.4568964608099277	0.3763084614140537	20	3.044522437723423	47	3.871201010907891	11	2.4849066497880004
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2169005..2169119,+__1776.1.0.0	-0.15292882609547528	0.14918193888467793	0.39106618005132165	0.33007048912896725	39	3.6888794541139363	93	4.543294782270004	20	3.044522437723423
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2169044..2169158,-__2069.1.0.0	-1.3979578291494221	0.39061571893040276	0.42622447944726033	0.3550307285702619	23	3.1780538303479458	86	4.465908118654584	8	2.1972245773362196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2627581..2627695,+__1777.1.0.0	-2.4999924866120753	0.3469541055661212	0.5598104001128813	0.44456427548587846	12	2.5649493574615367	51	3.9512437185814275	9	2.302585092994046
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2627596..2627710,-__2070.1.0.0	-1.8349238964639518	0.26951832466760556	0.564838358101332	0.4477825330995417	11	2.4849066497880004	36	3.6109179126442243	9	2.302585092994046
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287119..44287233,-__2247.1.0.0	-0.466411192160584	0.17150558107684655	0.4904602661731811	0.39908497572844703	30	3.4339872044851463	76	4.343805421853684	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287212..44287326,+__1954.1.0.0	-0.2305852814781085	0.25702080183370707	0.4532203303635211	0.3737820113327814	20	3.044522437723423	94	4.553876891600541	8	2.1972245773362196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:45228582..45228696,-__2071.1.0.0	-0.5265476392816332	0.30094630044905274	0.3897687579904557	0.3291373721451024	25	3.258096538021482	74	4.31748811353631	11	2.4849066497880004
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:47793086..47793200,+__1955.1.0.0	-1.2034473827960983	0.1436733326592341	0.4346744231275729	0.3609379406318513	14	2.70805020110221	37	3.6375861597263857	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:49465678..49465792,+__1779.1.0.0	-1.5058398532474515	0.1042179067795546	0.42729887410686196	0.35578375882602176	33	3.5263605246161616	82	4.418840607796598	14	2.70805020110221
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:49465680..49465794,-__2072.1.0.0	-0.7761068166041459	0.2555965079196195	0.42729887410686196	0.35578375882602176	33	3.5263605246161616	82	4.418840607796598	14	2.70805020110221
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:12493279..12493393,-__2024.1.0.0	-1.7365882079790864	0.2705734083554589	0.5343784904623071	0.4281254068412123	11	2.4849066497880004	50	3.9318256327243257	7	2.0794415416798357
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:145114583..145114697,-__2287.1.0.0	-2.128846482388512	0.442955176803777	0.43240706623365227	0.35935629227270677	17	2.8903717578961645	50	3.9318256327243257	8	2.1972245773362196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:145114645..145114759,+__1994.1.0.0	-1.9394130718368583	0.41811606501897397	0.4740222676312303	0.3879949005941693	14	2.70805020110221	66	4.204692619390966	5	1.791759469228055
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:155164465..155164579,-__2026.1.0.0	0.23840460925825624	0.3040682597944859	0.46108626981811046	0.37918017949762484	55	4.02535169073515	87	4.477336814478207	15	2.772588722239781
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:155164494..155164608,+__1733.1.0.0	0.2579604620058059	0.15147777379681263	0.45287686028544405	0.3735456323976366	46	3.8501476017100584	66	4.204692619390966	15	2.772588722239781
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:16508454..16508568,-__2223.1.0.0	-0.3360536690837242	0.327480606902022	0.32286176910638276	0.27979739676131177	11	2.4849066497880004	70	4.2626798770413155	5	1.791759469228055
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:16508562..16508676,+__1930.1.0.0	-1.9075780464934047	0.22507305249511	0.4121657070145621	0.34512448842795296	15	2.772588722239781	73	4.30406509320417	5	1.791759469228055
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:167587092..167587206,+__1735.1.0.0	-1.1535623095757777	0.12364412422009263	0.3934087482723749	0.3317530819581564	51	3.9512437185814275	62	4.143134726391533	38	3.6635616461296463
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833398..209833512,-__2030.1.0.0	-2.082611397873013	0.38272108732048293	0.46173702501035885	0.37962547169449007	10	2.3978952727983707	57	4.060443010546419	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833463..209833577,+__1737.1.0.0	-2.2507385017577013	0.2852944785024794	0.41599198415690564	0.347830334349365	8	2.1972245773362196	38	3.6635616461296463	5	1.791759469228055
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651289..21651403,-__2031.1.0.0	-1.9926803836324254	0.41946074811904593	0.46329115327413134	0.3806881133617086	5	1.791759469228055	25	3.258096538021482	2	1.0986122886681098
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651297..21651411,+__1738.1.0.0	-2.0696884582071657	0.24819106324187393	0.4143763249008228	0.34668867414465	20	3.044522437723423	34	3.5553480614894135	16	2.833213344056216
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:22233479..22233593,+__1739.1.0.0	-2.0202013004641404	0.3735348446453026	0.45660370917364723	0.3761074992584432	49	3.912023005428146	62	4.143134726391533	27	3.332204510175204
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:223914381..223914495,-__2034.1.0.0	-1.2605001581848378	0.2847253613719984	0.3906979778343048	0.3298057634381689	30	3.4339872044851463	66	4.204692619390966	20	3.044522437723423
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180275..224180389,-__2305.1.0.0	3.3091772027930073	0.03316479014103738	0.40799732585039833	0.34216835848006866	36	3.6109179126442243	81	4.406719247264253	21	3.091042453358316
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180311..224180425,+__2012.1.0.0	3.2481919403726978	0.05039686414300356	0.3907505956182246	0.3298435982444121	32	3.4965075614664802	69	4.248495242049359	21	3.091042453358316
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962833..228962947,+__1931.1.0.0	-2.03300979349304	0.3111167931848005	0.3587047476069756	0.3065318544695885	9	2.302585092994046	49	3.912023005428146	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962862..228962976,-__2224.1.0.0	-1.2472230791338912	0.23161416142962832	0.3518886017182244	0.30150257904727495	9	2.302585092994046	56	4.04305126783455	3	1.3862943611198906
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:2478447..2478561,+__1932.1.0.0	1.2524294781049063	0.14772671894250491	0.41835789193650813	0.34949978832119466	38	3.6635616461296463	80	4.394449154672439	15	2.772588722239781
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051083..25051197,-__2226.1.0.0	0.229951229375609	0.15111450194539652	0.3764521308888943	0.3195092690342539	23	3.1780538303479458	78	4.3694478524670215	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051126..25051240,+__1933.1.0.0	0.42543042453750696	0.16482919423915987	0.3881386522932474	0.3279637506786124	31	3.4657359027997265	98	4.59511985013459	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:26678049..26678163,-__2035.1.0.0	-1.4521503921821048	0.35090068933967106	0.41173397575741744	0.3448187188829919	7	2.0794415416798357	55	4.02535169073515	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:47800396..47800510,-__2134.1.0.0	-0.5336893122703478	0.3057499323472275	0.4175609652746005	0.34893776470697296	33	3.5263605246161616	70	4.2626798770413155	16	2.833213344056216
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:7764678..7764792,+__2018.1.0.0	1.3143646128528905	0.15512894099023145	0.4999062119562366	0.40540258079086344	38	3.6635616461296463	93	4.543294782270004	24	3.2188758248682006
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:90101790..90101904,+__1934.1.0.0	-2.1845480679560634	0.20299326555212582	0.42677924423095326	0.3554196273200818	21	3.091042453358316	71	4.276666119016055	9	2.302585092994046
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:90101801..90101915,-__2227.1.0.0	-0.6061913178534205	0.31880472149184674	0.42024807781300866	0.35083155903964974	17	2.8903717578961645	58	4.07753744390572	9	2.302585092994046
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:25214097..25214211,-__2184.1.0.0	-1.069820429060383	0.34592764363317574	0.4597632176160281	0.3782742428526437	37	3.6375861597263857	62	4.143134726391533	22	3.1354942159291497
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:25218571..25218685,+__1959.1.0.0	1.698307844896581	0.236003881529713	0.4591114385525547	0.37782764671469116	32	3.4965075614664802	58	4.07753744390572	21	3.091042453358316
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:25218583..25218697,-__2252.1.0.0	0.8245746987015729	0.13208472859482004	0.4632482094164207	0.38065876548533206	29	3.4011973816621555	58	4.07753744390572	21	3.091042453358316
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:30249477..30249591,-__2082.1.0.0	0.38385028967943696	0.23517231596461272	0.5288934718864705	0.42454425276464774	53	3.9889840465642745	71	4.276666119016055	27	3.332204510175204
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:48887185..48887299,-__2084.1.0.0	-1.3290187497576795	0.2587607221000599	0.4829647558707972	0.3940432974457443	17	2.8903717578961645	64	4.174387269895637	8	2.1972245773362196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:52201599..52201713,-__2085.1.0.0	-2.153191490149968	0.31069479497820857	0.5052948577274524	0.4089887977670482	27	3.332204510175204	57	4.060443010546419	14	2.70805020110221
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:52268970..52269084,-__2253.1.0.0	0.10924483324194283	0.10068680126688612	0.46542713997882224	0.3821467630982386	22	3.1354942159291497	76	4.343805421853684	9	2.302585092994046
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375049..30375163,+__2014.1.0.0	2.7346658387166016	0.02823904084699147	0.42834855338903977	0.3565189191398242	31	3.4657359027997265	49	3.912023005428146	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:30375086..30375200,-__2307.1.0.0	1.746134627859334	0.01077839646860542	0.43063153278770905	0.3581159781014829	24	3.2188758248682006	39	3.6888794541139363	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:37670602..37670716,+__1794.1.0.0	-0.9391564726616392	0.18509341631200904	0.5069534281814726	0.4100900155049012	17	2.8903717578961645	48	3.8918202981106265	7	2.0794415416798357
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:45616226..45616340,+__1961.1.0.0	0.1576778048433328	0.2630373144959134	0.3632198730402088	0.3098494552145056	20	3.044522437723423	63	4.1588830833596715	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr21:45616235..45616349,-__2254.1.0.0	0.7261292984319813	0.18873924464105593	0.3632198730402088	0.3098494552145056	20	3.044522437723423	63	4.1588830833596715	10	2.3978952727983707
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:24256203..24256317,-__2089.1.0.0	2.199068984881405	0.13904174788033288	0.43928541252861597	0.36414674911987416	30	3.4339872044851463	75	4.330733340286331	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:24256287..24256401,+__1796.1.0.0	1.1353251068317396	0.17907948030525248	0.5146101651426375	0.41515808911216756	47	3.871201010907891	71	4.276666119016055	20	3.044522437723423
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:29261115..29261229,+__1962.1.0.0	-0.5759259649298109	0.23934533607419853	0.6639605958410688	0.509200661734659	4	1.6094379124341003	14	2.70805020110221	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:41418056..41418170,+__1964.1.0.0	-1.3130542426622747	0.21396820016775295	0.5437447250862187	0.4342111044401142	35	3.58351893845611	81	4.406719247264253	17	2.8903717578961645
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:50342708..50342822,+__1965.1.0.0	-1.9414890144505363	0.34201435986487655	0.4743916424781967	0.3882454589351352	28	3.367295829986474	70	4.2626798770413155	11	2.4849066497880004
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:50976713..50976827,-__2259.1.0.0	-1.7047434522124056	0.47946082854207983	0.46763202876895527	0.3836502371699247	17	2.8903717578961645	72	4.290459441148391	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:113840934..113841048,-__2249.1.0.0	-1.5424204178620353	0.2153074449584921	0.4625415710807213	0.38017572439047986	28	3.367295829986474	55	4.02535169073515	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:113840940..113841054,+__1956.1.0.0	-2.096013528819445	0.3025285145198124	0.4625415710807213	0.38017572439047986	28	3.367295829986474	55	4.02535169073515	18	2.9444389791664403
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:136893852..136893966,-__2075.1.0.0	-1.8611407112306761	0.29808381785949484	0.5197806223390187	0.418565997033442	9	2.302585092994046	51	3.9512437185814275	6	1.9459101490553132
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:222826943..222827057,+__1890.1.0.0	-2.0090966393454557	0.4221325531744919	0.5798814169621089	0.4573497916666642	5	1.791759469228055	32	3.4965075614664802	4	1.6094379124341003
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:222826970..222827084,-__2183.1.0.0	-2.06509588041871	0.2512196826861721	0.4721723376384268	0.3867390906537022	3	1.3862943611198906	34	3.5553480614894135	2	1.0986122886681098
