unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE__Lincrna.noflip.NA__chr1:203274402..203274516,-__45.1.0.0	chr1:203274418..203274461,-	58	83	17	0.3931479804946666	4.07753744390572	4.430816798843313	2.8903717578961645	0.33156592066638907
WILDTYPE__mrna.flip.sense__chr1:204042163..204042277,+__963.1.0.0	chr1:204042233..204042249,+	35	63	8	0.4280464360413868	3.58351893845611	4.1588830833596715	2.1972245773362196	0.35630738162495146
WILDTYPE__Lincrna.noflip.NA__chr1:207996013..207996127,-__46.1.0.0	chr1:207996034..207996054,-	19	63	10	0.46276107017108326	2.995732273553991	4.1588830833596715	2.3978952727983707	0.38032579371163555
WILDTYPE__Lincrna.noflip.NA__chr1:208042476..208042590,-__47.1.0.0	chr1:208042503..208042527,-	15	77	4	0.30415174976830905	2.772588722239781	4.356708826689592	1.6094379124341003	0.26555282925541396
WILDTYPE__mrna.noflip.NA__chr1:208417614..208417728,-__964.1.0.0	chr1:208417620..208417680,-	22	61	5	0.3864016343040893	3.1354942159291497	4.127134385045092	1.791759469228055	0.3267116382299387
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.0.0	chr1:209601291-209601611	66	96	16	0.42179547772190745	4.204692619390966	4.574710978503383	2.833213344056216	0.35192049383714186
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601386..209601500,+__1833.1.0.0	chr1:209601291-209601611	47	70	16	0.42179547772190745	3.871201010907891	4.2626798770413155	2.833213344056216	0.35192049383714186
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:209602085..209602199,+__48.1.0.0	chr1:209602156..209602174,+	15	65	6	0.3875731959890225	2.772588722239781	4.189654742026425	1.9459101490553132	0.32755631911297844
WILDTYPE__Enhancer.noflip.NA__chr1:209822697..209822811,-__2029.1.0.0	chr1:209822403-209823008	8	42	6	0.46921476237908205	2.1972245773362196	3.7612001156935624	1.9459101490553132	0.3847280828158916
WILDTYPE__Enhancer.noflip.NA__chr1:209822704..209822818,+__1736.1.0.0	chr1:209822403-209823008	8	37	6	0.46921476237908205	2.1972245773362196	3.6375861597263857	1.9459101490553132	0.3847280828158916
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833398..209833512,-__2030.1.0.0	chr1:209833148-209833823	12	60	4	0.4274340030058647	2.5649493574615367	4.110873864173311	1.6094379124341003	0.3558784289089476
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:209833463..209833577,+__1737.1.0.0	chr1:209833148-209833823	14	50	5	0.4274340030058647	2.70805020110221	3.9318256327243257	1.791759469228055	0.3558784289089476
WILDTYPE__mrna.flip.sense__chr12:100967382..100967496,+__993.1.0.0	chr12:100967420..100967502,+	35	99	15	0.4627360281146907	3.58351893845611	4.605170185988092	2.772588722239781	0.3803086738475223
WILDTYPE__Enhancer.noflip.NA__chr12:10337162..10337276,+__1758.1.0.0	chr12:10337097-10337455	24	84	12	0.42617925451083033	3.2188758248682006	4.442651256490317	2.5649493574615367	0.35499901851751214
WILDTYPE__Enhancer.noflip.NA__chr12:10337187..10337301,-__2051.1.0.0	chr12:10337097-10337455	19	79	6	0.42617925451083033	2.995732273553991	4.382026634673881	1.9459101490553132	0.35499901851751214
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0	chr12:108956355..108956403,+	30	62	12	0.40174895000060057	3.4339872044851463	4.143134726391533	2.5649493574615367	0.3377207069581224
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:110211254..110211368,-__208.1.0.0	chr12:110211279..110211295,-	42	76	13	0.4429726594948277	3.7612001156935624	4.343805421853684	2.6390573296152584	0.36670533262320604
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:110318198..110318312,-__1476.1.0.0	chr12:110318226..110318244,-	34	70	14	0.40630554388054047	3.5553480614894135	4.2626798770413155	2.70805020110221	0.34096608406117945
WILDTYPE__mrna.noflip.NA__chr12:110486324..110486438,-__1234.1.0.0	chr12:110486348..110486366,-	21	67	10	0.34002833235250673	3.091042453358316	4.219507705176107	2.3978952727983707	0.2926907572859451
WILDTYPE__Antisense.noflip.NA__chr12:112279665..112279779,-__209.1.0.0	chr12:112279694..112279705,-	42	92	16	0.4011705188251454	3.7612001156935624	4.532599493153256	2.833213344056216	0.3373079721720538
WILDTYPE__Antisense.flip.sense__chr12:112279699..112279813,-__210.1.0.0	chr12:112279714..112279743,-	46	90	17	0.43585920941474754	3.8501476017100584	4.51085950651685	2.8903717578961645	0.3617634222364013
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:112279772..112279886,+__1154.1.0.0	chr12:112279818..112279871,+	33	75	17	0.42045396485832687	3.5263605246161616	4.330733340286331	2.8903717578961645	0.35097651408427316
WILDTYPE__Antisense.noflip.NA__chr12:113909731..113909845,+__211.1.0.0	chr12:113909805..113909830,+	9	64	5	0.3364112628577783	2.302585092994046	4.174387269895637	1.791759469228055	0.2899878592244379
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:114404095..114404209,-__1477.1.0.0	chr12:114404118..114404153,-	119	80	28	0.4203792970811062	4.787491742782046	4.394449154672439	3.367295829986474	0.35092394656597625
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:115106263..115106377,-__2234.1.0.0	chr12:115105863-115106455	27	73	5	0.4156938592518632	3.332204510175204	4.30406509320417	1.791759469228055	0.34761977080338546
WILDTYPE__Enhancer.noflip.NA__chr12:115106373..115106487,+__1941.1.0.0	chr12:115105863-115106455	20	70	6	0.4156938592518632	3.044522437723423	4.2626798770413155	1.9459101490553132	0.34761977080338546
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:211556065..211556179,+__50.1.0.0	chr1:211556107..211556205,+	35	51	21	0.39576482408710895	3.58351893845611	3.9512437185814275	3.091042453358316	0.3334425260275247
WILDTYPE__mrna.noflip.NA__chr12:118573762..118573876,-__994.1.0.0	chr12:118573786..118573812,-	32	90	17	0.3890447570760973	3.4965075614664802	4.51085950651685	2.8903717578961645	0.32861628577006124
WILDTYPE__mrna.noflip.NA__chr12:1192239..1192353,+__995.1.0.0	chr12:1192302..1192347,+	7	53	2	0.3774160019600175	2.0794415416798357	3.9889840465642745	1.0986122886681098	0.3202092815722438
WILDTYPE__Antisense.noflip.NA__chr12:120639049..120639163,+__213.1.0.0	chr12:120639123..120639135,+	13	43	11	0.3404496776577905	2.6390573296152584	3.784189633918261	2.4849066497880004	0.29300513800996575
WILDTYPE__Antisense.noflip.NA__chr12:120639077..120639191,+__214.1.0.0	chr12:120639136..120639174,+	12	24	11	0.3858389782841784	2.5649493574615367	3.2188758248682006	2.4849066497880004	0.32630571673446557
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0	chr12:121454282..121454304,-	61	65	26	0.385770497547337	4.127134385045092	4.189654742026425	3.295836866004329	0.32625630087162305
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.0.0	chr12:121714857-121715111	72	102	30	0.3796927527956666	4.290459441148391	4.634728988229636	3.4339872044851463	0.3218608314788122
WILDTYPE__Enhancer.flip.sense__chr12:121714973..121715087,+__1853.1.0.0	chr12:121714857-121715111	21	64	11	0.3796927527956666	3.091042453358316	4.174387269895637	2.4849066497880004	0.3218608314788122
WILDTYPE__Lincrna.noflip.NA__chr12:122501226..122501340,+__216.1.0.0	chr12:122501293..122501337,+	21	87	9	0.37008114021255667	3.091042453358316	4.477336814478207	2.302585092994046	0.31486996451874066
WILDTYPE__Lincrna.noflip.NA__chr12:122502159..122502273,+__217.1.0.0	chr12:122502212..122502262,+	40	81	26	0.4020931018425413	3.713572066704308	4.406719247264253	3.295836866004329	0.3379661928573318
WILDTYPE__Antisense.noflip.NA__chr12:123849435..123849549,+__218.1.0.0	chr12:123849462..123849540,+	65	86	20	0.355082345584611	4.189654742026425	4.465908118654584	3.044522437723423	0.3038622241343018
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124086630..124086744,+__996.1.0.0	chr12:124086704..124086715,+	7	35	4	0.37864125959790496	2.0794415416798357	3.58351893845611	1.6094379124341003	0.3210984196432834
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124196820..124196934,+__1479.1.0.0	chr12:124196880..124196957,+	69	96	21	0.38870055155888444	4.248495242049359	4.574710978503383	3.091042453358316	0.32836845489953137
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:124873335..124873449,-__997.1.0.0	chr12:124873357..124873401,-	75	62	7	0.3569455510858372	4.330733340286331	4.143134726391533	2.0794415416798357	0.3052362555715537
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907699..124907813,-__2147.1.0.0	chr12:124907545-124908050	41	95	15	0.4418472539195433	3.7376696182833684	4.564348191467836	2.772588722239781	0.3659251067053645
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907771..124907885,+__1854.1.0.0	chr12:124907545-124908050	45	88	15	0.4418472539195433	3.828641396489095	4.48863636973214	2.772588722239781	0.3659251067053645
WILDTYPE__mrna.noflip.NA__chr1:212606145..212606259,+__965.1.0.0	chr1:212606219..212606230,+	31	91	11	0.41210039298483536	3.4657359027997265	4.5217885770490405	2.4849066497880004	0.34507823639119317
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:213031405..213031519,-__51.1.0.0	chr1:213031418..213031449,-	33	94	16	0.35156376364252795	3.5263605246161616	4.553876891600541	2.833213344056216	0.30126226552710955
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:13080588..13080702,+__219.1.0.0	chr12:13080632..13080677,+	18	78	6	0.380121678762245	2.9444389791664403	4.3694478524670215	1.9459101490553132	0.32217166829822097
WILDTYPE__Lincrna.noflip.NA__chr12:13153284..13153398,+__220.1.0.0	chr12:13153355..13153415,+	65	113	15	0.4024234378641232	4.189654742026425	4.736198448394496	2.772588722239781	0.3382017671664383
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:214161796..214161910,+__1428.1.0.0	chr1:214161854..214161892,+	12	67	5	0.3231435034697955	2.5649493574615367	4.219507705176107	1.791759469228055	0.2800103474817034
WILDTYPE__mrna.noflip.NA__chr12:15114643..15114757,-__998.1.0.0	chr12:15114658..15114684,-	17	75	6	0.4740698828616732	2.8903717578961645	4.330733340286331	1.9459101490553132	0.3880272029972262
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651289..21651403,-__2031.1.0.0	chr1:21650806-21651685	21	37	11	0.33913236063736135	3.091042453358316	3.6375861597263857	2.4849066497880004	0.29202191218763424
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:21651297..21651411,+__1738.1.0.0	chr1:21650806-21651685	21	45	11	0.33913236063736135	3.091042453358316	3.828641396489095	2.4849066497880004	0.29202191218763424
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:21766575..21766689,+__1429.1.0.0	chr1:21766641..21766686,+	6	48	1	0.23450256994419863	1.9459101490553132	3.8918202981106265	0.6931471805599453	0.21066811157022852
WILDTYPE__mrna.noflip.NA__chr1:220445709..220445823,-__966.1.0.0	chr1:220445737..220445749,-	51	75	26	0.4359335726160492	3.9512437185814275	4.330733340286331	3.295836866004329	0.3618152109321481
WILDTYPE__Enhancer.noflip.NA__chr1:22233363..22233477,-__2032.1.0.0	chr1:22233375-22233592	8	38	7	0.4738081996003731	2.1972245773362196	3.6635616461296463	2.0794415416798357	0.3878496629126859
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:22233479..22233593,+__1739.1.0.0	chr1:22233375-22233592	53	71	23	0.4738081996003731	3.9889840465642745	4.276666119016055	3.1780538303479458	0.3878496629126859
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.0.0	chr1:222763293..222763340,+	32	48	23	0.44571386123034107	3.4965075614664802	3.8918202981106265	3.1780538303479458	0.36860322118858635
WILDTYPE__Enhancer.noflip.NA__chr1:2231986..2232100,+__1740.1.0.0	chr1:2231691-2232185	25	72	13	0.36819023118031097	3.258096538021482	4.290459441148391	2.6390573296152584	0.31348886741305215
WILDTYPE__Enhancer.noflip.NA__chr1:2231992..2232106,-__2033.1.0.0	chr1:2231691-2232185	25	78	13	0.36819023118031097	3.258096538021482	4.3694478524670215	2.6390573296152584	0.31348886741305215
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:22351918..22352032,+__53.1.0.0	chr1:22351977..22352017,+	70	90	27	0.40640264885968946	4.2626798770413155	4.51085950651685	3.332204510175204	0.3410351313796593
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:223914381..223914495,-__2034.1.0.0	chr1:223914239-223914747	32	68	15	0.40910188505875533	3.4965075614664802	4.23410650459726	2.772588722239781	0.34295254049302926
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180275..224180389,-__2305.1.0.0	chr1:224180261-224180516	40	88	12	0.39284847481853546	3.713572066704308	4.48863636973214	2.5649493574615367	0.331350912727873
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:224180311..224180425,+__2012.1.0.0	chr1:224180261-224180516	38	84	12	0.39284847481853546	3.6635616461296463	4.442651256490317	2.5649493574615367	0.331350912727873
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:24673490..24673604,-__2148.1.0.0	chr12:24673435-24673806	21	67	12	0.5263490609953015	3.091042453358316	4.219507705176107	2.5649493574615367	0.42287864916557644
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:24715358..24715472,-__222.1.0.0	chr12:24715376..24715432,-	16	81	8	0.3486649740766385	2.833213344056216	4.406719247264253	2.1972245773362196	0.29911519506674933
WILDTYPE__Lincrna.noflip.NA__chr12:24715527..24715641,-__223.1.0.0	chr12:24715538..24715575,-	11	68	6	0.5471682604763158	2.4849066497880004	4.23410650459726	1.9459101490553132	0.43642633133656467
WILDTYPE__Enhancer.flip.sense__chr12:25539117..25539231,-__2149.1.0.0	chr12:25539082-25539407	39	96	17	0.4492305688321753	3.6888794541139363	4.574710978503383	2.8903717578961645	0.3710327734073862
WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0	chr12:25539082-25539407	53	88	17	0.4492305688321753	3.9889840465642745	4.48863636973214	2.8903717578961645	0.3710327734073862
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:27863622..27863736,-__225.1.0.0	chr12:27863634..27863685,-	23	57	9	0.4084228322427577	3.1780538303479458	4.060443010546419	2.302585092994046	0.3424705196433269
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962833..228962947,+__1931.1.0.0	chr1:228962635-228963190	10	53	4	0.32016634577946546	2.3978952727983707	3.9889840465642745	1.6094379124341003	0.2777577481883836
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:228962862..228962976,-__2224.1.0.0	chr1:228962635-228963190	10	58	4	0.32016634577946546	2.3978952727983707	4.07753744390572	1.6094379124341003	0.2777577481883836
WILDTYPE__Antisense.noflip.NA__chr12:2922044..2922158,-__226.1.0.0	chr12:2922071..2922095,-	29	72	22	0.4202650507167343	3.4011973816621555	4.290459441148391	3.1354942159291497	0.3508435096295311
WILDTYPE__Lincrna.flip.sense__chr1:229406754..229406868,-__54.1.0.0	chr1:229406746..229406799,-	56	110	23	0.4028316231990362	4.04305126783455	4.709530201312334	3.1780538303479458	0.338492781943283
WILDTYPE__mrna.flip.sense__chr1:229644039..229644153,-__1136.1.0.0	chr1:229644034..229644123,-	22	60	10	0.343081945324595	3.1354942159291497	4.110873864173311	2.3978952727983707	0.29496693230259213
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:29936810..29936924,-__1480.1.0.0	chr12:29936836..29936881,-	29	92	9	0.450922165021005	3.4011973816621555	4.532599493153256	2.302585092994046	0.372199330162083
WILDTYPE__Lincrna.noflip.NA__chr12:30948553..30948667,+__227.1.0.0	chr12:30948622..30948667,+	19	82	8	0.3874122160939237	2.995732273553991	4.418840607796598	2.1972245773362196	0.32744029695691346
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr12:30948822..30948936,+__228.1.0.0	chr12:30948886..30948915,+	35	65	14	0.33009962041197677	3.58351893845611	4.189654742026425	2.70805020110221	0.28525384199400144
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:231664267..231664381,-__56.1.0.0	chr1:231664287..231664369,-	36	97	15	0.4163826216276366	3.6109179126442243	4.584967478670572	2.772588722239781	0.34810617178443437
WILDTYPE__mrna.flip.sense__chr1:231664341..231664455,+__1137.1.0.0	chr1:231664390..231664479,+	60	69	20	0.42019663428333254	4.110873864173311	4.248495242049359	3.044522437723423	0.35079533687382997
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:32552716..32552830,+__1481.1.0.0	chr12:32552770..32552839,+	19	69	8	0.32689351017989177	2.995732273553991	4.248495242049359	2.1972245773362196	0.2828405035843105
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:32655017..32655131,+__999.1.0.0	chr12:32655048..32655108,+	26	63	8	0.37710559946458716	3.295836866004329	4.1588830833596715	2.1972245773362196	0.3199839048704719
WILDTYPE__mrna.flip.sense__chr1:234509339..234509453,+__967.1.0.0	chr1:234509413..234509431,+	23	83	13	0.4167413302738847	3.1780538303479458	4.430816798843313	2.6390573296152584	0.3483593966021655
WILDTYPE__Antisense.flip.sense__chr1:234509363..234509477,-__57.1.0.0	chr1:234509387..234509419,-	23	82	13	0.4310704810958628	3.1780538303479458	4.418840607796598	2.6390573296152584	0.358422752398364
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.0.0	chr1:234765017..234765038,+	14	45	6	0.4950565156122117	2.70805020110221	3.828641396489095	1.9459101490553132	0.4021640092132226
WILDTYPE__Lincrna.noflip.NA__chr1:235116488..235116602,-__59.1.0.0	chr1:235116495..235116545,-	16	57	6	0.48525195236427704	2.833213344056216	4.060443010546419	1.9459101490553132	0.3955844227549721
WILDTYPE__Enhancer.flip.sense__chr1:236080869..236080983,+__1835.1.0.0	chr1:236080566-236081247	17	79	8	0.43564591552836895	2.8903717578961645	4.382026634673881	2.1972245773362196	0.3616148632908378
WILDTYPE__Enhancer.flip.sense__chr1:236080882..236080996,-__2128.1.0.0	chr1:236080566-236081247	18	80	8	0.43564591552836895	2.9444389791664403	4.394449154672439	2.1972245773362196	0.3616148632908378
WILDTYPE__Lincrna.noflip.NA__chr1:238649301..238649415,-__60.1.0.0	chr1:238649319..238649345,-	10	52	5	0.46314702354742854	2.3978952727983707	3.970291913552122	1.791759469228055	0.38058961155294957
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:38710496..38710610,+__1482.1.0.0	chr12:38710555..38710598,+	32	85	18	0.403753878145063	3.4965075614664802	4.454347296253507	2.9444389791664403	0.33914998977021726
WILDTYPE__Antisense.flip.sense__chr1:24104745..24104859,-__62.1.0.0	chr1:24104755..24104793,-	75	83	20	0.4271361037051769	4.330733340286331	4.430816798843313	3.044522437723423	0.3556697114554375
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:24104828..24104942,+__1138.1.0.0	chr1:24104869..24104918,+	77	77	19	0.4623873212357806	4.356708826689592	4.356708826689592	2.995732273553991	0.3800702518468642
WILDTYPE__mrna.noflip.NA__chr1:245022570..245022684,-__1260.1.0.0	chr1:245022599..245022657,-	7	41	4	0.49536112837970325	2.0794415416798357	3.7376696182833684	1.6094379124341003	0.4023677351169652
WILDTYPE__mrna.flip.sense__chr12:46766548..46766662,-__1000.1.0.0	chr12:46766577..46766587,-	23	52	14	0.4214901705299946	3.1780538303479458	3.970291913552122	2.70805020110221	0.35170573722746096
WILDTYPE__Lincrna.noflip.NA__chr12:46777380..46777494,+__229.1.0.0	chr12:46777450..46777471,+	79	112	12	0.3778143628502072	4.382026634673881	4.727387818712341	2.5649493574615367	0.320498448603831
WILDTYPE__mrna.noflip.NA__chr12:4714071..4714185,+__1359.1.0.0	chr12:4714145..4714156,+	12	65	7	0.395132594578111	2.5649493574615367	4.189654742026425	2.0794415416798357	0.3329894606331577
WILDTYPE__mrna.flip.sense__chr12:47610247..47610361,+__1155.1.0.0	chr12:47610315..47610386,+	30	71	19	0.42120176907972295	3.4339872044851463	4.276666119016055	2.995732273553991	0.3515028299428252
WILDTYPE__Enhancer.noflip.NA__chr1:2478387..2478501,-__2225.1.0.0	chr1:2478276-2478817	37	69	14	0.42722208128202804	3.6375861597263857	4.248495242049359	2.70805020110221	0.35572995447422145
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:2478447..2478561,+__1932.1.0.0	chr1:2478276-2478817	49	82	14	0.42722208128202804	3.912023005428146	4.418840607796598	2.70805020110221	0.35572995447422145
WILDTYPE__Antisense.noflip.NA__chr12:48099827..48099941,+__232.1.0.0	chr12:48099890..48099913,+	29	71	14	0.39005300669094933	3.4011973816621555	4.276666119016055	2.70805020110221	0.32934188072554155
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:48516393..48516507,+__1483.1.0.0	chr12:48516463..48516479,+	13	29	11	0.5888599046183902	2.6390573296152584	3.4011973816621555	2.4849066497880004	0.46301671791469207
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:2487730..2487844,+__1430.1.0.0	chr1:2487800..2487845,+	19	74	12	0.3816506665905312	2.995732273553991	4.31748811353631	2.5649493574615367	0.32327891957986366
WILDTYPE__mrna.noflip.NA__chr12:49182837..49182951,-__1400.1.0.0	chr12:49182783..49182886,-	11	59	5	0.33514029301173603	2.4849066497880004	4.0943445622221	1.791759469228055	0.28903637472911803
WILDTYPE__Antisense.noflip.NA__chr12:49392067..49392181,+__233.1.0.0	chr12:49392123..49392156,+	26	55	20	0.4554851997125466	3.295836866004329	4.02535169073515	3.044522437723423	0.3753393156273111
WILDTYPE__mrna.noflip.NA__chr12:49412557..49412671,-__1001.1.0.0	chr12:49412588..49412594,-	67	93	26	0.4399547440424409	4.219507705176107	4.543294782270004	3.295836866004329	0.36461168534574234
WILDTYPE__mrna.noflip.NA__chr12:49582776..49582890,-__1287.1.0.0	chr12:49582787..49582816,-	3	32	2	0.3814569700185345	1.3862943611198906	3.4965075614664802	1.0986122886681098	0.32313871760600793
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:50017127..50017241,+__1405.1.0.0	chr12:50017184..50017214,+	50	67	21	0.43933397953075937	3.9318256327243257	4.219507705176107	3.091042453358316	0.3641804923804677
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:50222161..50222275,-__1156.1.0.0	chr12:50222187..50222203,-	60	112	16	0.39508099732362434	4.110873864173311	4.727387818712341	2.833213344056216	0.3329524761853417
WILDTYPE__Antisense.flip.sense__chr12:50222246..50222360,+__234.1.0.0	chr12:50222318..50222345,+	44	86	12	0.39731635716678676	3.8066624897703196	4.465908118654584	2.5649493574615367	0.3345535093026813
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051083..25051197,-__2226.1.0.0	chr1:25051079-25051208	42	89	11	0.4235753238450973	3.7612001156935624	4.499809670330265	2.4849066497880004	0.353171540874209
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:25051126..25051240,+__1933.1.0.0	chr1:25051079-25051208	46	100	11	0.4235753238450973	3.8501476017100584	4.61512051684126	2.4849066497880004	0.353171540874209
WILDTYPE__Enhancer.flip.sense__chr1:2509790..2509904,+__1836.1.0.0	chr1:2509702-2510198	60	93	19	0.3626010459332111	4.110873864173311	4.543294782270004	2.995732273553991	0.3093954069582011
WILDTYPE__Enhancer.flip.sense__chr1:2509806..2509920,-__2129.1.0.0	chr1:2509702-2510198	62	97	19	0.3626010459332111	4.143134726391533	4.584967478670572	2.995732273553991	0.3093954069582011
WILDTYPE__mrna.flip.sense__chr12:51632547..51632661,+__1002.1.0.0	chr12:51632625..51632630,+	27	67	13	0.3602733613530731	3.332204510175204	4.219507705176107	2.6390573296152584	0.30768568054487383
WILDTYPE__Enhancer.noflip.NA__chr12:52542390..52542504,-__2315.1.0.0	chr12:52542210-52542726	37	66	14	0.4315061502276566	3.6375861597263857	4.204692619390966	2.70805020110221	0.3587271418986418
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:52542521..52542635,+__2022.1.0.0	chr12:52542210-52542726	34	89	11	0.4315061502276566	3.5553480614894135	4.499809670330265	2.4849066497880004	0.3587271418986418
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:25291462..25291576,-__1311.1.0.0	chr1:25291475..25291511,-	11	46	9	0.3697359004423174	2.4849066497880004	3.8501476017100584	2.302585092994046	0.31461794785708525
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0	chr12:53267781-53268340	30	64	15	0.3978876443150627	3.4339872044851463	4.174387269895637	2.772588722239781	0.3349622717085219
WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0	chr12:53267781-53268340	27	93	11	0.3978876443150627	3.332204510175204	4.543294782270004	2.4849066497880004	0.3349622717085219
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574395..53574509,-__1484.1.0.0	chr12:53574418..53574448,-	62	86	20	0.4024816420722935	4.143134726391533	4.465908118654584	3.044522437723423	0.33824326889752715
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr12:53574426..53574540,+__1485.1.0.0	chr12:53574464..53574539,+	65	90	20	0.37721584874236436	4.189654742026425	4.51085950651685	3.044522437723423	0.3200639603613864
WILDTYPE__Enhancer.noflip.NA__chr1:25360542..25360656,+__1837.1.0.0	chr1:25360165-25361177	22	82	9	0.4460027686056718	3.1354942159291497	4.418840607796598	2.302585092994046	0.36880303839979656
WILDTYPE__Enhancer.noflip.NA__chr1:25360585..25360699,-__2130.1.0.0	chr1:25360165-25361177	33	70	13	0.4460027686056718	3.5263605246161616	4.2626798770413155	2.6390573296152584	0.36880303839979656
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr12:53694109..53694223,-__237.1.0.0	chr12:53694132..53694153,-	12	53	6	0.5046508007605042	2.5649493574615367	3.9889840465642745	1.9459101490553132	0.4085608452058706
WILDTYPE__Lincrna.noflip.NA__chr12:54519861..54519975,+__239.1.0.0	chr12:54519919..54519965,+	32	98	7	0.41152657098119827	3.4965075614664802	4.59511985013459	2.0794415416798357	0.3446717931755279
WILDTYPE__mrna.flip.sense__chr12:56122758..56122872,-__1157.1.0.0	chr12:56122781..56122804,-	53	93	13	0.43440249677388537	3.9889840465642745	4.543294782270004	2.6390573296152584	0.36074838394718006
WILDTYPE__Antisense.flip.sense__chr12:56122813..56122927,+__240.1.0.0	chr12:56122862..56122924,+	61	96	13	0.4107010209668067	4.127134385045092	4.574710978503383	2.6390573296152584	0.34408675882869266
WILDTYPE__mrna.noflip.NA__chr12:56661030..56661144,+__1003.1.0.0	chr12:56661033..56661115,+	23	80	12	0.3642870466271619	3.1780538303479458	4.394449154672439	2.5649493574615367	0.310631982022203
WILDTYPE__mrna.flip.sense__chr12:56693772..56693886,-__1158.1.0.0	chr12:56693785..56693829,-	17	90	5	0.3550921410993862	2.8903717578961645	4.51085950651685	1.791759469228055	0.3038694528310689
